N	2gram	Tiupa_Anal_1	Mirosoze
1	и в	18	46
2	в нем	3	22
3	у него	1	22
4	может быть	29	21
5	в этом	13	20
6	не только	15	18
7	и не	21	18
8	никогда не	2	18
9	для него	2	18
10	но и	17	15
11	не может	22	15
12	как и	13	13
13	ведет к	3	13
14	а не	17	13
15	не есть	8	13
16	друг друга	1	12
17	к человеку	1	12
18	прежде всего	6	12
19	потому что	2	12
20	не было	1	11
21	но он	1	11
22	в ней	1	11
23	но в	8	10
24	та же	1	10
25	в себе	11	10
26	он не	3	10
27	он был	1	9
28	не в	14	9
29	не знает	1	9
30	и есть	3	8
31	отношение к	2	8
32	так как	2	8
33	человека к	4	8
34	как бы	5	8
35	но это	1	8
36	человека и	1	7
37	в мире	8	7
38	как в	1	7
39	и к	3	7
40	в нашем	3	7
41	в этой	5	7
42	хотя бы	3	7
43	и потому	2	7
44	и для	1	7
45	что он	3	7
46	вопрос о	2	6
47	судьба человека	1	6
48	что это	1	6
49	не могу	2	6
50	он сам	1	6
51	того что	4	6
52	жизни и	1	6
53	по преимуществу	1	5
54	то же	9	5
55	есть не	8	5
56	я не	1	5
57	не способен	1	5
58	в самом	6	5
59	что все	1	5
60	в своей	6	5
61	в отношении	1	5
62	во всем	1	5
63	и его	5	5
64	к тому	7	5
65	те же	1	5
66	это не	6	5
67	один из	2	5
68	в его	13	5
69	для того	4	5
70	то что	6	5
71	и все	3	5
72	также и	2	4
73	обращен к	1	4
74	с его	3	4
75	его на	1	4
76	думать что	2	4
77	том что	12	4
78	тому что	1	4
79	того чтобы	3	4
80	должен быть	6	4
81	так и	4	4
82	для этого	2	4
83	означает что	3	4
84	себя в	6	4
85	уже не	4	4
86	вопроса о	3	4
87	что и	3	4
88	в свою	1	4
89	они не	1	4
90	есть уже	1	4
91	что в	5	4
92	все что	1	4
93	смысле слова	1	3
94	той же	2	3
95	и самого	2	3
96	и на	5	3
97	иное как	5	3
98	в чем	1	3
99	и религия	1	3
100	он в	1	3
101	как он	3	3
102	не бывает	1	3
103	не будет	3	3
104	и с	2	3
105	в глубине	1	3
106	на все	2	3
107	его в	1	3
108	с самим	1	3
109	ни в	4	3
110	в них	1	3
111	все равно	1	3
112	одна и	1	3
113	для чего	2	3
114	и тогда	2	3
115	в такой	1	3
116	человека есть	1	3
117	что иное	5	3
118	по своей	6	3
119	только с	1	3
120	себя и	4	3
121	если бы	3	3
122	с ним	4	3
123	и должно	1	3
124	о том	5	3
125	и во	1	3
126	к которой	1	3
127	в том	27	3
128	только в	6	3
129	есть в	1	3
130	не так	1	3
131	с другим	4	3
132	до сих	1	3
133	человек в	3	3
134	для человека	1	3
135	нет ничего	2	3
136	жизни в	1	3
137	сих пор	1	3
138	и от	1	3
139	человека для	1	3
140	не что	4	3
141	в своих	1	3
142	я и	6	2
143	отношения к	2	2
144	сам по	1	2
145	не имеют	1	2
146	лишь одна	1	2
147	принадлежит к	1	2
148	не от	1	2
149	во всех	1	2
150	то он	2	2
151	по отношению	6	2
152	она есть	2	2
153	более чем	4	2
154	как к	2	2
155	хотя и	1	2
156	в действительности	1	2
157	от своей	1	2
158	то в	2	2
159	в которой	2	2
160	бы не	2	2
161	и тот	1	2
162	и те	1	2
163	если он	1	2
164	этот процесс	1	2
165	на его	2	2
166	только личность	1	2
167	не к	2	2
168	одной и	1	2
169	на этом	2	2
170	лишь в	5	2
171	человека только	1	2
172	не всегда	4	2
173	должно быть	2	2
174	в этих	1	2
175	точки зрения	6	2
176	ее в	1	2
177	место в	3	2
178	и той	1	2
179	которые в	2	2
180	человеческого существа	1	2
181	ему как	1	2
182	а от	1	2
183	тогда когда	2	2
184	ничего не	1	2
185	внутрь себя	1	2
186	я человека	1	2
187	связи с	1	2
188	было не	1	2
189	как будто	3	2
190	личности к	2	2
191	не до	1	2
192	в основе	6	2
193	к себе	1	2
194	оно не	1	2
195	людей в	1	2
196	самим собою	1	2
197	мысль о	2	2
198	человека он	1	2
199	еще в	2	2
200	быть может	2	2
201	по себе	4	2
202	в разных	1	2
203	и та	2	2
204	и что	1	2
205	в сущности	6	2
206	к нему	3	2
207	другого в	3	2
208	все время	1	2
209	подобно тому	3	2
210	тот же	1	2
211	мы увидим	1	2
212	на природу	1	2
213	он уже	1	2
214	между тем	5	2
215	это означает	3	2
216	одни и	1	2
217	так что	1	2
218	со своим	1	2
219	себе в	2	2
220	не о	2	2
221	не случайно	3	2
222	есть выражение	1	2
223	были бы	1	2
224	или иной	6	2
225	что не	3	2
226	превращается в	1	2
227	не означает	1	2
228	человеческой жизни	1	2
229	личности в	3	2
230	своим другим	1	2
231	личности и	1	2
232	вместе с	4	2
233	к своему	1	2
234	такого рода	5	2
235	тому как	3	2
236	я никогда	1	2
237	что же	2	2
238	да и	1	2
239	из этой	1	2
240	сознания и	1	2
241	его с	1	2
242	человек и	1	2
243	ее и	1	2
244	быть и	1	2
245	а в	9	2
246	к самому	1	2
247	направленной на	1	2
248	отношением к	1	2
249	отношению к	5	2
250	человека человек	1	2
251	духа он	1	2
252	это была	1	2
253	и эта	1	2
254	стороны одной	1	1
255	же человек	1	1
256	и то	2	1
257	приходят к	1	1
258	самом деле	2	1
259	он может	2	1
260	он обращен	1	1
261	мере в	3	1
262	перед лицом	6	1
263	должна быть	1	1
264	со своей	1	1
265	всего лишь	4	1
266	для достижения	1	1
267	мы не	1	1
268	но по	1	1
269	х годов	2	1
270	и ее	1	1
271	хотел сказать	1	1
272	степени как	1	1
273	и отличается	1	1
274	быть в	1	1
275	можно и	1	1
276	тем как	1	1
277	бога она	1	1
278	не оставляет	1	1
279	сознания не	1	1
280	только тогда	1	1
281	не все	2	1
282	если в	3	1
283	смысла жизни	3	1
284	в новом	2	1
285	его сторону	1	1
286	нет и	2	1
287	за пределы	2	1
288	определяется не	1	1
289	к осуществлению	1	1
290	опыт и	1	1
291	мира в	2	1
292	сознания в	4	1
293	могли бы	2	1
294	и как	5	1
295	я должен	1	1
296	его к	2	1
297	у разных	1	1
298	личности а	2	1
299	явления и	1	1
300	в целом	5	1
301	что достоевский	1	1
302	все эти	2	1
303	или во	1	1
304	поскольку в	1	1
305	отношение между	1	1
306	только один	1	1
307	личность но	1	1
308	ответом на	1	1
309	все те	1	1
310	эта формула	1	1
311	отношений между	1	1
312	в человеческой	1	1
313	что ни	1	1
314	всех своих	1	1
315	человечества во	1	1
316	но все	1	1
317	же не	1	1
318	в другом	4	1
319	самим собой	2	1
320	с целью	2	1
321	входит в	1	1
322	за собою	1	1
323	было бы	2	1
324	я все	1	1
325	к миру	1	1
326	и тем	1	1
327	есть всегда	1	1
328	из первых	1	1
329	она и	1	1
330	с тем	1	1
331	ибо он	1	1
332	и уже	1	1
333	культуры с	1	1
334	остается в	1	1
335	на себя	2	1
336	же я	1	1
337	перед собой	2	1
338	и становится	1	1
339	от своего	2	1
340	сознания но	1	1
341	в котором	3	1
342	с точки	4	1
343	в которых	1	1
344	крепость как	1	1
345	жизни с	1	1
346	своего рода	3	1
347	той мере	2	1
348	одном из	1	1
349	него не	1	1
