N	2gram	Potebnia_M_4	Problemy
1	и в	23	34
2	и не	18	29
3	как бы	5	27
4	что он	4	23
5	в его	5	22
6	к другому	1	20
7	в нем	7	19
8	может быть	26	19
9	не может	11	19
10	и все	4	19
11	как и	14	18
12	в этом	23	16
13	но в	8	16
14	и его	2	16
15	все это	5	16
16	он не	2	15
17	и с	4	15
18	что я	11	15
19	прежде всего	1	15
20	то же	14	14
21	к нему	5	14
22	самом деле	3	13
23	человека из	2	13
24	для него	5	13
25	и к	6	12
26	в то	4	12
27	же время	3	12
28	потому что	33	12
29	но и	11	12
30	на самом	3	11
31	в сущности	2	11
32	вовсе не	7	11
33	с другим	1	11
34	то что	29	11
35	не только	10	10
36	слова и	5	10
37	самим собою	1	9
38	не в	11	9
39	в отношении	1	9
40	а не	12	9
41	и т	7	8
42	с самого	1	8
43	самого начала	2	8
44	никогда не	3	8
45	с ним	5	8
46	в другом	1	8
47	в самом	3	8
48	так же	4	8
49	что же	5	8
50	и для	2	8
51	точки зрения	4	8
52	я не	2	7
53	как будто	1	7
54	я сам	1	7
55	как мы	2	7
56	слова в	3	7
57	и даже	2	7
58	что не	6	7
59	с которым	2	7
60	там где	3	7
61	этого слова	7	7
62	все же	1	7
63	отношении к	1	7
64	что в	17	7
65	мы уже	3	6
66	и на	3	6
67	отношение к	2	6
68	в пределах	1	6
69	что у	3	6
70	от себя	1	6
71	у меня	1	6
72	так и	6	6
73	слово с	6	6
74	в себе	14	6
75	только в	15	6
76	т п	4	6
77	стремится к	2	6
78	от него	2	6
79	с ними	3	6
80	не знает	1	6
81	отношению к	8	6
82	на них	1	5
83	он сам	1	5
84	в чем	1	5
85	по отношению	10	5
86	и у	2	5
87	что это	7	5
88	но все	1	5
89	лишь в	3	5
90	с тем	7	5
91	в слове	22	5
92	не мог	1	5
93	даже в	2	5
94	это слово	4	5
95	таким образом	24	5
96	к тому	3	5
97	и сам	1	5
98	и что	7	5
99	что и	7	5
100	это не	7	5
101	того что	14	5
102	и так	3	5
103	так что	5	5
104	из них	1	5
105	всяком случае	3	5
106	в одном	4	5
107	когда я	7	5
108	к своему	1	5
109	мы должны	2	5
110	хотя бы	4	5
111	а в	5	5
112	во всяком	5	5
