N	3gram	Bakhtin_sl_2	FransuaR
1	мы уже говорили	1	11
2	как мы уже	2	6
3	о том что	1	5
4	то же время	4	5
5	в то же	4	5
6	в средние века	1	4
7	с одной стороны	5	4
8	все то что	1	4
9	в той же	1	4
10	в большинстве случаев	5	4
11	мы уже сказали	1	3
12	большей или меньшей	1	3
13	на первый план	1	3
14	в этом отношении	3	3
15	до сих пор	2	3
16	во всех его	2	3
17	в этой роли	1	2
18	влияние и на	1	2
19	и в особенности	2	2
20	одной стороны и	3	2
21	с точки зрения	3	2
22	прямо сказать что	2	2
23	а также и	2	2
24	как один из	1	2
25	во всех этих	1	2
26	и др эти	1	2
27	но и в	1	2
28	можно прямо сказать	3	2
29	с другой стороны	1	2
30	хотя и в	1	2
31	таким образом в	1	2
32	нужно сказать что	1	2
33	в том что	4	2
34	конечно не в	1	2
35	в xvii веке	1	2
36	и рыцарский роман	1	1
37	несколько слов о	2	1
38	по отношению к	4	1
39	пространстве и времени	1	1
40	в той или	3	1
41	конечно и в	1	1
42	в чем же	1	1
43	том что в	1	1
44	более или менее	2	1
45	в своем собственном	1	1
46	сплетаются здесь с	1	1
47	и до конца	1	1
48	и там где	3	1
49	и не только	1	1
50	как это было	1	1
51	в лучшем случае	1	1
52	как мы сказали	2	1
53	то есть именно	1	1
54	гуманитарных наук и	1	1
55	лишь тогда когда	2	1
56	между тем как	1	1
57	никогда не могут	1	1
58	может быть конечно	1	1
59	кажется нам в	1	1
60	в мировой литературе	2	1
61	рано или поздно	1	1
62	и в истории	2	1
63	со всех сторон	1	1
64	по самому своему	1	1
65	говорит о том	1	1
66	до известной степени	1	1
67	не только изображает	2	1
68	в ту же	1	1
69	но в то	3	1
70	в пространстве и	1	1
71	самому своему существу	1	1
72	в нем не	1	1
73	в связи с	2	1
74	как он сам	1	1
75	с большей или	1	1
76	если они не	1	1
77	так и от	1	1
78	друг к другу	1	1
79	поэтому и в	1	1
80	в целом ряде	1	1
81	то есть от	2	1
82	для того чтобы	2	1
83	большинстве случаев в	1	1
84	не может быть	15	1
85	мы видели что	1	1
86	говорить о нем	1	1
87	в широком смысле	1	1
88	но в нем	1	1
89	в зависимости от	4	1
90	слова и образа	1	1
91	в значительной степени	6	1
92	в языке как	2	1
93	до xix века	1	1
94	момент необходимый для	1	1
95	не только в	2	1
96	так как всякий	1	1
97	той или иной	5	1
98	но все же	4	1
99	и в романе	2	1
100	в нем есть	1	1
101	здесь в сущности	1	1
102	это как бы	1	1
103	чувствует себя в	1	1
104	для правильного понимания	1	1
105	и с другой	1	1
106	том что он	1	1
107	человека и его	2	1
108	наконец несколько слов	1	1
109	но здесь в	1	1
