N	3gram	Tiupa_Hudo_1	Problemy
1	с точки зрения	3	9
2	до сих пор	2	8
3	не может быть	2	8
4	по отношению к	8	5
5	то же время	8	5
6	в то же	8	5
7	друг с другом	1	5
8	в самом деле	4	4
9	как и все	1	4
10	к себе самому	2	3
11	более или менее	1	3
12	в отличие от	1	3
13	как бы в	1	3
14	как и в	3	3
15	по своей природе	2	2
16	как нам кажется	1	2
17	в этом смысле	1	2
18	сами по себе	1	2
19	в узком смысле	1	2
20	того и другого	1	2
21	можно было бы	4	2
22	в том что	6	2
23	но в то	3	2
24	о том что	9	2
25	в свое время	1	2
26	и в конце	1	1
27	в него и	1	1
28	не может не	1	1
29	лишь то что	1	1
30	прежде всего на	1	1
31	та же самая	1	1
32	прежде всего в	1	1
33	том что он	1	1
34	а между тем	1	1
35	одной стороны и	1	1
36	же как и	1	1
37	и в то	1	1
38	в столкновение с	2	1
39	и так или	1	1
40	на самом же	1	1
41	в себе и	1	1
42	от первого лица	1	1
43	при этом не	1	1
44	в письме к	1	1
45	такой же как	1	1
46	именно поэтому же	1	1
47	приходит в столкновение	1	1
48	к себе и	1	1
49	в значительной степени	2	1
50	вообще во всех	1	1
51	в данном случае	1	1
52	не в его	1	1
53	мы не знаем	1	1
54	с одной стороны	1	1
55	в конце концов	1	1
56	но при этом	1	1
57	то что мы	1	1
58	для него в	1	1
59	так или иначе	2	1
60	он ее не	1	1
61	в нем не	1	1
62	все же не	1	1
63	в связи с	3	1
64	он уже не	1	1
65	во всяком случае	1	1
66	своими корнями в	1	1
67	самом же деле	1	1
68	вместо того чтобы	2	1
69	самом деле в	2	1
70	между этими двумя	1	1
71	в этом он	1	1
72	так и в	1	1
73	с самого начала	1	1
74	не только в	2	1
75	но в этом	1	1
76	но все же	1	1
77	даже в самых	1	1
78	не в этом	1	1
79	но именно поэтому	1	1
80	друг от друга	1	1
81	если бы не	1	1
82	в художественном мире	1	1
83	никогда не бывает	1	1
84	к тому что	4	1
85	из этих моментов	1	1
86	в высшей степени	1	1
87	героя и героини	1	1
88	друг друга и	1	1
89	и к себе	1	1
90	он живет в	1	1
91	в своей жизни	1	1
