N	2gram	Berdyaev_M_2	KulturaY
1	т е	4	38
2	в том	3	30
3	и в	46	24
4	потому что	12	23
5	том что	4	21
6	что в	4	17
7	того чтобы	4	17
8	для того	5	16
9	было бы	1	15
10	в этом	20	14
11	точки зрения	2	14
12	может быть	21	13
13	и не	18	12
14	в его	5	12
15	не в	9	11
16	только в	3	11
17	хотя бы	7	10
18	в самом	5	10
19	не только	18	10
20	у нас	11	10
21	самом деле	1	9
22	с точки	1	9
23	так как	8	9
24	если бы	3	9
25	о том	3	9
26	того что	6	9
27	отношению к	2	9
28	прежде всего	12	9
29	то что	5	9
30	по отношению	2	8
31	уже не	4	8
32	то же	5	8
33	тем что	3	8
34	а не	13	8
35	не может	15	7
36	это не	5	7
37	в них	3	7
38	связи с	2	7
39	так и	4	7
40	бы в	2	7
41	с другой	1	7
42	как бы	8	7
43	вместе с	2	7
44	только потому	1	6
45	мере в	1	6
46	в ней	11	6
47	в которой	2	6
48	все эти	1	6
49	в которых	1	6
50	тогда когда	2	6
51	не случайно	2	6
52	можно было	2	6
53	что он	7	6
54	в какой	1	6
55	но и	15	6
56	что же	2	6
57	все это	1	6
58	что такое	1	6
59	xix века	1	5
60	что это	6	5
61	и с	3	5
62	с тем	1	5
63	и его	5	5
64	не потому	1	5
65	к тому	5	5
66	с ним	3	5
67	и что	2	5
68	между тем	2	5
69	а потому	1	5
70	что не	2	5
71	в той	1	5
72	той мере	1	5
73	целый ряд	1	5
74	этом отношении	1	5
75	а в	2	5
76	того же	1	4
77	это и	3	4
78	и на	3	4
79	с его	4	4
80	что они	3	4
81	как в	7	4
82	в целом	1	4
83	роль в	1	4
84	на то	1	4
85	в нем	22	4
86	и тогда	3	4
87	стоит в	2	4
88	того как	3	4
89	в русском	4	4
90	к себе	2	4
91	в пределах	1	4
92	в самой	1	4
93	что и	4	4
94	должен быть	4	4
95	так что	2	4
96	есть в	3	4
97	не есть	13	4
98	до сих	3	4
99	и потому	7	4
100	с этим	1	4
101	сих пор	3	4
102	один из	5	4
103	в этих	2	4
104	так же	6	4
105	и то	1	3
106	в котором	1	3
107	той же	3	3
108	в сущности	2	3
109	на себя	1	3
110	на практике	1	3
111	и он	11	3
112	только тогда	1	3
113	в своем	8	3
114	хотя и	2	3
115	когда он	1	3
116	его к	1	3
117	в этой	7	3
118	в себе	10	3
119	и если	2	3
120	на его	2	3
121	не имеют	2	3
122	должна быть	1	3
123	что она	5	3
124	он есть	1	3
125	должно быть	2	3
126	тому что	4	3
127	только и	4	3
128	в духе	5	3
129	оно не	2	3
130	не с	1	3
131	для этого	4	3
132	и здесь	6	3
133	мы увидим	2	3
134	уже в	2	3
135	себе в	2	3
136	связано с	3	3
137	уже и	1	3
138	не было	11	3
139	или иной	2	3
140	к которому	3	3
141	в свою	4	3
142	а с	1	3
143	есть лишь	17	3
144	смысле этого	1	3
145	этого слова	1	3
146	была бы	1	3
147	как на	1	3
148	они не	4	3
149	также и	4	2
150	и есть	8	2
151	по преимуществу	5	2
152	все те	1	2
153	что если	1	2
154	бы и	5	2
155	как то	2	2
156	я не	5	2
157	не знают	1	2
158	иное как	3	2
159	на самом	1	2
160	значение и	1	2
161	не все	1	2
162	если в	1	2
163	себе и	2	2
164	могли бы	1	2
165	и как	1	2
166	нас все	1	2
167	увидим что	2	2
168	но в	10	2
169	от этого	2	2
170	формы в	1	2
171	во многих	1	2
172	он не	10	2
173	как с	1	2
174	и социальной	1	2
175	что нужно	1	2
176	но все	1	2
177	в каждом	3	2
178	лишь в	2	2
179	связанная с	1	2
180	и тем	1	2
181	ни в	3	2
182	для них	1	2
183	все равно	3	2
184	этого не	1	2
185	как и	13	2
186	принадлежит в	1	2
187	же есть	3	2
188	и становится	1	2
189	но если	1	2
190	в своей	5	2
191	вопрос о	6	2
192	втором случае	1	2
193	что было	3	2
194	и более	1	2
195	по себе	2	2
196	можно ли	3	2
197	до конца	4	2
198	иной раз	1	2
199	как о	1	2
200	не имеет	4	2
201	уже из	1	2
202	ничего не	2	2
203	и именно	1	2
204	и сделали	1	2
205	никогда не	18	2
206	до того	1	2
207	быть в	1	2
208	не могут	1	2
209	и должно	3	2
210	но также	1	2
211	что все	5	2
212	не мог	3	2
213	было в	3	2
214	когда в	1	2
215	в разных	2	2
216	на примере	1	2
217	любви к	7	2
218	во втором	1	2
219	должны быть	4	2
220	но с	2	2
221	любовь к	8	2
222	тот же	2	2
223	к свету	2	2
224	в стороне	1	2
225	чтобы получить	2	2
226	же и	2	2
227	ни одного	2	2
228	был бы	1	2
229	были бы	2	2
230	и против	3	2
231	смысл в	1	2
232	превращается в	2	2
233	о чем	1	2
234	не всегда	2	2
235	к своему	2	2
236	на эту	1	2
237	это есть	2	2
238	с этой	1	2
239	это дух	1	2
240	в более	2	2
241	и для	7	2
242	в силах	1	2
243	и все	5	2
244	лишь как	3	2
245	бы на	1	2
246	е в	2	2
247	между ними	1	2
248	всего потому	1	2
249	в свое	1	2
250	ее в	2	2
251	этого необходимо	3	1
252	который должен	2	1
253	я и	2	1
254	смысле слова	3	1
255	в обычном	2	1
256	в сфере	2	1
257	он также	2	1
258	же как	3	1
259	связана с	7	1
260	для себя	1	1
261	на деле	4	1
262	недостаточно еще	1	1
263	из самых	1	1
264	явления и	1	1
265	достоевского в	2	1
266	почти всегда	1	1
267	ведь и	1	1
268	от которых	1	1
269	к собственной	1	1
270	в германии	1	1
271	его не	2	1
272	есть не	5	1
273	можно и	1	1
274	мы из	1	1
275	для достижения	1	1
276	должны раскрыться	1	1
277	все уже	1	1
278	большую роль	1	1
279	ответить на	1	1
280	еще до	1	1
281	который был	2	1
282	говорить о	1	1
283	что иное	3	1
284	есть какая-то	2	1
285	а имеет	1	1
286	не хочет	1	1
287	не был	2	1
288	тем как	1	1
289	то он	2	1
290	не то	1	1
291	нельзя понимать	1	1
292	такой человек?	1	1
293	его во	1	1
294	менее всего	3	1
295	отношение к	8	1
296	она есть	2	1
297	которые не	1	1
298	которые могли	1	1
299	задача которая	1	1
300	государства и	1	1
301	как к	2	1
302	что нет	3	1
303	к тем	1	1
304	вопросом о	1	1
305	достоевского стоит	1	1
306	в действительности	2	1
307	моментов в	1	1
308	со своей	1	1
309	ни один	1	1
310	все так	1	1
311	в чем	3	1
312	в нашем	7	1
313	бы не	2	1
314	думать что	4	1
315	что ничего	1	1
316	говорят о	1	1
317	и те	2	1
318	как он	3	1
319	в братьях	2	1
320	но на	2	1
321	может уже	2	1
322	приходят к	1	1
323	все другие	1	1
324	он должен	1	1
325	к одному	1	1
326	и вот	5	1
327	наших глазах	1	1
328	под конец	1	1
329	имел бы	1	1
330	на этом	2	1
331	зрения так	1	1
332	же не	1	1
333	бы перенести	1	1
334	он знал	1	1
335	то чтобы	1	1
336	об этом	1	1
337	среды и	1	1
338	на все	3	1
339	и русский	1	1
340	на протяжении	1	1
341	вот например	1	1
342	зачем живет	1	1
343	на почве	3	1
344	то все	2	1
345	не соответствует	1	1
346	стоит на	2	1
347	какой они	1	1
348	он несет	1	1
349	в жизни	4	1
350	не люблю	1	1
351	он принадлежит	1	1
352	нет в	4	1
353	и делает	1	1
354	она и	1	1
355	человек который	4	1
356	к которым	1	1
357	двух человек	1	1
358	и уже	1	1
359	для чего	3	1
360	как угодно	1	1
361	народа и	4	1
362	стороне от	1	1
363	во второй	1	1
364	в такой	3	1
365	и без	1	1
366	отношение это	1	1
367	своего рода	1	1
368	в дневнике	2	1
369	всякий раз	1	1
370	должны были	1	1
371	но это	8	1
372	но он	11	1
373	но они	1	1
374	имеет смысл	1	1
375	ответственна за	1	1
376	это чувство	1	1
377	и всякую	1	1
378	сам он	2	1
379	вернемся к	1	1
380	любви и	3	1
381	из нас	1	1
382	также значение	1	1
383	та или	1	1
384	правда в	2	1
385	не достигается	2	1
386	учения о	1	1
387	или иная	1	1
388	как не	1	1
389	есть это	1	1
390	и теперь	1	1
391	с таким	2	1
392	достоевский в	3	1
393	и форм	1	1
394	как будто	2	1
395	нашего культурного	2	1
396	что на	1	1
397	и социального	2	1
398	мало чем	1	1
399	чтобы сделать	1	1
400	сомневаться в	1	1
401	той или	1	1
402	явление не	1	1
403	они и	4	1
404	понять эту	1	1
405	в самых	1	1
406	на наших	1	1
407	к революции	5	1
408	и самое	2	1
409	в ее	1	1
410	к нам	1	1
411	свои силы	2	1
412	и от	3	1
413	на той	1	1
414	в бесах	6	1
415	и сам	1	1
416	что у	4	1
417	в мировую	1	1
418	в борьбе	1	1
419	которая была	1	1
420	мог бы	1	1
421	живет такой	1	1
422	она была	1	1
423	по сравнению	1	1
424	но у	1	1
