N	2gram	Vinokur_Ku_1	FransuaR
1	и в	24	45
2	и не	12	15
3	в этом	14	14
4	но в	2	14
5	не только	10	14
6	во всех	1	13
7	и его	5	13
8	в его	12	13
9	как бы	7	12
10	что в	17	12
11	то же	8	11
12	в своем	3	11
13	в то	2	11
14	в нем	4	10
15	и с	5	10
16	как и	2	10
17	в том	30	10
18	но и	6	10
19	прежде всего	9	10
20	же время	2	9
21	в ней	6	8
22	таким образом	12	8
23	в самой	4	8
24	как мы	1	8
25	жизни и	1	8
26	вовсе не	10	8
27	так же	4	8
28	также и	2	7
29	с его	4	7
30	мы видели	1	7
31	том что	21	7
32	не в	11	7
33	потому что	23	7
34	что и	4	7
35	в конце	1	7
36	и все	2	7
37	все это	6	7
38	здесь не	3	6
39	в этой	3	6
40	он не	2	6
41	всех этих	1	6
42	в них	7	6
43	мысли и	1	6
44	того чтобы	17	6
45	связи с	7	6
46	так и	7	6
47	что он	6	6
48	так как	9	6
49	для того	16	6
50	одним из	2	5
51	например в	5	5
52	самом деле	9	5
53	на самом	2	5
54	это и	4	5
55	и на	4	5
56	в акте	1	5
57	хотя и	3	5
58	и как	2	5
59	в себя	1	5
60	и у	1	5
61	все эти	6	5
62	на этом	1	5
63	его в	1	5
64	с ним	5	5
65	этом отношении	5	5
66	и их	1	5
67	как раз	8	5
68	в связи	3	5
69	не может	7	5
70	но это	1	5
71	есть и	1	5
72	же как	1	4
73	той же	3	4
74	его не	1	4
75	в сущности	3	4
76	но не	5	4
77	в общем	3	4
78	перед нами	1	4
79	кроме того	1	4
80	в самом	10	4
81	тому же	1	4
82	по своему	1	4
83	об этом	1	4
84	это было	2	4
85	между собою	2	4
86	не мог	2	4
87	точки зрения	14	4
88	в их	3	4
89	своего рода	1	4
90	вернемся к	1	4
91	можно было	6	4
92	здесь как	2	4
93	ничего не	2	4
94	и здесь	3	4
95	о том	9	4
96	и во	1	4
97	только в	11	4
98	с этим	4	4
99	мы находим	1	4
100	и даже	3	4
101	здесь в	1	4
102	сказать что	1	4
103	а не	8	4
104	его как	1	4
105	как это	3	4
106	и от	1	4
107	бы в	7	4
108	а также	1	4
109	а в	5	4
110	как на	3	4
111	в необходимости	1	3
112	почти всегда	1	3
113	ведь и	1	3
114	к началу	1	3
115	того же	4	3
116	и он	3	3
117	форм в	2	3
118	из этих	4	3
119	менее всего	1	3
120	как в	4	3
121	в одной	1	3
122	как он	1	3
123	но на	1	3
124	вообще не	1	3
125	что она	3	3
126	связанные с	1	3
127	и вот	1	3
128	как они	2	3
129	связанных с	1	3
130	ни в	2	3
131	до сих	4	3
132	нисколько не	3	3
133	в своей	2	3
134	в которых	6	3
135	не менее	7	3
136	но они	1	3
137	дело в	1	3
138	не имеет	2	3
139	что на	1	3
140	от того	1	3
141	с полной	1	3
142	не могло	1	3
143	необходимости и	1	3
144	нуждается в	3	3
145	это не	7	3
146	именно в	6	3
147	того что	9	3
148	и одновременно	1	3
149	поэтому и	1	3
150	есть в	4	3
151	для него	1	3
152	в одном	3	3
153	но он	1	3
154	не было	3	3
155	еще и	5	3
156	о чем	2	3
157	там где	4	3
158	вместе с	7	3
159	по существу	4	3
160	сих пор	4	3
161	и для	2	3
162	в году	1	3
163	с помощью	7	3
164	на этот	2	3
165	но вернемся	1	2
166	ту же	1	2
167	можно говорить	2	2
168	и есть	2	2
169	не хочет	1	2
170	с точки	9	2
171	из его	1	2
172	и больше	1	2
173	из своих	1	2
174	которыми она	1	2
175	представлением о	1	2
176	говорить о	1	2
177	в целом	4	2
178	это время	1	2
179	в различных	1	2
180	в чем	1	2
181	в данном	4	2
182	в сторону	2	2
183	отличие от	1	2
184	относится к	2	2
185	в истории	3	2
186	все же	12	2
187	когда он	3	2
188	от этого	2	2
189	что это	5	2
190	еще один	2	2
191	роль в	4	2
192	и если	3	2
193	при этом	6	2
194	но именно	1	2
195	он должен	1	2
196	в начале	1	2
197	с представлением	1	2
198	но дело	1	2
199	так например	2	2
200	том же	2	2
201	эта книга	1	2
202	конечно в	1	2
203	на все	1	2
204	лишь в	2	2
205	было бы	15	2
206	для них	2	2
207	рядом с	5	2
208	она и	1	2
209	с тем	5	2
210	несмотря на	3	2
211	народа и	1	2
212	когда в	2	2
213	одно из	2	2
214	в г	3	2
215	во второй	1	2
216	и без	1	2
217	известной мере	1	2
218	не столько	2	2
219	из области	4	2
220	точку зрения	1	2
221	труда и	2	2
222	языков и	1	2
223	даже в	3	2
224	i гл	1	2
225	если в	2	2
226	слова но	2	2
227	и притом	1	2
228	и мысли	2	2
229	они и	1	2
230	уже и	3	2
231	конечно и	1	2
232	в духе	3	2
233	не могут	2	2
234	что все	2	2
235	к тому	5	2
236	о таких	1	2
237	в каждом	2	2
238	должен быть	4	2
239	в устной	1	2
240	если мы	2	2
241	говорит и	1	2
242	и что	5	2
243	на том	3	2
244	материи и	1	2
245	том как	3	2
246	особенности в	1	2
247	связанная с	2	2
248	можно сказать	3	2
249	нас в	1	2
250	между тем	5	2
251	переходит в	1	2
252	xi века	1	2
253	важное значение	1	2
254	в эти	1	2
255	в качестве	7	2
256	в большинстве	2	2
257	значение и	2	2
258	большинстве случаев	1	2
259	в известной	1	2
260	мы можем	1	2
261	может быть	13	2
262	и только	1	2
263	в особенности	3	2
264	не подлежит	1	2
265	а именно	2	2
266	в ряде	2	2
267	в отличие	1	2
268	себя и	1	2
269	превращается в	2	2
270	один из	4	2
271	на эту	2	2
272	него не	1	2
273	здесь только	2	2
274	в одно	1	2
275	один раз	1	2
276	со словом	3	2
277	в пределах	4	2
278	конечно не	2	2
279	во все	2	2
280	и там	1	2
281	раз то	1	2
282	слова и	4	2
283	несколько слов	3	2
284	в условиях	1	2
285	своей жизни	1	2
286	только для	1	2
287	могло не	1	2
288	на улице	2	2
289	жизнью в	1	2
290	чтобы его	1	2
291	хотя бы	10	2
292	в системе	3	2
293	то что	9	2
294	жизни в	1	2
295	ведь он	1	2
296	их с	1	2
297	к этому	1	2
298	также было	1	1
299	вряд ли	1	1
300	также что	1	1
301	он также	1	1
302	совершенно справедливо	1	1
303	связана с	1	1
304	утверждение что	1	1
305	выражения в	1	1
306	из самых	1	1
307	она все	1	1
308	не имеют	3	1
309	все те	2	1
310	собою в	1	1
311	и этот	1	1
312	поэзии и	1	1
313	полагает что	1	1
314	есть не	1	1
315	которую мы	1	1
316	развития такова	1	1
317	та же	1	1
318	большую роль	1	1
319	быть снова	1	1
320	который был	1	1
321	как я	2	1
322	то это	3	1
323	похожи на	1	1
324	черта в	1	1
325	в числе	2	1
326	в прямой	1	1
327	это действительно	1	1
328	столь же	1	1
329	время в	1	1
330	истории в	1	1
331	тем как	1	1
332	то мы	3	1
333	но как	1	1
334	нельзя понимать	1	1
335	но язык	2	1
336	не все	2	1
337	значение ее	1	1
338	их обычно	1	1
339	по отношению	8	1
340	не просто	5	1
341	друг от	1	1
342	что они	4	1
343	и обновляется	1	1
344	мы обязаны	1	1
345	общего с	1	1
346	и где	1	1
347	целый ряд	5	1
348	бы и	2	1
349	формы в	2	1
350	бы не	1	1
351	в такие	1	1
352	в себе	3	1
353	связи между	1	1
354	были связаны	1	1
355	на то	4	1
356	в такую	1	1
357	этого выражения	1	1
358	в наших	1	1
359	так сказать	5	1
360	не носило	1	1
361	при всякой	1	1
362	в разработке	1	1
363	момента в	1	1
364	и еще	2	1
365	xix века	5	1
366	же это	1	1
367	он пользуется	1	1
368	такое множество	1	1
369	они свидетельствуют	1	1
370	чтобы в	2	1
371	оно также	1	1
372	существу это	1	1
373	особенно важное	1	1
374	и по	1	1
375	именно это	1	1
376	но все	2	1
377	наши времена	1	1
378	он знал	1	1
379	значение в	1	1
380	сказать где	1	1
381	них не	1	1
382	традиции и	1	1
383	на этой	1	1
384	было в	2	1
385	этом обновленном	1	1
386	и мы	2	1
387	нас есть	2	1
388	смысл в	2	1
389	чаще всего	1	1
390	в жизни	1	1
391	но уже	5	1
392	гл iv	1	1
393	далеко не	1	1
394	он действительно	1	1
395	что не	5	1
396	строгом смысле	1	1
397	принадлежит в	2	1
398	как таковой	2	1
399	увидим как	1	1
400	и того	2	1
401	смысл и	2	1
402	между ними	2	1
403	со всей	1	1
404	об особом	1	1
405	нужно было	2	1
406	настолько тесно	1	1
407	в ходе	1	1
408	и сейчас	1	1
