N	2gram	Voloshinov_2	DiskursI
1	в качестве	3	34
2	не только	13	28
3	в том	7	23
4	а не	9	22
5	то есть	2	20
6	том что	10	19
7	может быть	28	17
8	как и	9	16
9	и в	19	16
10	в этом	15	15
11	еще не	3	14
12	но и	10	14
13	при этом	9	13
14	и т.п	10	12
15	речевого общения	12	12
16	но не	2	11
17	прежде всего	7	11
18	и не	19	11
19	как в	1	10
20	далеко не	2	10
21	с другой	3	10
22	по отношению	8	9
23	в нем	11	9
24	не может	18	9
25	с одной	3	9
26	одной стороны	3	9
27	отношению к	8	9
28	отнюдь не	8	8
29	но в	7	8
30	о том	3	8
31	так и	10	8
32	не было	3	7
33	в себе	4	7
34	то же	16	7
35	не в	10	7
36	в основе	9	7
37	роль в	1	7
38	со стороны	1	7
39	в его	5	7
40	только в	8	7
41	высказывания в	7	6
42	в своем	2	6
43	и как	6	6
44	ни к	1	6
45	в составе	1	5
46	и на	5	5
47	во всех	6	5
48	отличие от	3	5
49	тому же	2	5
50	в силу	1	5
51	в котором	3	5
52	в их	5	5
53	в отличие	3	5
54	в процессе	18	5
55	в себя	1	5
56	сводится к	2	5
57	или иной	5	5
58	можно сказать	1	5
59	а с	2	5
60	в данном	5	5
61	как бы	19	5
62	к тому	6	5
63	а в	3	5
64	то что	4	5
65	в своей	3	5
66	и о	2	4
67	с его	8	4
68	в истории	3	4
69	уже не	1	4
70	в целом	1	4
71	не как	3	4
72	лишь в	14	4
73	в них	1	4
74	потому что	1	4
75	могут быть	3	4
76	для себя	4	4
77	и т.д	4	4
78	внимание на	1	4
79	же время	8	4
80	между тем	6	4
81	одной из	3	4
82	что он	4	4
83	для него	9	4
84	в особенности	2	4
85	что не	2	4
86	связи с	13	4
87	не является	8	4
88	что в	2	4
89	также и	1	3
90	того же	5	3
91	и потому	2	3
92	имеет свою	1	3
93	столь же	3	3
94	той или	4	3
95	в одной	2	3
96	с этим	3	3
97	перед нами	3	3
98	в самом	6	3
99	заключается в	1	3
100	это не	4	3
101	отношения говорящего	1	3
102	и того	5	3
103	точки зрения	17	3
104	ситуацией высказывания	1	3
105	по себе	3	3
106	в то	8	3
107	таким образом	14	3
108	ли не	1	3
109	должны быть	2	3
110	они и	1	3
111	свою очередь	5	3
112	но при	1	3
113	в ее	3	3
114	не с	2	3
115	еще в	1	3
116	и даже	2	3
117	или на	1	3
118	что и	3	3
119	существенную роль	1	3
120	не сводится	1	3
121	в лингвистике	1	3
122	хотя бы	6	3
123	в данной	4	3
124	из них	1	3
125	к ним	1	3
126	автор и	1	3
127	тем что	2	3
128	именно в	2	3
129	себе не	1	3
130	целого высказывания	5	3
131	неотделимо от	1	3
132	для обозначения	1	3
133	того что	4	3
134	все же	5	3
135	в свою	6	3
136	сказать что	4	3
137	другой стороны	1	3
138	говорящего к	1	3
139	в действительности	1	3
140	отношения к	2	2
141	одним из	2	2
142	например в	1	2
143	языка с	1	2
144	предмета речи	1	2
145	к другому	5	2
146	в сущности	14	2
147	совпадает с	1	2
148	на себя	1	2
149	общения в	3	2
150	слово не	1	2
151	между собой	1	2
152	в различных	3	2
153	но как	2	2
154	высказывания с	1	2
155	за пределы	3	2
156	себя в	2	2
157	определяется не	2	2
158	опирается на	2	2
159	стороны и	2	2
160	хотя и	1	2
161	когда он	1	2
162	однако на	1	2
163	данной сфере	1	2
164	более или	2	2
165	не приходится	1	2
166	в тех	2	2
167	в этой	3	2
168	социального взаимодействия	1	2
169	высказывания не	2	2
170	так сказать	14	2
171	не следует	2	2
172	так например	1	2
173	человека в	1	2
174	исходя из	1	2
175	в каждом	1	2
176	различие между	2	2
177	не сможет	1	2
178	того или	2	2
179	формы целого	1	2
180	и тем	4	2
181	к области	1	2
182	соответствии с	1	2
183	одного и	4	2
184	или менее	2	2
185	мысли и	3	2
186	речевой акт	4	2
187	по крайней	2	2
188	и относительно	1	2
189	возможно только	1	2
190	по мере	4	2
191	не менее	1	2
192	но они	2	2
193	что с	1	2
194	внутренней речи	7	2
195	не могло	1	2
196	и его	16	2
197	крайней мере	2	2
198	уже о	1	2
199	к себе	1	2
200	же самое	6	2
201	числе и	1	2
202	значительной степени	2	2
203	не есть	3	2
204	оно не	1	2
205	и он	2	2
206	как мы	15	2
207	говоря уже	1	2
208	языка и	15	2
209	в пределах	10	2
210	приводит к	2	2
211	на том	1	2
212	же касается	1	2
213	в другом	3	2
214	было в	1	2
215	и вообще	1	2
216	но отнюдь	1	2
217	во всяком	3	2
218	и что	1	2
219	в значительной	2	2
220	это было	2	2
221	на протяжении	2	2
222	в форме	5	2
223	дело с	1	2
224	в какой	3	2
225	в разные	1	2
226	в литературу	1	2
227	и ее	4	2
228	точка зрения	1	2
229	тот или	1	2
230	есть в	1	2
231	уже в	2	2
232	свидетельствует о	2	2
233	в равной	1	2
234	или даже	1	2
235	и понимание	1	2
236	слова в	8	2
237	в одном	1	2
238	сами по	1	2
239	в современном	1	2
240	общения и	2	2
241	никогда не	7	2
242	бы это	2	2
243	здесь в	2	2
244	к которому	1	2
245	и др	1	2
246	героя и	1	2
247	более того	6	2
248	в соответствии	1	2
249	из наиболее	1	2
250	однако и	2	2
251	его как	1	2
252	о чем	2	2
253	произведение в	1	2
254	к его	2	2
255	форма высказывания	1	2
256	автора в	1	2
257	что же	1	2
258	и композиционно	1	2
259	для понимания	3	2
260	жизни в	1	2
261	и было	1	2
262	высказывания и	11	2
263	в начале	2	2
264	известной степени	1	2
265	говорящего и	2	2
266	или в	2	2
267	о котором	1	2
268	особого рода	1	2
269	и все	6	2
270	не говоря	1	2
271	речи как	1	2
272	они не	2	2
273	к этому	5	2
274	том числе	1	2
275	как известно	1	1
276	человеческой речи	1	1
277	слова является	1	1
278	нем нет	2	1
279	можно говорить	1	1
280	речь идет	1	1
281	в обычном	1	1
282	для построения	1	1
283	таком случае	3	1
284	исторического существования	1	1
285	сам по	1	1
286	и то	3	1
287	бытия а	1	1
288	самом деле	9	1
289	на самом	7	1
290	науки о	2	1
291	это и	1	1
292	данном конкретном	1	1
293	и до	3	1
294	и за	1	1
295	обойтись без	1	1
296	этом направлении	1	1
297	жизни для	1	1
298	той же	3	1
299	форм языка	5	1
300	к предмету	1	1
301	правильного понимания	2	1
302	не сделав	1	1
303	этого является	1	1
304	в становлении	3	1
305	входит как	1	1
306	говорить о	1	1
307	но она	1	1
308	принадлежит к	1	1
309	но уже	1	1
310	из того	1	1
311	которое не	1	1
312	мы и	1	1
313	работе над	1	1
314	своего исторического	1	1
315	чужих высказываний	1	1
316	в письменных	1	1
317	быть осуществлено	1	1
318	себе а	1	1
319	значении и	1	1
320	одно единственное	1	1
321	как целое	9	1
322	высказывание и	2	1
323	а только	1	1
324	оно в	1	1
325	конечном счете	1	1
326	иногда и	3	1
327	из важнейших	2	1
328	теории высказывания	2	1
329	что они	2	1
330	речи но	1	1
331	форме и	1	1
332	были не	1	1
333	отчасти и	1	1
334	контексте и	2	1
335	независимо от	2	1
336	его на	1	1
337	высказывание не	1	1
338	с их	1	1
339	в различные	1	1
340	и нет	1	1
341	целое высказывания	1	1
342	и различные	1	1
343	в противном	2	1
344	такое слово	1	1
345	священное писание	1	1
346	тем же	4	1
347	и реального	2	1
348	следующим образом	1	1
349	речевого потока	2	1
350	в которой	1	1
351	что это	2	1
352	в нашем	2	1
353	из этих	1	1
354	она уводит	1	1
355	принадлежит ему	1	1
356	имеет громадное	1	1
357	следующей главе	2	1
358	учение о	3	1
359	смысл целого	1	1
360	значение так	2	1
361	на то	4	1
362	его границами	1	1
363	высказывания как	7	1
364	этот процесс	1	1
365	что она	1	1
366	противном случае	2	1
367	в определенном	2	1
368	он не	3	1
369	они в	1	1
370	всех этих	1	1
371	в первую	1	1
372	к одному	1	1
373	не к	3	1
374	собой не	1	1
375	понимания и	2	1
376	данном отношении	1	1
377	высказываний в	1	1
378	войти в	1	1
379	как от	2	1
380	одно и	3	1
381	но все	1	1
382	русском языке	4	1
383	подход к	2	1
384	мы его	1	1
385	не будет	3	1
386	значение в	4	1
387	их отношении	1	1
388	на все	2	1
389	этих форм	2	1
390	косвенной речи	13	1
391	мере двух	2	1
392	с целью	1	1
393	целое высказывание	3	1
394	речью и	2	1
395	и других	1	1
396	сознания к	1	1
397	первую очередь	1	1
398	с другими	3	1
399	от одного	3	1
400	может стать	2	1
401	на почве	9	1
402	приходит в	1	1
403	здесь это	1	1
404	в жизни	2	1
405	о которых	1	1
406	их взаимоотношения	1	1
407	с тем	1	1
408	в слове	4	1
409	которой он	1	1
410	и вне	1	1
411	мы видели	4	1
412	фигурирует в	2	1
413	мы не	2	1
414	слова и	6	1
415	продукт социального	1	1
416	такому в	1	1
417	в этих	3	1
418	во время	1	1
419	бы на	1	1
420	как такое	2	1
