N	2gram	Losev_Dial_4	Tvorches
1	у достоевского	2	28
2	и в	15	21
3	как бы	14	17
4	в то	6	15
5	то же	9	13
6	в его	4	13
7	достоевского в	1	12
8	как и	7	12
9	же время	6	12
10	что в	7	12
11	с его	5	11
12	том что	10	11
13	все это	9	10
14	в романе	1	10
15	как в	3	8
16	он не	1	8
17	то что	16	8
18	и на	5	7
19	но в	3	7
20	не только	8	7
21	при этом	2	7
22	тем самым	3	7
23	и не	30	7
24	в том	11	7
25	в свою	3	7
26	в этом	11	6
27	человека в	1	6
28	в котором	2	6
29	не менее	2	6
30	и его	7	6
31	по природе	1	6
32	он сам	1	6
33	о том	5	6
34	и все	11	6
35	что он	7	6
36	а в	1	6
37	жизни в	1	6
38	отнюдь не	4	5
39	все же	2	5
40	в этой	4	5
41	таким образом	5	5
42	вовсе не	6	5
43	в своих	1	5
44	потому что	10	5
45	как будто	2	5
46	только в	7	5
47	может быть	17	5
48	а не	18	5
49	но это	4	5
50	это уже	1	5
51	хотя бы	4	5
52	человека и	2	4
53	в своем	5	4
54	и как	4	4
55	та же	3	4
56	в человеке	2	4
57	о времени	3	4
58	это не	12	4
59	в своей	3	4
60	человек по	1	4
61	одной из	2	4
62	прежде всего	11	4
63	не может	11	4
64	и от	1	4
65	один из	4	4
66	я и	1	3
67	и т	17	3
68	на самом	1	3
69	это и	9	3
70	той же	5	3
71	я не	5	3
72	что я	5	3
73	хотя и	6	3
74	в самом	2	3
75	в нем	5	3
76	и по	2	3
77	что все	4	3
78	и с	4	3
79	и других	1	3
80	в их	3	3
81	место в	1	3
82	представление о	2	3
83	даже в	1	3
84	дело не	1	3
85	дело в	1	3
86	не по	2	3
87	никогда не	2	3
88	воли и	2	3
89	вот почему	3	3
90	он видит	1	3
91	приходит к	1	3
92	с ее	10	3
93	в дальнейшем	1	3
94	с ним	3	3
95	того что	13	3
96	во времени	1	3
97	уже не	9	3
98	уже в	1	3
99	в виде	3	3
100	говорит о	3	3
101	не так	1	3
102	так как	14	3
103	человек как	1	3
104	в которой	2	3
105	и даже	6	3
106	с другой	1	3
107	но и	4	3
108	что человек	2	3
109	к человеку	1	3
110	ни на	6	3
111	это как	2	3
112	на берегу	1	3
113	но если	5	3
114	жизни и	4	3
115	ее в	2	3
116	так же	4	3
117	себя как	3	2
118	в нашей	2	2
119	некоторые из	1	2
120	действительности и	1	2
121	а как	2	2
122	есть не	5	2
123	но она	1	2
124	кто же	1	2
125	и он	1	2
126	в ней	5	2
127	собой в	1	2
128	в отличие	1	2
129	не нужно	2	2
130	в чем	8	2
131	не то	1	2
132	отличие от	2	2
133	в одной	1	2
134	как к	1	2
135	когда он	3	2
136	и наконец	3	2
137	то в	5	2
138	в себе	8	2
139	что она	5	2
140	тем не	2	2
141	же самая	1	2
142	не будет	2	2
143	в вечности	5	2
144	о котором	1	2
145	известно что	3	2
146	и тем	6	2
147	в данном	3	2
148	ведет к	1	2
149	такой же	1	2
150	в один	3	2
151	говорит об	1	2
152	не в	8	2
153	но он	1	2
154	по крайней	7	2
155	однако в	2	2
156	на свете	4	2
157	одна из	1	2
158	и притом	3	2
159	в основе	10	2
160	свободы и	3	2
161	но только	5	2
162	людей и	1	2
163	прямо в	1	2
164	личности в	5	2
165	в духе	1	2
166	нет ни	3	2
167	могут быть	3	2
168	а что	2	2
169	в жизни	5	2
170	более не	3	2
171	это время	1	2
172	в виду	9	2
173	не могу	1	2
174	данном случае	1	2
175	в себя	5	2
176	и необходимости	3	2
177	верит в	1	2
178	на том	1	2
179	и когда	2	2
180	так и	5	2
181	об этом	3	2
182	быть может	1	2
183	можно сказать	5	2
184	может не	1	2
185	и та	3	2
186	и будет	2	2
187	одного из	1	2
188	жизни он	1	2
189	что и	6	2
190	во всей	2	2
191	крайней мере	7	2
192	вслед за	1	2
193	значит что	9	2
194	тот же	1	2
