N	2gram	Voloshinov_1	Analitik
1	в этом	4	18
2	и в	12	16
3	в частности	1	16
4	не только	4	16
5	так и	4	15
6	как и	5	14
7	и не	10	12
8	в том	6	12
9	но и	3	12
10	том что	5	12
11	в качестве	1	11
12	при этом	6	10
13	могут быть	2	10
14	а не	5	10
15	как бы	13	10
16	то есть	1	9
17	ничего не	2	9
18	в пределах	3	9
19	и т.п	1	8
20	в целом	1	8
21	отнюдь не	5	8
22	в данном	2	8
23	в себе	3	7
24	то что	5	7
25	к тому	1	7
26	о том	3	7
27	как это	2	6
28	в самом	4	6
29	и на	4	6
30	но в	5	6
31	может быть	14	6
32	с другой	4	6
33	данном случае	2	5
34	говорит о	1	5
35	произведения в	1	5
36	и к	4	5
37	с одной	2	5
38	на себя	1	5
39	но не	2	4
40	можно сказать	5	4
41	не может	16	4
42	отношению к	11	4
43	и является	4	4
44	не менее	3	4
45	все это	3	4
46	точки зрения	14	4
47	не в	4	4
48	не так	2	4
49	во всех	1	4
50	нашего времени	1	4
51	для него	3	4
52	в себя	2	4
53	то же	5	4
54	за пределы	4	4
55	по отношению	11	4
56	и его	13	4
57	тому же	2	4
58	имеет место	2	4
59	хотя и	1	4
60	только в	6	4
61	уже не	4	4
62	и тем	1	4
63	у него	1	4
64	по преимуществу	1	4
65	внутренней речи	3	4
66	совпадает с	2	4
67	на этом	1	4
68	столь же	1	4
69	одной стороны	2	4
70	как в	5	4
71	в своем	2	4
72	в словах	1	3
73	как мы	1	3
74	не знает	1	3
75	место в	2	3
76	прежде всего	8	3
77	высказывания в	1	3
78	крайней мере	1	3
79	и все	2	3
80	есть в	1	3
81	художественного смысла	1	3
82	как уже	2	3
83	я и	1	3
84	как о	1	3
85	в нашем	11	3
86	сводится к	1	3
87	имеем дело	1	3
88	из трех	1	3
89	как будто	1	3
90	автора и	2	3
91	в организации	1	3
92	никогда не	5	3
93	тем не	3	3
94	едва ли	2	3
95	если бы	9	3
96	в конечном	1	3
97	по крайней	1	3
98	именно в	1	3
99	этом отношении	1	3
100	что и	2	3
101	выбор слова	2	3
102	в результате	1	3
103	несмотря на	1	3
104	подобно тому	1	3
105	или иного	1	3
106	мы имеем	2	3
107	и то	2	3
108	было бы	1	3
109	только на	3	3
110	тому как	1	3
111	можно было	1	3
112	по природе	2	2
113	что все	1	2
114	в значительной	1	2
115	еще не	3	2
116	во времени	1	2
117	в обоих	1	2
118	в двух	1	2
119	так же	3	2
120	и для	3	2
121	в ритме	1	2
122	в поэзии	3	2
123	поле зрения	1	2
124	и их	1	2
125	вовсе не	1	2
126	была бы	2	2
127	таким образом	12	2
128	ведь это	1	2
129	в произведении	1	2
130	с ним	3	2
131	и во	1	2
132	вступает в	1	2
133	конечном счете	1	2
134	в своей	3	2
135	по себе	3	2
136	и он	1	2
137	в одном	1	2
138	те же	2	2
139	же время	1	2
140	его в	4	2
141	на которую	1	2
142	на протяжении	1	2
143	или даже	1	2
144	его как	2	2
145	выходят за	2	2
146	вместе с	2	2
147	что в	2	2
148	этом смысле	1	2
149	того что	3	2
150	в таком	1	2
151	или иных	1	2
152	отношения в	1	2
153	это только	1	2
154	между тем	3	2
155	еще более	1	2
156	значительной степени	1	2
157	в его	2	2
158	тех или	1	2
159	в этих	2	2
160	из его	1	2
161	с точки	2	2
162	на него	2	2
163	высказывания и	2	2
164	с ее	1	2
165	в окно	1	2
166	и слово	2	2
167	к его	2	2
168	в то	2	2
169	для нее	1	2
170	частности в	1	2
171	художественное восприятие	1	2
172	речи в	2	2
173	за пределами	1	2
174	на основе	1	2
175	при таком	1	2
176	о чем	1	2
177	художественного высказывания	1	2
178	другой стороны	2	2
179	себе не	1	2
180	в котором	3	2
181	художественного произведения	7	2
182	она не	2	2
183	он не	2	2
184	же не	1	2
185	в общем	1	2
186	одно из	1	2
187	художественного восприятия	1	2
188	ведь и	3	2
189	себя в	1	2
190	сказать что	7	2
191	жизнью и	2	2
192	к этому	2	2
193	что она	1	2
194	но эта	1	2
195	другого и	1	2
196	уже и	1	2
197	особого рода	1	2
198	к предмету	5	2
199	не есть	2	2
200	все эти	3	1
201	и из	1	1
202	материал для	1	1
203	может и	1	1
204	все они	2	1
205	бы но	1	1
206	словесные пределы	1	1
207	в интонации	6	1
208	из одного	1	1
209	всех сторон	1	1
210	и здесь	2	1
211	так для	1	1
212	для нас	7	1
213	и наконец	3	1
214	мы это	1	1
215	одно и	2	1
216	становится главным	1	1
217	интонация как	1	1
218	же нам	1	1
219	в другом	1	1
220	входит в	1	1
221	материала в	1	1
222	исходит из	1	1
223	в литературе	4	1
224	бы это	1	1
225	характерны для	1	1
226	называет это	1	1
227	на это	2	1
228	произведения что	1	1
229	не к	3	1
230	для всего	1	1
231	и ее	3	1
232	в жизни	5	1
233	самой своей	1	1
234	но при	1	1
235	и такой	1	1
236	к другим	1	1
237	своем значении	1	1
238	определенным образом	1	1
239	герой нашего	1	1
240	на границе	3	1
241	зависит от	2	1
242	и тот	1	1
243	этот зрительный	1	1
244	и героя	6	1
245	делает его	2	1
246	фразы в	1	1
247	образом не	1	1
248	одним и	1	1
