N	2gram	Medvedev_F_3	EvropaiE
1	и в	27	37
2	в отношении	2	32
3	в пределах	8	25
4	точки зрения	16	23
5	что в	8	21
6	не только	9	18
7	с точки	14	17
8	в то	7	16
9	то же	15	15
10	хотя бы	6	15
11	отношении к	1	15
12	в своем	2	14
13	но в	6	14
14	же время	7	14
15	в качестве	1	14
16	но и	10	14
17	и не	30	14
18	в этом	18	12
19	в их	1	11
20	в области	2	11
21	в том	7	11
22	так и	21	10
23	отнюдь не	8	9
24	в себе	3	9
25	только в	8	9
26	прежде всего	4	9
27	все более	1	9
28	не может	24	9
29	так же	9	9
30	т е	32	9
31	в смысле	4	9
32	в ее	4	8
33	было бы	6	8
34	в своей	6	8
35	к тому	4	8
36	между тем	7	8
37	с одной	1	8
38	одной стороны	1	8
39	нам кажется	2	7
40	того что	3	7
41	так как	9	7
42	с другой	6	7
43	как и	14	7
44	может быть	25	6
45	и на	3	6
46	во всех	3	6
47	стороны и	2	6
48	на то	1	6
49	том что	4	6
50	того чтобы	5	6
51	вовсе не	28	6
52	для того	4	6
53	и даже	2	6
54	как бы	8	6
55	с этой	1	6
56	то что	8	6
57	же как	3	5
58	столь же	3	5
59	но не	5	5
60	не в	12	5
61	в россии	2	5
62	и по	1	5
63	но если	2	5
64	тем самым	1	5
65	этих областей	2	5
66	как мы	8	5
67	одной из	2	5
68	со стороны	4	5
69	от этого	2	5
70	в частности	1	5
71	и потому	5	5
72	в течение	1	5
73	в той	3	5
74	этой точки	1	5
75	то в	2	4
76	мы не	4	4
77	в полной	2	4
78	но даже	1	4
79	в ней	5	4
80	независимо от	5	4
81	в самом	11	4
82	то ни	4	4
83	того или	1	4
84	не служит	1	4
85	чем в	1	4
86	как совокупность	2	4
87	даже в	2	4
88	и притом	2	4
89	в процессе	15	4
90	в направлении	5	4
91	той или	1	4
92	бы то	4	4
93	по себе	4	4
94	можно сказать	3	4
95	именно в	1	4
96	ни было	5	4
97	или иной	2	4
98	не на	3	4
99	мира в	1	4
100	как это	4	4
101	для нас	3	4
102	сказать что	3	4
103	или иного	1	4
104	в каком	2	4
105	с более	1	3
106	бы и	3	3
107	и со	2	3
108	того же	3	3
109	время в	3	3
110	россии и	2	3
111	в общем	2	3
112	как в	4	3
113	или иную	1	3
114	вообще не	2	3
115	в определенном	1	3
116	мы можем	4	3
117	не будет	1	3
118	большинстве случаев	5	3
119	этом смысле	2	3
120	и тем	3	3
121	в них	3	3
122	с тем	7	3
123	мы видели	4	3
124	можно считать	1	3
125	она в	1	3
126	в которых	3	3
127	дело в	2	3
128	никогда не	5	3
129	данного народа	1	3
130	потому что	7	3
131	в пределы	1	3
132	с другом	1	3
133	во все	1	3
134	бы ни	4	3
135	можно было	1	3
136	о том	4	3
137	от них	1	3
138	место в	10	3
139	что и	2	3
140	и только	2	3
141	существования в	1	3
142	всяком случае	6	3
143	не из	1	3
144	в данной	2	3
145	из них	2	3
146	ту или	2	3
147	очевидно что	2	3
148	себе в	1	3
149	тем что	5	3
150	этом отношении	3	3
151	говорит о	1	3
152	связано с	2	3
153	там где	7	3
154	в данном	6	3
155	друг с	1	3
156	не является	5	3
157	известной степени	2	3
158	и для	6	3
159	и от	11	3
160	в результате	5	3
161	мира и	1	3
162	обстоит дело	4	3
163	жизни в	3	3
164	это так	1	3
165	ее в	3	3
166	в таком	2	3
167	во всяком	6	3
168	и то	1	2
169	ведь и	1	2
170	должна быть	3	2
171	и этот	1	2
172	с в	1	2
173	есть не	1	2
174	из того	1	2
175	как совокупности	2	2
176	между собой	4	2
177	и человеческой	1	2
178	к нулю	2	2
179	совершенно прав	1	2
180	в сторону	2	2
181	и чем	1	2
182	как их	2	2
183	в истории	5	2
184	его на	1	2
185	с этим	1	2
186	хотя и	1	2
187	и как	4	2
188	что это	3	2
189	чем больше	1	2
190	в этой	2	2
191	этот процесс	3	2
192	и если	1	2
193	бы от	1	2
194	главным образом	2	2
195	он не	1	2
196	какой бы	2	2
197	проблемы и	1	2
198	таким образом	18	2
199	это значит	2	2
200	в мире	1	2
201	и с	3	2
202	с другими	1	2
203	все другие	1	2
204	и творчества	1	2
205	для них	7	2
206	дело идет	3	2
207	в своих	6	2
208	в развитии	1	2
209	такой же	2	2
210	и того	1	2
211	иначе обстоит	3	2
212	в эту	2	2
213	в этих	3	2
214	или точнее	2	2
215	в котором	2	2
216	не к	1	2
217	бы о	1	2
218	и более	3	2
219	тому чтобы	1	2
220	можем сказать	1	2
221	при условии	1	2
222	в идеологическом	5	2
223	она не	4	2
224	тогда когда	4	2
225	ними и	2	2
226	в масштабе	1	2
227	именно потому	2	2
228	не могут	10	2
229	могут быть	4	2
230	имеет место	3	2
231	утверждать что	1	2
232	но по	1	2
233	как не	2	2
234	данном случае	4	2
235	на основе	1	2
236	представителей данного	1	2
237	если бы	12	2
238	и та	1	2
239	и что	3	2
240	притом в	2	2
241	кажется что	2	2
242	в значительной	1	2
243	и во	2	2
244	в его	7	2
245	и существенно	1	2
246	мы должны	2	2
247	эти последние	1	2
248	но с	1	2
249	же к	1	2
250	в какой	3	2
251	и теперь	6	2
252	есть в	1	2
253	не можем	2	2
254	в большинстве	4	2
255	даже что	2	2
256	и других	1	2
257	в одном	1	2
258	в других	1	2
259	каких бы	1	2
260	только к	1	2
261	а не	17	2
262	нужно иметь	1	2
263	можно утверждать	1	2
264	вместе с	6	2
265	не дают	1	2
266	что же	5	2
267	для понимания	1	2
268	совершенно очевидно	1	2
269	происходит в	1	2
270	такое предположение	2	2
271	и все	8	2
272	бы в	6	2
273	еще более	1	2
274	стороны в	1	2
275	же в	1	2
276	мы видим	1	2
277	а в	1	2
278	не есть	4	2
279	между ними	15	2
280	ценностей в	1	2
281	другой стороны	5	2
282	частности в	1	2
283	жизни и	4	2
284	и эта	3	2
285	как известно	1	1
286	ту же	2	1
287	также что	1	1
288	и т	11	1
289	не делает	1	1
290	и это	2	1
291	тех же	1	1
292	значения она	1	1
293	от своей	1	1
294	в чисто	2	1
295	и до	1	1
296	противном случае	1	1
297	отдельных элементов	2	1
298	с таким	2	1
299	определяется в	1	1
300	той же	3	1
301	или наоборот	1	1
302	он считает	2	1
303	что между	1	1
304	бы сделать	1	1
305	чтобы не	2	1
306	говорить о	2	1
307	историческое явление	1	1
308	а для	1	1
309	то это	1	1
310	социальной группы	2	1
311	в каждой	1	1
312	к противопоставлению	1	1
313	бы еще	1	1
314	оценок и	2	1
315	что его	1	1
316	с его	2	1
317	возможности и	1	1
318	конечно это	2	1
319	эволюции он	1	1
320	тем как	1	1
321	то мы	3	1
322	видели что	2	1
323	эпохи мы	1	1
324	значение и	1	1
325	по отношению	3	1
326	для всякого	1	1
327	постановка проблемы	1	1
328	других областей	1	1
329	отличие от	2	1
330	может произойти	1	1
331	за пределы	2	1
332	к сожалению	1	1
333	явление которое	1	1
334	как по	1	1
335	в одной	5	1
336	значение его	1	1
337	все же	6	1
338	в противном	1	1
339	кроме того	1	1
340	существенно различные	1	1
341	смысле этого	2	1
342	не являются	2	1
343	говорит об	1	1
344	увидим что	2	1
345	в идеологической	1	1
346	значения как	1	1
347	та же	1	1
348	в нашем	1	1
349	в последнее	1	1
350	с их	1	1
351	один и	1	1
352	и тот	1	1
353	в общий	1	1
354	и те	4	1
355	жизнью и	2	1
356	при этом	8	1
357	т д	6	1
358	говорили в	1	1
359	не значит	2	1
360	реальность есть	1	1
361	в принципе	1	1
362	пределах одного	2	1
363	не как	2	1
364	в корне	4	1
365	и политически	1	1
366	мы совершенно	1	1
367	на земле	2	1
368	на этом	2	1
369	или иных	1	1
370	мы обнаруживаем	1	1
371	ни для	2	1
372	но все	1	1
373	значительной степени	1	1
374	было только	1	1
375	в нем	15	1
376	значение в	1	1
377	же касается	1	1
378	входя в	2	1
379	лишь в	9	1
380	входит в	8	1
381	и иных	1	1
382	в жизни	11	1
383	в ином	1	1
384	о характере	1	1
385	роли и	1	1
386	о которых	1	1
387	конкретных условий	1	1
388	всегда и	1	1
389	или из	1	1
390	если данный	1	1
391	как таковой	3	1
392	и необходимость	1	1
393	и всей	1	1
394	ответ и	1	1
395	именно и	1	1
396	в такой	2	1
397	мы говорили	1	1
398	то его	2	1
399	дальнейшее развитие	1	1
400	в отличие	2	1
401	что при	1	1
402	значение для	1	1
403	другую сторону	1	1
404	в другие	1	1
405	среды и	1	1
406	конечно то	1	1
407	творчества и	3	1
408	друг другу	2	1
409	творчества без	1	1
410	войти в	5	1
411	том же	1	1
412	для этого	2	1
413	с так	1	1
414	бы нас	1	1
415	освободиться от	1	1
416	тому что	3	1
417	все эти	6	1
418	не менее	7	1
419	на рубеже	1	1
420	что эта	1	1
421	принадлежат к	2	1
422	правда в	2	1
423	одна из	2	1
424	она никогда	1	1
425	где в	1	1
426	мы все	1	1
427	из их	1	1
428	та или	1	1
429	для всего	1	1
430	в разных	1	1
431	таковой не	1	1
432	действительности но	1	1
433	в самой	2	1
434	находятся в	2	1
435	совершенно неправильно	1	1
436	на себе	1	1
437	за исключением	1	1
438	и его	19	1
439	каждой из	1	1
440	связи с	5	1
441	можно рассматривать	1	1
442	в сознании	1	1
443	в случаях	1	1
444	е не	1	1
445	следует что	4	1
446	от конкретных	1	1
447	в основе	3	1
448	в осознании	1	1
449	у нас	3	1
450	настоящего времени	1	1
451	того обстоятельства	1	1
452	к единому	1	1
453	его для	1	1
454	числе и	1	1
455	могут происходить	1	1
456	свое значение	1	1
457	не дала	1	1
458	можно толковать	1	1
459	оно может	1	1
460	своего развития	1	1
461	и о	1	1
462	и художественное	2	1
463	и сами	2	1
464	людей в	1	1
465	язык и	1	1
466	последнее время	1	1
467	то или	2	1
468	в рамки	2	1
469	литературы и	3	1
470	котором мы	1	1
471	был бы	2	1
472	те же	3	1
473	одного из	1	1
474	об этом	1	1
475	еще в	3	1
476	бы признать	1	1
477	является в	2	1
478	поэтому в	2	1
479	и вообще	1	1
480	с ним	1	1
481	в построении	1	1
482	в положении	1	1
483	сводится к	5	1
484	или на	2	1
485	нас в	1	1
486	положения и	1	1
487	не выходит	1	1
488	связь между	4	1
489	являются в	1	1
490	самом процессе	1	1
491	современности и	1	1
492	того в	1	1
493	скажем на	1	1
494	всего этого	1	1
495	нем и	2	1
496	в ту	1	1
497	и следовательно	3	1
498	в лучшем	1	1
499	в каждую	2	1
500	быть и	1	1
501	но так	2	1
502	один из	1	1
503	в двух	1	1
504	тот же	1	1
505	связь и	1	1
506	дело с	3	1
507	именно о	1	1
508	всех этих	2	1
509	мы увидим	2	1
510	которое мы	1	1
511	что как	1	1
512	который в	1	1
513	и ее	6	1
514	и видим	1	1
515	случаи когда	1	1
516	играет роль	1	1
517	больше чем	1	1
518	переходит в	2	1
519	конечно не	4	1
520	эпохи действительно	1	1
521	уже не	3	1
522	уже в	4	1
523	на такой	1	1
524	если мы	7	1
525	то и	1	1
526	завершения в	1	1
527	только тогда	1	1
528	в начале	1	1
529	к созданию	1	1
530	от других	2	1
531	в точном	2	1
532	условии если	1	1
533	одно из	1	1
534	для него	1	1
535	и их	5	1
536	бы тот	2	1
537	и должна	1	1
538	исторического процесса	3	1
539	не о	3	1
540	и продолжает	1	1
541	как его	9	1
542	от того	2	1
543	в границах	1	1
544	и научное	1	1
545	или иное	2	1
546	значение имеет	1	1
547	выходит за	1	1
548	даже не	1	1
549	а на	2	1
550	или иначе	1	1
551	на определенные	1	1
552	оно будет	1	1
553	предположению что	1	1
554	не сводится	1	1
555	в каких	2	1
556	к которому	2	1
557	с той	1	1
558	точнее в	1	1
559	она является	1	1
560	и затем	1	1
561	одних и	1	1
562	необходимо понять	1	1
563	что для	1	1
564	не было	1	1
565	же обстоит	1	1
566	зависит от	1	1
567	совершенно одинаково	1	1
568	что мы	1	1
569	его понимает	1	1
570	мы знаем	4	1
571	в связи	4	1
572	нет ничего	1	1
573	и теми	1	1
574	этих случаях	1	1
575	до настоящего	1	1
576	для всех	1	1
577	она есть	3	1
578	действуют в	1	1
579	и впредь	1	1
580	одновременно с	1	1
581	действительно ли	1	1
582	действительности как	1	1
583	должно быть	1	1
584	с ее	2	1
585	этого слова	2	1
586	слова и	4	1
587	реальном осуществлении	1	1
588	в формах	2	1
589	лучшем случае	1	1
590	и новой	1	1
591	тех или	1	1
592	более того	6	1
593	с полной	1	1
594	одного и	1	1
595	при таком	1	1
596	она может	1	1
597	это можно	2	1
598	о котором	1	1
599	а к	2	1
600	ее и	2	1
601	возникает вопрос	1	1
602	такое явление	1	1
603	пришлось бы	1	1
604	но это	2	1
605	групп и	1	1
606	поскольку это	1	1
607	ее между	1	1
608	вступать в	1	1
609	существование и	1	1
610	ни была	1	1
611	но этот	1	1
612	и дальнейшее	1	1
613	в последнем	2	1
614	с такой	2	1
615	оно не	3	1
616	время не	1	1
617	собой это	1	1
618	вполне понятно	1	1
619	это в	1	1
620	можно назвать	1	1
621	том числе	1	1
622	ее место	1	1
