N	3gram	Tiupa_Hudo_1	NovoeSre
1	в высшей степени	1	6
2	не может быть	2	4
3	в этом смысле	1	2
4	с одной стороны	1	2
5	в том и	1	2
6	она не может	1	2
7	по своей природе	2	1
8	такой же мере	2	1
9	что она не	1	1
10	только потому что	2	1
11	же как и	1	1
12	потому что не	1	1
13	не имеют никакого	1	1
14	до сих пор	2	1
15	для себя и	1	1
16	том случае если	1	1
17	сами по себе	1	1
18	в отличие от	1	1
19	заключает в себе	1	1
20	можно было бы	4	1
21	может быть только	1	1
22	к жизни и	2	1
23	и весь мир	1	1
24	в этом он	1	1
25	в том случае	1	1
26	не только в	2	1
27	и потому что	1	1
28	как будто бы	1	1
29	к одному из	1	1
30	в такой же	2	1
31	не в том	2	1
32	в нем не	1	1
33	во всяком случае	1	1
34	о том что	9	1
35	ни в чем	1	1
36	в значительной степени	2	1
37	та или иная	3	1
38	не только потому	1	1
39	и быть не	1	1
40	в том смысле	1	1
41	в том что	6	1
42	как и в	3	1
