N	3gram	Tiupa_Narr_1	Analitik
1	о блудном сыне	1	11
2	в том что	8	7
3	по отношению к	6	7
4	так и не	2	5
5	с другой стороны	4	5
6	о том что	6	5
7	мы имеем дело	2	4
8	по крайней мере	1	4
9	в свою очередь	3	4
10	как и в	1	4
11	и того же	1	3
12	всех без исключения	1	3
13	до известной степени	1	3
14	в русской литературе	1	3
15	в данном случае	4	3
16	самого коммуникативного события	1	3
17	то же время	3	3
18	участников коммуникативного события	1	3
19	той или иной	4	3
20	в то же	3	3
21	одного и того	1	3
22	к тому же	4	3
23	в этом отношении	3	3
24	внутренне свободного игрового	1	2
25	дело в том	1	2
26	подобно тому как	2	2
27	том что он	1	2
28	так и его	1	2
29	с точки зрения	2	2
30	в отличие от	5	2
31	имеем дело не	1	2
32	тот или иной	1	2
33	сказания или анекдота	2	2
34	в значительной степени	2	2
35	с одной стороны	7	2
36	кто говорит и	2	2
37	тем не менее	3	2
38	как нам представляется	1	2
39	авторской позиции и	1	2
40	в свое время	1	2
41	что несмотря на	1	2
42	в этом ряду	2	2
43	отношения к сообщаемому	2	2
44	в конечном счете	2	2
45	том что по	1	2
46	и прежде всего	1	2
47	индивидуального речевого замысла	2	2
48	можно сказать что	4	2
49	жанры как формы	2	2
50	совершенно очевидно что	1	2
51	креативная компетенция жанра	2	2
52	со стороны адресата	2	2
53	и в форме	2	2
54	как к содержанию	2	2
55	на наш взгляд	1	2
56	дискурсии и ее	1	1
57	всегда имплицитно присутствующего	1	1
58	не у-влекать слушателей	1	1
59	и интонациями он	1	1
60	резюмируя можно сказать	1	1
61	притче универсального опыта	1	1
62	миропорядка жизнь глазами	1	1
63	с иными подробностями	1	1
64	притчи креативная компетенция	1	1
65	в притче универсального	1	1
66	от диалогической ситуации	1	1
67	жизни анекдот должен	1	1
68	компетентности индивидуального речевого	1	1
69	аспекте бахтин различал	1	1
70	высказывания своего рода	1	1
71	компетенции жанра состоит	1	1
72	дело здесь не	1	1
73	есть креативная компетенция	1	1
74	по своей природе	1	1
75	общеизвестные пришел увидел	1	1
76	ситуации жизненного выбора	1	1
77	строго отграниченная система	1	1
78	компетенции суть референтная	1	1
79	в наличии у	1	1
80	непосредственно коммуникативными способами	1	1
81	костяком так сказать	1	1
82	в культуре коммуникативной	1	1
83	бахтину жанровое целое	1	1
84	выбор лексики например	1	1
85	острота или острота	1	1
86	текстами соответствующего жанра	1	1
87	сам текст анекдота	1	1
88	общенародной сказание или	1	1
89	сообщает нечто смешное	1	1
90	предел сказания героическая	1	1
91	в нем определенные	1	1
92	острота наизнанку глупость	1	1
93	к однозначности и	1	1
94	что иное как	2	1
95	есть до известной	1	1
96	пока еще преждевременно	1	1
97	их внутреннюю обособленность	1	1
98	выше она названа	1	1
99	при этом остается	1	1
100	характерно что несмотря	1	1
101	отношений анекдот не	1	1
102	соучастников притчевого дискурса	1	1
103	редуцируется в случае	1	1
104	вступление в коммуникацию	1	1
105	сообщаемому рецептивная компетенция	1	1
106	что они хотят	1	1
107	преступается не предначертанность	1	1
108	состоит в смыслополагающей	1	1
109	столь легкую безответственную	1	1
110	твердым композиционным костяком	1	1
111	поступки в притче	1	1
112	своего рода хоровое	1	1
113	рекоша но от	1	1
114	определяется предметом целью	1	1
115	признает никакого миропорядка	1	1
116	типическим ситуациям речевого	1	1
117	сказать первофеномены жанров	1	1
118	оно существенным образом	1	1
119	оцененном мире слово	1	1
120	рода механизмом активизации	1	1
121	говорящий здесь только	1	1
122	и потому нейтральное	1	1
123	по бахтину жанровое	1	1
124	его вступление в	1	1
125	словесное кощунство и	1	1
126	иной коммуникативный статус	1	1
127	может быть редуцирован	1	1
128	есть система исторически	1	1
129	в чистом виде	1	1
130	знанию как несомненно	1	1
131	присутствия в мире	2	1
132	организующего учительный дискурс	1	1
133	героическая апофегма до	1	1
134	пишущего постигает неудача	1	1
135	от мастерства рассказчика	1	1
136	существенно связаны с	1	1
137	события на поучающего	1	1
138	своея воля рекоша	1	1
139	для притчи иносказательность	1	1
140	с другой паремия	1	1
141	с формой авторства	1	1
142	в случае элиминирования	1	1
143	компетенция рассказывающего анекдот	1	1
144	и неоспоримый миропорядок	1	1
145	в той или	2	1
146	поскольку мы имеем	1	1
147	нахождения или изобретения	1	1
148	такого знания означала	1	1
149	в этом контексте	1	1
150	убеждения организующего учительный	1	1
151	они бытуют как	1	1
152	корман адресата концепт	1	1
153	не претендуют на	1	1
154	потому нейтральное к	1	1
155	всегда эксплицированного в	1	1
156	обычно неприемлемо ни	1	1
157	извлечения адресатом некоего	1	1
158	рассказчика не только	1	1
159	мира которая своей	1	1
160	стремится к однозначности	1	1
161	оно стремится к	1	1
162	претендуют на статус	1	1
163	в полном его	1	1
164	жанр знаменует традицию	1	1
165	но от божья	1	1
166	связаны с языком	1	1
167	ни для рассказчика	1	1
168	и строго отграниченная	1	1
169	компетенций в диахроническом	1	1
170	предносящееся целое дискурса	1	1
171	к сообщенному знанию	1	1
172	анекдота уже не	1	1
173	прежде всего они	1	1
174	значительной степени зависим	1	1
175	продуктивным в рамках	1	1
176	будет адекватным данному	1	1
177	цели и ситуации	1	1
178	плачу и наделенного	1	1
179	ср общеизвестные пришел	1	1
180	сказания или притчи	2	1
181	общности складывающейся и	1	1
182	как слухи или	1	1
183	и рецептивная установка	2	1
184	бы перевод его	1	1
185	ценностной однозначности >	1	1
186	замысла говорящего или	1	1
187	нами не как	1	1
188	быть осуществлено только	1	1
189	дискурса претерпевшего к	1	1
190	притчи иносказательность является	1	1
191	о поэтике здесь	1	1
192	непреложный и неоспоримый	1	1
193	сюжета притчи лично	1	1
194	кощунство и непристойность	1	1
195	эстетического наблюдения именно	1	1
196	то есть острота	1	1
197	стороны проповедь где	1	1
198	а не с	1	1
199	высказывания как целого	1	1
200	объединяет говорящих и	1	1
201	инициативно личностно окрашено	1	1
202	не о беспрецедентных	1	1
203	и слушающих общим	1	1
204	жанр как композиционно	1	1
205	присущей ему адресованностью	1	1
206	дозволенное посрамление словесное	1	1
207	не признает никакого	1	1
208	формы междуязычны интернациональны	1	1
209	складывающейся и бытующей	1	1
210	говорит и кому	1	1
211	перед ним определенные	1	1
212	опыта к индивидуальной	1	1
213	> в нем	1	1
214	имплицитно присутствующего в	1	1
215	дискурса подобно тому	1	1
216	предметно-смысловые нахождения или	1	1
217	слова в слове	1	1
218	креативная компетенция говорящего	1	1
219	дискурса выступает исповедальное	1	1
220	частности такого рода	1	1
221	объекты эстетического наблюдения	1	1
222	словесности представляются сказание	1	1
223	карнавального отношения к	1	1
224	извращает осмеивает всякую	1	1
225	целое внеязыковое и	1	1
226	него убеждения организующего	1	1
227	мастерства рассказчика не	1	1
228	себе не заключает	1	1
229	готовом стабильно дифференцированном	1	1
230	как бы не	1	1
231	явственно солирует риторический	1	1
232	что по убеждению	1	1
233	на репродуцирование сообщенный	1	1
234	и риторического поведения	1	1
235	позицией соучастника данного	1	1
236	схемы и в	1	1
237	донести до адресата	1	1
238	ощущаться завершенная и	1	1
239	представляет собой исторически	1	1
240	табу дозволенное посрамление	1	1
241	к языку поэтому	1	1
242	они разнятся бытийными	1	1
243	автором коммуникативного события	1	1
244	непосредственную ответную реакцию	1	1
245	герои сказания или	1	1
246	ни столь пассивным	1	1
247	да и персонажи	1	1
248	на самом деле	1	1
249	одной из этих	1	1
250	ситуации общения то	1	1
251	по своему коммуникативному	1	1
252	активность адресата при	1	1
253	коммуникативная характеристика того	1	1
254	мы строим свою	1	1
255	она определяется картиной	1	1
256	реализующий некоторую коммуникативную	1	1
257	позиции но в	1	1
258	воспринимающего сознания однако	1	1
259	ситуациям речевого общения	1	1
260	в самом деле	1	1
261	и в особенности	1	1
262	самому тогда как	1	1
263	случае элиминирования из	1	1
264	жанровые зародыши тематические	1	1
265	порой фактически точными	1	1
266	таковы герои сказания	1	1
267	все их поступки	1	1
268	слово общенародной хвалы	1	1
269	притча нередко встречается	1	1
270	осуществляется или преступается	1	1
271	языком ставят перед	1	1
272	формы высказывания как	1	1
273	в этом смысле	1	1
274	современный сугубо смеховой	1	1
275	дискурсе может иметь	1	1
276	действующие лица по	1	1
277	предлагая адресату позицию	1	1
278	условностей организации текста	1	1
279	высказывания жанр в	1	1
280	собственной ситуации жизненного	1	1
281	первофеномены жанров в	1	1
282	апофегма то есть	1	1
283	как рассказчик анекдота	1	1
284	зависит от жанра	1	1
285	универсального опыта к	1	1
286	этического выбора все	1	1
287	анекдота ни столь	1	1
288	язык диалект культуры	1	1
289	креативная компетенция наррации	1	1
290	обособленность но раз-влекать	1	1
291	коммуникативным событием поэтому	1	1
