N	3gram	Trubetskoy_1	Marksizm
1	с точки зрения	8	13
2	не может быть	3	10
3	по отношению к	9	8
4	то же время	2	8
5	в то же	2	8
6	в связи с	3	7
7	для того чтобы	7	6
8	в том что	15	6
9	в самом деле	5	5
10	то же самое	1	5
11	может быть и	4	5
12	с самого начала	1	5
13	в свою очередь	2	5
14	смысле этого слова	1	4
15	и того же	3	4
16	бы то ни	2	4
17	то ни было	2	4
18	на самом деле	7	4
19	одного и того	3	4
20	и не может	1	3
21	до сих пор	8	3
22	одно и то	1	3
23	с одной стороны	2	3
24	в высшей степени	1	3
25	и то же	1	3
26	о том что	4	3
27	к тому что	1	3
28	как мы видели	1	3
29	а не в	1	2
30	более или менее	7	2
31	социальной группы и	1	2
32	в этом последнем	1	2
33	том что он	2	2
34	в зависимости от	1	2
35	по крайней мере	1	2
36	во всяком случае	2	2
37	мы уже знаем	1	2
38	так и от	1	2
39	хотя бы в	1	2
40	на то что	7	2
41	нами в начале	1	2
42	только в этом	1	2
43	к тому же	5	2
44	а следовательно и	1	1
45	не только по	1	1
46	дело в том	1	1
47	мы уже сказали	1	1
48	не говоря уже	1	1
49	бы в его	1	1
50	в том числе	1	1
51	в этом случае	4	1
52	таким образом оказывается	1	1
53	жизни если бы	1	1
54	же касается до	2	1
55	он не может	2	1
56	вступить в противоречие	1	1
57	в широком смысле	1	1
58	только по отношению	1	1
59	они не могут	1	1
60	тот или иной	1	1
61	говоря уже о	1	1
62	что все эти	1	1
63	они вступают в	1	1
64	а может быть	1	1
65	независимо от того	1	1
66	при этом однако	1	1
67	том числе и	1	1
68	рано или поздно	1	1
69	широком смысле слова	1	1
70	несмотря на то	2	1
71	и на тех	1	1
72	уже говорили что	1	1
73	так или иначе	5	1
74	как мы знаем	1	1
75	уже о том	1	1
76	из поколения в	1	1
77	в данный момент	1	1
78	же самое что	1	1
79	а как бы	1	1
80	по сравнению с	5	1
81	тем не менее	4	1
82	во всех этих	2	1
83	а с другой	2	1
84	у него с	2	1
85	всяком случае за	1	1
86	хотя бы с	1	1
87	приводит к тому	1	1
88	становится как бы	1	1
89	мы уже говорили	1	1
90	если мы возьмем	1	1
91	этом последнем случае	1	1
92	с другой стороны	4	1
93	с такою же	1	1
94	смысле слова т.е	1	1
95	о которых мы	3	1
96	и в том	2	1
97	и пр эта	1	1
98	мы видели что	1	1
99	ко всем этим	1	1
100	общи у него	1	1
101	и это не	1	1
102	с и т.д	1	1
103	оно существует в	1	1
104	таким образом в	3	1
105	в этом и	1	1
106	начало и конец	4	1
107	ни одна из	1	1
108	поколения в поколение	1	1
109	потому-то и не	1	1
110	не менее в	1	1
111	но все же	2	1
112	друг от друга	6	1
113	мы все же	2	1
114	друг с другом	9	1
115	в противоречие с	1	1
116	свидетельствует о том	1	1
117	мы только что	1	1
118	но для того	1	1
119	как и в	2	1
120	слагается из элементов	3	1
