N	3gram	Losev_Vlad_3	Formalny
1	с точки зрения	6	13
2	в настоящее время	3	10
3	то же время	2	8
4	в то же	3	8
5	более или менее	5	6
6	до сих пор	1	6
7	не может быть	6	5
8	одной стороны и	2	4
9	с одной стороны	3	4
10	во всяком случае	3	4
11	бы то ни	3	3
12	в своей статье	1	3
13	может быть и	1	3
14	сводится к тому	2	2
15	во что бы	2	2
16	и не в	1	2
17	в строгом смысле	1	2
18	именно в нем	1	2
19	что бы то	2	2
20	и в этом	5	2
21	то ни стало	2	2
22	в связи с	2	2
23	в связи со	1	2
24	мы не можем	1	2
25	не только не	1	2
26	сама по себе	1	2
27	как мы видели	3	2
28	быть и не	1	2
29	уже знаем что	1	1
30	в сторону и	1	1
31	это то что	1	1
32	ничего общего с	2	1
33	между прочим и	1	1
34	что перед нами	1	1
35	и в нашем	1	1
36	не говоря уже	1	1
37	в этом смысле	3	1
38	в том и	1	1
39	должен был бы	1	1
40	же как и	1	1
41	как раз и	5	1
42	не может не	1	1
43	оно должно быть	2	1
44	хотя бы и	3	1
45	что каждый элемент	1	1
46	в том что	10	1
47	ни в его	1	1
48	на самом же	2	1
49	в этом отношении	2	1
50	резко отличается от	1	1
51	основных понятий теоретической	1	1
52	изданию своего труда	1	1
53	связи со всей	1	1
54	если оно не	1	1
55	на первом плане	3	1
56	в противном случае	1	1
57	должны занять свое	1	1
58	с этой точки	1	1
59	вместе с тем	6	1
60	отнюдь не является	1	1
61	она должна быть	1	1
62	раз и навсегда	1	1
63	не могло быть	1	1
64	в это время	2	1
65	в своих ранних	2	1
66	мы видим что	1	1
67	в данном случае	2	1
68	и если в	1	1
69	то ни было	1	1
70	не теряя своей	1	1
71	и в то	2	1
72	а также и	6	1
73	в отличие от	3	1
74	так и с	1	1
75	и потому не	1	1
76	так или иначе	2	1
77	она начинается с	1	1
78	в последнее время	1	1
79	но вместе с	1	1
80	только с точки	1	1
81	место в системе	1	1
82	в новое время	1	1
83	с другой стороны	2	1
84	так же как	2	1
85	и в том	2	1
86	самом же деле	2	1
87	все то что	1	1
88	том и заключается	1	1
89	и для любого	1	1
90	этой точки зрения	1	1
91	по себе конечно	1	1
92	но не с	1	1
93	может и не	1	1
94	и притом в	1	1
95	вовсе не есть	2	1
96	во всем историческом	1	1
97	и заключается что	1	1
98	не только с	1	1
99	к нему и	2	1
100	с самого начала	1	1
101	это значит что	6	1
102	большую путаницу в	1	1
103	но все эти	1	1
104	не выходит за	1	1
105	его аудиторией но	1	1
106	не с точки	1	1
107	но даже и	2	1
108	как мы знаем	2	1
109	заключается в том	1	1
110	он не дает	1	1
111	не только на	1	1
112	в том числе	1	1
113	к тому что	2	1
114	и ни на	1	1
115	тем не менее	9	1
116	мы уже знаем	1	1
117	выходит за пределы	1	1
118	что и в	3	1
119	он один и	1	1
