N	3gram	Vygotskiy__3	Hudozhes
1	о том что	3	9
2	по отношению к	2	8
3	в том что	17	6
4	можно было бы	5	4
5	к тому что	1	4
6	с точки зрения	1	3
7	в этом отношении	3	3
8	в связи с	5	3
9	та или иная	3	3
10	и в самом	1	3
11	тем не менее	5	3
12	как и в	2	3
13	том что в	1	2
14	только потому что	2	2
15	по своей природе	1	2
16	о том как	1	2
17	того или иного	2	2
18	только в том	2	2
19	до сих пор	1	2
20	то и другое	4	2
21	ту или иную	1	2
22	не только в	1	2
23	в значительной степени	1	2
24	так или иначе	1	2
25	столь же мало	2	2
26	связи с этим	1	2
27	не может быть	2	2
28	на то что	3	2
29	то в основе	1	1
30	потому что оно	2	1
31	состоит в том	3	1
32	и не случайно	1	1
33	не менее едва	1	1
34	в этом смысле	2	1
35	что принято называть	1	1
36	то же самое	1	1
37	с самых первых	1	1
38	же как и	4	1
39	и в этом	2	1
40	с самого начала	6	1
41	сами по себе	3	1
42	более или менее	1	1
43	с ним в	1	1
44	того и другого	2	1
45	в отличие от	6	1
46	к тому чтобы	1	1
47	в гораздо большей	1	1
48	заключает в себе	2	1
49	как и все	1	1
50	с этой точки	2	1
51	и что в	1	1
52	и к другому	1	1
53	не в его	1	1
54	не потому что	1	1
55	именно в этой	1	1
56	не сводится к	1	1
57	в высшей степени	6	1
58	в конце концов	1	1
59	так и в	2	1
60	приводит к тому	1	1
61	мы уже говорили	5	1
62	во всяком случае	4	1
63	уходит своими корнями	1	1
64	не только потому	1	1
65	друг друга как	1	1
66	в данном случае	1	1
67	то что принято	1	1
68	по себе а	1	1
69	на наших глазах	1	1
70	то что мы	2	1
71	менее едва ли	1	1
72	в свою очередь	2	1
73	ничего общего с	1	1
74	этой точки зрения	2	1
75	с тем что	3	1
76	за то что	1	1
77	друг от друга	1	1
78	мы не знаем	1	1
79	на пути к	2	1
80	все же не	1	1
81	с одной стороны	5	1
82	друг с другом	5	1
83	могло бы быть	1	1
84	так можно было	1	1
