N	3gram	Vinokur_Ku_2	Komedia
1	в том что	10	9
2	и т п	24	5
3	в то время	1	5
4	с другой стороны	7	5
5	к тому же	1	5
6	то время как	1	4
7	в конце концов	3	4
8	то же время	3	4
9	в то же	3	4
10	и т д	14	4
11	в этом отношении	3	3
12	после того как	1	3
13	речь идет о	1	3
14	с одной стороны	1	3
15	едва ли не	1	3
16	о том что	1	3
17	в политическом отношении	1	3
18	не говоря уже	2	2
19	говоря уже о	2	2
20	в первую очередь	1	2
21	до сих пор	1	2
22	т е в	1	2
23	как и в	1	2
24	то ни было	1	2
25	бы то ни	1	2
26	во всяком случае	5	2
27	у нас в	1	2
28	на то что	2	2
29	таким образом в	1	2
30	к этому же	1	1
31	я думаю что	1	1
32	том что в	1	1
33	что иное как	1	1
34	хотя и не	1	1
35	состоит в том	1	1
36	чуть ли не	1	1
37	даже как-то не	1	1
38	большей или меньшей	3	1
39	идет речь в	1	1
40	в соответствии с	2	1
41	все это однако	1	1
42	и что же?	1	1
43	с этой точки	2	1
44	за помощью к	1	1
45	и не только	1	1
46	следовательно и в	1	1
47	в зависимости от	4	1
48	вместе с тем	2	1
49	можно говорить о	1	1
50	сам по себе	1	1
51	и в разговоре	1	1
52	состоит не в	1	1
53	можно было бы	9	1
54	это вовсе не	1	1
55	между тем не	1	1
56	и здесь мы	1	1
57	чаще всего в	1	1
58	что все это	1	1
59	с тех пор	1	1
60	в первые годы	1	1
61	т п т	1	1
62	и у других	1	1
63	в значительной степени	1	1
64	так же как	2	1
65	в этой области	4	1
66	в данном случае	1	1
67	не только в	4	1
68	смысле этого слова	1	1
69	в отличие от	2	1
70	так или иначе	2	1
71	для этой цели	1	1
72	за собой и	1	1
73	о которых идет	1	1
74	а вслед за	1	1
75	и в том	2	1
76	потому что они	1	1
77	нет никаких оснований	1	1
78	этой точки зрения	2	1
79	что он не	1	1
80	в сущности и	1	1
81	потому что и	1	1
82	но он не	1	1
83	именно с этой	1	1
84	с самого начала	1	1
85	т п в	2	1
86	и прежде всего	1	1
87	не что иное	1	1
88	может и не	1	1
89	в другом случае	1	1
90	в большинстве случаев	1	1
91	к тому что	1	1
92	тем не менее	5	1
93	как мы видели	1	1
94	сплошь да рядом	2	1
95	в предисловии к	1	1
96	для того чтобы	8	1
97	и все это	1	1
98	п т е	1	1
99	которых идет речь	1	1
