N	2gram	Tiupa_Disk_2	FransuaR
1	и в	16	49
2	то есть	12	32
3	прежде всего	7	19
4	в его	3	18
5	и на	5	17
6	не только	10	17
7	и его	3	17
8	в этом	16	15
9	и не	15	15
10	в году	1	13
11	в них	3	13
12	в эпоху	1	13
13	только в	3	13
14	но и	11	13
15	как и	16	11
16	и т.п	12	11
17	как бы	4	11
18	в этой	4	10
19	вовсе не	1	10
20	в нем	7	9
21	для него	5	9
22	и др	1	9
23	все это	2	9
24	в романе	1	9
25	в сущности	1	8
26	отношение к	2	8
27	до нас	1	8
28	то же	6	7
29	все же	6	7
30	все эти	3	7
31	таким образом	1	7
32	один из	1	7
33	не может	9	7
34	о мире	1	7
35	жизни и	3	7
36	именно в	2	6
37	во всех	1	6
38	в истории	1	6
39	с их	2	6
40	так и	9	6
41	и с	2	6
42	времени и	2	6
43	точки зрения	4	6
44	в то	5	6
45	же время	5	6
46	в себя	2	6
47	то что	5	6
48	здесь в	3	6
49	в творчестве	3	6
50	сказать что	1	6
51	с точки	2	5
52	с его	6	5
53	из этих	3	5
54	но не	7	5
55	в своем	5	5
56	при этом	17	5
57	в своей	6	5
58	никогда не	2	5
59	роль в	4	5
60	может быть	16	5
61	в особенности	1	5
62	и смерти	1	5
63	и до	1	4
64	но в	11	4
65	в себе	19	4
66	но все	1	4
67	лишь в	1	4
68	в жизни	1	4
69	в этих	3	4
70	страха и	1	4
71	и более	1	4
72	с ним	1	4
73	одна из	1	4
74	в области	2	4
75	году в	1	4
76	культа и	1	4
77	характер и	1	4
78	она была	1	4
79	с другой	5	4
80	и во	1	4
81	а в	2	4
82	тем что	1	4
83	в форме	1	4
84	не было	3	4
85	там где	1	4
86	том что	10	4
87	нового времени	5	4
88	в свое	2	4
89	в своих	6	4
90	как на	3	4
91	также и	3	3
92	в самом	1	3
93	место в	2	3
94	и со	1	3
95	жизни это	1	3
96	не был	1	3
97	точка зрения	1	3
98	раз в	1	3
99	да и	1	3
100	но именно	1	3
101	но прежде	1	3
102	свое время	2	3
103	из них	3	3
104	ни в	7	3
105	далеко не	2	3
106	несмотря на	1	3
107	это ощущение	1	3
108	во всем	1	3
109	в одном	4	3
110	их в	2	3
111	даже в	1	3
112	но они	1	3
113	к этим	1	3
114	и это	2	3
115	с ее	2	3
116	в ее	1	3
117	в собственном	1	3
118	так в	1	3
119	но здесь	2	3
120	о том	4	3
121	в значительной	1	3
122	века и	1	3
123	же в	1	3
124	что он	2	3
125	мире и	3	3
126	с одной	4	3
127	не дает	1	3
128	этом отношении	4	3
129	превращается в	1	3
130	о чем	2	3
131	одной стороны	4	3
132	в книге	1	3
133	и все	3	3
134	в том	8	3
135	жизни в	3	3
136	другой стороны	2	3
137	одним из	1	2
138	тех же	1	2
139	перед лицом	2	2
140	по преимуществу	2	2
141	на материале	1	2
142	он как	1	2
143	но даже	1	2
144	на мир	1	2
145	в ней	2	2
146	еще не	6	2
147	он был	1	2
148	это и	1	2
149	за пределы	1	2
150	к числу	1	2
151	только то	1	2
152	таковы например	1	2
153	исторических лиц	1	2
154	в нашем	1	2
155	вследствие этого	2	2
156	по словам	2	2
157	и еще	1	2
158	содержит в	2	2
159	подобно тому	2	2
160	значительной степени	1	2
161	в мире	11	2
162	что касается	1	2
163	на фоне	1	2
164	в условиях	1	2
165	на языке	2	2
166	что в	5	2
167	вплоть до	1	2
168	мире в	3	2
169	того как	1	2
170	ничего не	1	2
171	к ней	1	2
172	могут быть	3	2
173	здесь не	2	2
174	в пределах	4	2
175	еще в	3	2
176	не были	1	2
177	другом месте	1	2
178	и т.д	1	2
179	в другом	3	2
180	одного из	4	2
181	можно сказать	3	2
182	там же	2	2
183	и следовательно	1	2
184	от утверждения	1	2
185	в формах	2	2
186	одной из	1	2
187	традиции в	1	2
188	всяком случае	1	2
189	в качестве	16	2
190	есть в	2	2
191	в первую	2	2
192	и даже	1	2
193	и прежде	2	2
194	до конца	1	2
195	человек в	1	2
196	вместе с	2	2
197	в меру	1	2
198	этого момента	1	2
199	xix века	1	2
200	такого рода	9	2
201	тому как	2	2
202	всем что	1	2
203	но это	3	2
204	под названием	1	2
205	пределах одной	1	2
206	не подлежит	2	2
207	хотя и	1	2
208	включает в	1	2
209	ее в	1	2
210	это в	2	2
211	в противоположность	5	2
212	во всяком	1	2
213	например в	3	1
214	мире это	1	1
215	и то	4	1
216	самом деле	1	1
217	сил и	1	1
218	в котором	3	1
219	проникает в	1	1
220	должна быть	2	1
221	к созданию	1	1
222	той же	2	1
223	есть не	1	1
224	и была	1	1
225	еще на	1	1
226	для своего	1	1
227	мы имеем	2	1
228	в особой	1	1
229	время от	1	1
230	но она	3	1
231	их с	1	1
232	не вполне	1	1
233	начала в	1	1
234	того же	2	1
235	и быта	1	1
236	время в	2	1
237	в чем	1	1
238	и смягчает	1	1
239	в противовес	5	1
240	присутствует в	1	1
241	по отношению	4	1
242	и надежды	1	1
243	анекдотов и	1	1
244	обращении к	1	1
245	связи и	1	1
246	так что	1	1
247	в одной	1	1
248	как в	8	1
249	себя знать	1	1
250	стороны и	2	1
251	низа и	1	1
252	первых двух	1	1
253	однако не	1	1
254	перед нами	3	1
255	и наконец	3	1
256	с конца	1	1
257	характер как	2	1
258	со своей	1	1
259	к чему	1	1
260	в которой	1	1
261	с самого	1	1
262	в целом	2	1
263	из той	1	1
264	бы не	1	1
265	с диалогической	2	1
266	так сказать	1	1
267	теми же	1	1
268	к миру	1	1
269	он не	3	1
270	в силу	1	1
271	одной и	1	1
272	его от	1	1
273	на этом	1	1
274	образа и	1	1
275	сознание и	1	1
276	об этом	1	1
277	даже такой	1	1
278	вводит в	1	1
279	его в	3	1
280	входит в	2	1
281	первую очередь	2	1
282	это не	3	1
283	по мысли	6	1
284	выходить за	1	1
285	особое отношение	1	1
286	с последующим	1	1
287	она и	1	1
288	фантастичность и	1	1
289	с этой	1	1
290	грани между	1	1
291	все моменты	1	1
292	как сказано	1	1
293	претендуя на	1	1
294	ряде других	1	1
295	со всей	1	1
296	но если	1	1
297	как некую	1	1
298	в такой	1	1
299	светского содержания	1	1
300	от времени	1	1
301	на большую	2	1
302	не менее	7	1
303	и той	1	1
304	не в	3	1
305	том же	1	1
306	лично для	1	1
307	что этот	1	1
308	необходимо чтобы	1	1
309	и есть	1	1
310	она не	1	1
311	сознании в	1	1
312	из которых	1	1
313	один человек	1	1
314	до известной	1	1
315	истории о	1	1
316	все три	1	1
317	как о	1	1
318	дело в	2	1
319	области художественного	1	1
320	первая часть	1	1
321	всей их	1	1
322	и имеет	1	1
323	чтобы стать	1	1
324	и смерть	1	1
325	на язык	1	1
326	и проклятия	1	1
327	в разных	1	1
328	всего на	1	1
329	таким путем	1	1
330	преимущественно на	1	1
331	я не	1	1
332	как она	1	1
333	потому что	4	1
334	свидетельствуют о	1	1
335	он усматривает	1	1
336	не столь	2	1
337	описывает в	1	1
338	к читателю	1	1
339	однако это	1	1
340	и несколько	1	1
341	к однозначности	1	1
342	события но	1	1
343	точке зрения	1	1
344	к себе	1	1
345	это по	1	1
346	и именно	1	1
347	не могут	1	1
348	и сам	1	1
349	к тому	1	1
350	вторая правда	1	1
351	но также	1	1
352	указывает на	1	1
353	не есть	1	1
354	было уже	1	1
355	но из	1	1
356	в строгом	3	1
357	оно не	1	1
358	жанров и	2	1
359	воспринимать как	1	1
360	должен быть	1	1
361	значении в	1	1
362	с некоторой	1	1
363	как мне	1	1
364	формы художественного	1	1
365	языка и	1	1
366	необходимости и	1	1
367	человеческого сознания	1	1
368	речевых жанров	3	1
369	например о	1	1
370	что может	1	1
371	в образе	1	1
372	смерть не	1	1
373	можно только	1	1
374	во второй	1	1
375	поэтому в	1	1
376	для этого	1	1
377	высокое и	1	1
378	а их	1	1
379	которого можно	1	1
380	о нем	1	1
381	и здесь	1	1
382	на их	1	1
383	или меньшую	1	1
384	должно было	1	1
385	того или	1	1
386	с теми	1	1
387	рассказы и	1	1
388	погружен в	1	1
389	что и	2	1
390	или напротив	2	1
391	существенную роль	1	1
392	отношения но	1	1
393	быть ничего	1	1
394	направляется на	1	1
395	была усвоена	1	1
396	свое наиболее	1	1
397	того что	1	1
398	и одновременно	2	1
399	заявляет что	1	1
400	сводить к	1	1
401	в какой	1	1
402	для себя	2	1
403	и весьма	1	1
404	еще и	1	1
405	поэтому и	1	1
406	наше время	2	1
407	в литературу	1	1
408	проявляется в	3	1
409	начало в	1	1
410	с будущим	1	1
411	и ее	3	1
412	имеет своим	1	1
413	книги или	1	1
414	что из	1	1
415	своего рода	10	1
416	в большинстве	2	1
417	себя и	1	1
418	является не	2	1
419	большинстве случаев	1	1
420	что будет	2	1
421	одно из	4	1
422	искать в	1	1
423	и их	1	1
424	не о	2	1
425	бытия и	2	1
426	отдельного человека	1	1
427	и оценки	1	1
428	не претендуя	1	1
429	были с	1	1
430	только на	1	1
431	о влиянии	1	1
432	а о	1	1
433	именно таков	1	1
434	необходимо понять	1	1
435	были созданы	1	1
436	быть названо	1	1
437	он описывает	1	1
438	на этот	1	1
439	и оценен	1	1
440	более того	1	1
441	не на	2	1
442	занимает в	1	1
443	а не	14	1
444	слов и	1	1
445	только от	1	1
446	более глубокое	1	1
447	ближе к	1	1
448	и глубоко	1	1
449	с назидательной	1	1
450	в частности	12	1
451	лирики то	1	1
452	включиться в	1	1
453	к своему	2	1
454	по своему	1	1
455	влияние и	1	1
456	это были	1	1
457	одновременно и	1	1
458	и там	1	1
459	которые по	1	1
460	человек с	1	1
461	рассказ в	2	1
462	жизни во	1	1
463	мира с	2	1
464	этом случае	2	1
465	своей жизни	1	1
466	видно что	1	1
467	и носит	1	1
468	и служило	1	1
469	в наше	2	1
470	всего в	1	1
471	не является	4	1
472	известной степени	1	1
473	и для	2	1
474	картине мира	2	1
475	лицо и	1	1
476	и от	1	1
477	только таким	1	1
478	которая в	2	1
479	одного текста	1	1
480	и характерное	1	1
481	взгляд они	1	1
482	ряд традиционных	1	1
483	не более	2	1
484	еще более	1	1
485	и ни	1	1
486	и как	3	1
487	же к	1	1
488	большую или	1	1
489	от всего	1	1
490	будто бы	1	1
491	частной жизни	2	1
492	прошлого и	1	1
493	с таким	2	1
494	это область	1	1
495	к историческому	1	1
496	к самому	1	1
497	как явления	1	1
498	и настоящего	1	1
499	с ней	2	1
500	равно как	1	1
501	имеет место	1	1
502	или иного	2	1
503	отношению к	4	1
504	времени но	1	1
505	художественной литературе	1	1
506	в античности	1	1
507	к этому	4	1
