N	3gram	Ircho_Kome_1	formyVre
1	то же время	4	9
2	как мы уже	1	8
3	и т п	5	8
4	в то же	4	6
5	для того чтобы	1	5
6	в том числе	1	4
7	по отношению к	3	3
8	до сих пор	2	3
9	в этом отношении	3	3
10	в то время	5	3
11	в чем не	1	2
12	в соответствии с	1	2
13	же как и	1	2
14	и не только	1	2
15	в отличие от	1	2
16	но и в	2	2
17	ни в чем	1	2
18	вместе с тем	1	2
19	и у него	1	2
20	то время как	4	2
21	так же как	1	2
22	не только в	1	2
23	с одной стороны	3	2
24	соответствии с этим	1	2
25	внешнее и внутреннее	1	2
26	с самого начала	1	2
27	и прежде всего	1	2
28	в том что	9	2
29	как и в	2	2
30	к тому же	5	2
31	до наших дней	1	1
32	да и в	1	1
33	в стороне от	1	1
34	или хотя бы	1	1
35	у великих французских	1	1
36	том что в	1	1
37	весь ее характер	1	1
38	то время когда	1	1
39	в том же	1	1
40	тех случаях когда	1	1
41	так уже в	1	1
42	в зависимости от	1	1
43	в той же	1	1
44	и в дальнейшем	1	1
45	дошедших до нас	3	1
46	но он не	1	1
47	со всех сторон	1	1
48	так как он	1	1
49	в это время	1	1
50	все это время	1	1
51	в тех случаях	1	1
52	в значительной степени	1	1
53	в самом начале	1	1
54	в данном случае	1	1
55	этим объясняется и	1	1
56	жизни но и	1	1
57	смысле этого слова	1	1
58	на следующий год	1	1
59	могут быть использованы	1	1
60	и власть в	1	1
61	если они не	1	1
62	во всяком случае	2	1
63	в новое время	2	1
64	и в том	1	1
65	бросается в глаза	1	1
66	великих французских реалистов	1	1
67	не попали в	1	1
68	из того же	1	1
69	на протяжении всего	2	1
70	о том что	3	1
71	во времени и	1	1
72	которые могут быть	1	1
73	о которых мы	1	1
74	мы уже знаем	1	1
75	дошли до нас	1	1
76	в высшей степени	1	1
