N	2gram	Bakhtin_Pr_4	Narrotol
1	не только	14	32
2	может быть	23	25
3	но и	12	23
4	и не	27	20
5	то есть	40	19
6	и в	46	19
7	в том	9	18
8	в этом	16	17
9	не в	10	14
10	в частности	1	14
11	том что	4	14
12	своего рода	4	12
13	а не	11	12
14	то что	4	11
15	а в	2	11
16	точки зрения	11	10
17	не может	19	10
18	при этом	5	9
19	в мире	3	9
20	так и	4	9
21	в его	9	9
22	со стороны	1	9
23	в себе	7	8
24	и т.п	14	8
25	с другой	3	8
26	героя в	3	8
27	еще не	7	7
28	по отношению	5	7
29	как в	4	7
30	все же	4	7
31	времени и	2	7
32	как и	12	7
33	к тому	2	7
34	и т.д	3	7
35	с одной	1	7
36	одной стороны	1	7
37	высказывания в	1	6
38	с его	5	6
39	но не	4	6
40	точка зрения	1	6
41	в той	3	6
42	тем самым	1	6
43	в себя	4	6
44	о том	5	6
45	что он	6	6
46	именно в	1	6
47	как это	1	6
48	отношению к	5	6
49	том числе	4	6
50	но в	6	6
51	между двумя	3	5
52	отличие от	3	5
53	и как	2	5
54	уже не	4	5
55	в этой	3	5
56	тому же	1	5
57	далеко не	3	5
58	в отличие	3	5
59	по себе	7	5
60	и его	6	5
61	к себе	6	5
62	к нему	5	5
63	в форме	1	5
64	себя в	3	5
65	или иной	2	5
66	в данном	2	5
67	можно сказать	4	5
68	данном случае	1	4
69	то же	6	4
70	здесь не	4	4
71	как правило	1	4
72	перед нами	12	4
73	в нем	17	4
74	в силу	1	4
75	но все	2	4
76	же не	1	4
77	и с	7	4
78	было бы	3	4
79	и тем	2	4
80	точку зрения	1	4
81	связи с	1	4
82	числе и	3	4
83	той или	2	4
84	не столько	1	4
85	те же	2	4
86	о нем	6	4
87	же время	5	4
88	во втором	1	4
89	только в	6	4
90	хотя бы	2	4
91	при всей	1	4
92	у него	5	4
93	что не	1	4
94	прежде всего	9	4
95	в рассказе	2	4
96	как бы	19	4
97	да и	4	4
98	отличается от	3	4
99	героя и	4	4
100	сказать что	2	4
101	другой стороны	3	4
102	в первом	1	3
103	же как	2	3
104	в сущности	7	3
105	и он	6	3
106	в ней	1	3
107	и на	11	3
108	может не	1	3
109	в ее	1	3
110	если в	2	3
111	хотя и	6	3
112	когда он	2	3
113	что это	1	3
114	уже в	4	3
115	из этих	3	3
116	не есть	1	3
117	героя к	1	3
118	он не	4	3
119	особенно в	5	3
120	ни в	6	3
121	двуголосого слова	4	3
122	обратимся к	1	3
123	себя внимание	2	3
124	не менее	2	3
125	в то	5	3
126	тем что	3	3
127	одна из	2	3
128	на него	3	3
129	никогда не	6	3
130	на себя	4	3
131	по своей	3	3
132	могут быть	2	3
133	как мы	12	3
134	с ее	3	3
135	в произведении	2	3
136	на том	2	3
137	не с	1	3
138	между тем	2	3
139	а именно	1	3
140	один из	1	3
141	не о	1	3
142	как событие	1	3
143	из двух	1	3
144	и даже	3	3
145	даже не	1	3
146	или иначе	1	3
147	не обязательно	1	3
148	в свою	1	3
149	а с	1	3
150	в присутствии	2	3
151	как будто	1	3
152	высказывания и	2	3
153	что в	4	3
154	ни было	1	3
155	жизни в	1	3
156	а во	1	3
157	жизни и	5	3
158	отношения к	2	2
159	одним из	3	2
160	например в	4	2
161	и потому	1	2
162	самом деле	4	2
163	в чужой	1	2
164	здесь и	3	2
165	к другому	5	2
166	и до	3	2
167	должна быть	2	2
168	мы имеем	3	2
169	со смертью	1	2
170	между собой	1	2
171	он сам	2	2
172	один голос	1	2
173	время в	1	2
174	события в	1	2
175	но как	1	2
176	отношение к	3	2
177	нет и	2	2
178	вследствие чего	1	2
179	как к	1	2
180	в своем	3	2
181	не являются	1	2
182	более или	3	2
183	точкой зрения	1	2
184	так или	1	2
185	все эти	4	2
186	бы не	2	2
187	роль в	1	2
188	та же	1	2
189	себя и	3	2
190	они в	1	2
191	не как	3	2
192	человека в	1	2
193	значительной степени	1	2
194	а по	1	2
195	его в	1	2
196	его личности	1	2
197	от одного	2	2
198	это не	5	2
199	авторской позиции	1	2
200	несмотря на	1	2
201	рассказ в	3	2
202	жизни но	1	2
203	или менее	3	2
204	с точки	9	2
205	при всех	1	2
206	однако в	1	2
207	зрения и	2	2
208	даже в	1	2
209	вплоть до	1	2
210	она не	3	2
211	чтобы стать	1	2
212	в структуре	5	2
213	не могло	2	2
214	себе самом	5	2
215	ничего не	2	2
216	и соответственно	1	2
217	при всем	2	2
218	как раз	7	2
219	что на	1	2
220	когда мы	1	2
221	но сама	1	2
222	языка и	2	2
223	в собственном	1	2
224	в пределах	10	2
225	приводит к	4	2
226	на свой	6	2
227	читателя в	1	2
228	что у	1	2
229	можно было	2	2
230	другом и	1	2
231	или в	8	2
232	во второй	1	2
233	один человек	1	2
234	с человеком	1	2
235	о своей	1	2
236	со словами	1	2
237	его жизни	1	2
238	в значительной	1	2
239	том или	2	2
240	и только	3	2
241	от всех	1	2
242	в литературе	1	2
243	и одновременно	2	2
244	общения то	2	2
245	он уже	2	2
246	всех его	3	2
247	есть в	6	2
248	героя с	2	2
249	следует отметить	1	2
250	для него	2	2
251	сами по	2	2
252	в последние	1	2
253	к которому	1	2
254	по всей	1	2
255	и др	1	2
256	не было	2	2
257	не на	1	2
258	его как	2	2
259	как ни	1	2
260	точек зрения	4	2
261	наконец в	1	2
262	не всегда	1	2
263	главного героя	2	2
264	совершенно очевидно	1	2
265	с рассказом	1	2
266	по существу	3	2
267	что мы	2	2
268	и для	3	2
269	в связи	1	2
270	у нее	1	2
271	в результате	2	2
272	мира и	1	2
273	в двух	1	2
274	совершенно иной	1	2
275	и все	9	2
276	к самому	2	2
277	это все	1	2
278	между ними	10	2
279	они все	1	2
280	совершенно не	4	2
281	жизни а	1	2
282	этого слова	2	2
283	себе не	1	2
284	в какой	1	2
285	прямой речи	1	2
286	так же	3	2
287	в таком	1	2
288	в роли	1	2
289	они не	2	2
290	т.п ни	1	1
291	также и	3	1
292	эта позиция	1	1
293	и через	2	1
294	того же	3	1
295	они еще	1	1
296	на самом	1	1
297	он может	1	1
298	показаться что	1	1
299	оказываются в	1	1
300	слова эта	1	1
301	и есть	1	1
302	далее и	1	1
303	собственным голосом	1	1
304	подхода к	1	1
305	в какой-то	1	1
306	к рассказу	1	1
307	видеть в	1	1
308	и могут	1	1
309	формы сами	1	1
310	в гостиной	1	1
311	чужому слову	9	1
312	при анализе	1	1
313	их поступки	1	1
314	уже более	1	1
315	героя но	2	1
316	этом не	1	1
317	он как	2	1
318	определяя его	1	1
319	совпадает с	1	1
320	но она	2	1
321	его о	1	1
322	двух сознаний	1	1
323	о возможности	1	1
324	в некотором	1	1
325	мы и	3	1
326	в целом	1	1
327	как не	1	1
328	события на	1	1
329	сам по	3	1
330	оно живет	1	1
331	меньшей степени	2	1
332	к своему	3	1
333	себе а	2	1
334	пользуются для	1	1
335	целое и	1	1
336	внимание и	1	1
337	в различных	3	1
338	во всех	5	1
339	там и	2	1
340	не довлеет	1	1
341	в обеих	1	1
342	одним словом	1	1
343	иметь в	1	1
344	могло быть	1	1
345	мы будем	2	1
346	не входит	2	1
347	эта особенность	1	1
348	человеческих отношений	1	1
349	типов но	1	1
350	друг от	1	1
351	форме и	1	1
352	один и	1	1
353	диалога и	1	1
354	речи именно	1	1
355	из уст	1	1
356	в художественном	2	1
357	что как	1	1
358	что когда-то	1	1
359	как нам	2	1
360	могли бы	1	1
361	и наконец	4	1
362	напомним что	1	1
363	и к	9	1
364	от этого	2	1
365	поэтому и	2	1
366	в самом	9	1
367	текста при	1	1
368	и придает	1	1
369	из жизни	1	1
370	и чрезвычайно	1	1
371	сказать о	1	1
372	тоже не	1	1
373	рассказ о	1	1
374	речи но	1	1
375	можно определить	1	1
376	самым существенным	1	1
377	из его	1	1
378	из общей	1	1
379	но на	2	1
380	так сказать	5	1
381	на его	1	1
382	силу и	1	1
383	человек не	1	1
384	одному из	1	1
385	могут оказаться	2	1
386	и определенным	1	1
387	отношений между	1	1
388	однако он	1	1
389	новое и	1	1
390	свое время	2	1
391	в плане	1	1
392	такова например	1	1
393	и по	2	1
394	на этом	3	1
395	образа и	1	1
396	не бывает	1	1
397	таким образом	4	1
398	рассказа в	1	1
399	этом последнем	1	1
400	здесь мы	1	1
401	беседы с	1	1
402	в другом	2	1
403	об этом	2	1
404	мы уже	3	1
405	и внутренняя	1	1
406	входит в	1	1
407	который и	1	1
408	ко второму	2	1
409	и иных	1	1
410	этом смысле	2	1
411	должен был	1	1
412	но именно	3	1
413	делает его	1	1
414	оно стремится	1	1
415	смерть и	1	1
416	произведении и	1	1
417	в них	1	1
418	достоевского и	2	1
419	все равно	2	1
420	и стилизация	1	1
421	жизни то	1	1
422	и определяет	1	1
423	в слове	3	1
424	на другое	1	1
425	он и	4	1
426	иной его	1	1
427	друга в	1	1
428	в не	1	1
429	мы не	4	1
430	в один	1	1
431	и тогда	1	1
432	сводятся к	1	1
433	что если	1	1
434	два слова	2	1
435	это ощущение	1	1
436	свою речь	1	1
437	нами два	2	1
438	не становится	1	1
439	в котором	5	1
440	в их	4	1
441	необходимо указать	1	1
442	к одному	6	1
443	место в	1	1
444	все и	1	1
445	в которых	2	1
446	мысли и	2	1
447	слова в	13	1
448	и другого	2	1
449	для изучения	1	1
450	образом и	3	1
451	тонах и	1	1
452	но он	3	1
453	но во	1	1
454	что было	1	1
455	с этого	1	1
456	их в	3	1
457	не могли	2	1
458	в конце	3	1
459	том же	4	1
460	и то	1	1
461	приводят к	1	1
462	принципа не	1	1
463	между людьми	1	1
464	отметить что	1	1
465	есть прежде	1	1
466	может служить	1	1
467	дело не	1	1
468	дело в	3	1
469	и сама	1	1
470	в процессе	4	1
471	бытия и	3	1
472	отрешиться от	1	1
473	уст в	1	1
474	как то	1	1
475	для всего	1	1
476	других типов	1	1
477	преимущественно в	1	1
478	жизни не	2	1
479	этих двух	4	1
480	к ней	2	1
481	лишь в	2	1
482	и является	2	1
483	а лишь	1	1
484	потому что	4	1
485	к этим	1	1
486	в книге	1	1
487	высказывания а	1	1
488	только одним	1	1
489	в области	1	1
490	может показаться	1	1
491	с другом	5	1
492	а как	2	1
493	у нас	2	1
494	есть к	1	1
495	настоящего времени	1	1
496	интонации и	1	1
497	очень часто	4	1
498	начиная с	1	1
499	и времени	2	1
500	не могут	3	1
501	положений и	1	1
502	возможностей в	1	1
503	они и	1	1
504	единство высказывания	1	1
505	правильнее будет	1	1
506	для себя	1	1
507	у себя	1	1
508	установка человека	1	1
509	от друга	1	1
510	что все	1	1
511	в виду	4	1
512	и сами	1	1
513	здесь также	1	1
514	лучше сказать	1	1
515	это жизнь	1	1
516	чужой речи	3	1
517	но может	1	1
518	и совершенно	2	1
519	и сам	5	1
520	живет в	2	1
521	в последующих	3	1
522	произведения не	1	1
523	было и	1	1
524	еще одного	1	1
525	является в	1	1
526	если бы	3	1
527	и вообще	1	1
528	с ним	2	1
529	голос самого	1	1
530	на ту	1	1
531	и здесь	4	1
532	в самой	5	1
533	может редуцироваться	1	1
534	голоса в	1	1
535	на что	1	1
536	и во	3	1
537	его смысла	1	1
538	в драме	1	1
539	на одном	1	1
540	что и	3	1
541	резко отличается	1	1
542	какой-то мере	1	1
543	слов и	3	1
544	все время	2	1
545	может иметь	1	1
546	в него	6	1
547	с которыми	1	1
548	зрения как	2	1
549	оно и	2	1
550	явления как	1	1
551	мы увидим	6	1
552	хотя оно	1	1
553	не видеть	1	1
554	принимает форму	1	1
555	в уста	1	1
556	это же	1	1
557	со всеми	1	1
558	человека с	1	1
559	с нею	2	1
560	другой но	1	1
561	и у	1	1
562	она здесь	1	1
563	ее а	1	1
564	то и	2	1
565	за пределами	1	1
566	предполагает наличие	1	1
567	слова не	2	1
568	а то	3	1
569	не дает	2	1
570	он существует	1	1
571	то у	1	1
572	его и	1	1
573	на своего	1	1
574	характерно что	1	1
575	в новом	1	1
576	никто не	1	1
577	вовсе не	9	1
578	мы можем	4	1
579	подлинная жизнь	1	1
580	и оценки	1	1
