N	3gram	Bakhtin_Fr_6	KFilosof
1	по отношению к	1	21
2	не может быть	1	11
3	с точки зрения	2	10
4	мир в котором	1	4
5	в нем и	1	3
6	между тем как	1	3
7	если ты хочешь	1	2
8	а не из	1	2
9	на первом плане	1	2
10	это значило бы	1	2
11	во всех этих	2	2
12	все эти моменты	1	2
13	один и тот	1	2
14	то же время	5	2
15	той или иной	1	2
16	в то же	5	2
17	в том что	2	2
18	и тот же	2	2
19	и связанных с	1	1
20	и говорить о	1	1
21	он должен быть	1	1
22	ничего не остается	1	1
23	никогда не было	1	1
24	ровно ничего не	1	1
25	и того же	1	1
26	связанных с ними	1	1
27	в настоящее время	1	1
28	в средние века	4	1
29	по самому своему	1	1
30	средних веков и	1	1
31	в лучшем случае	1	1
32	в зависимости от	1	1
33	и должна быть	1	1
34	день и час	1	1
35	и землю и	1	1
36	с ним в	1	1
37	в основе своей	1	1
38	со всех сторон	1	1
39	вместе с тем	1	1
40	и то что	2	1
41	и как бы	1	1
42	не совпадает с	1	1
43	места и все	1	1
44	в первом случае	3	1
45	но в то	1	1
46	но конечно этот	1	1
47	т.п но и	2	1
48	смысле этого слова	1	1
49	и по отношению	1	1
50	него и в	1	1
51	притом не только	1	1
52	до того что	1	1
53	а не как	1	1
54	мы будем говорить	1	1
55	в нем не	1	1
56	дело в том	1	1
57	и т.п но	3	1
58	для того чтобы	1	1
59	вместо того чтобы	3	1
60	себе в своем	1	1
61	в значительной степени	1	1
62	здесь вовсе не	1	1
63	жизни и смерти	2	1
64	будем говорить в	1	1
65	между жизнью и	1	1
66	одного и того	1	1
67	в большинстве случаев	4	1
68	конечно не в	2	1
69	и час и	1	1
70	момент в нем	1	1
71	было и в	1	1
72	во всех его	3	1
73	а именно в	1	1
74	и было бы	1	1
75	что и в	1	1
