N	3gram	Bakhtin_sl_2	FransuaR
1	то же время	4	9
2	в то же	4	9
3	в том числе	1	4
4	в средние века	1	4
5	как мы видели	1	4
6	в свою очередь	2	3
7	с точки зрения	3	3
8	но в то	3	3
9	мы уже говорили	1	3
10	все то что	1	3
11	так и в	3	3
12	в том что	4	3
13	а следовательно и	1	2
14	по отношению к	4	2
15	более или менее	2	2
16	и до конца	1	2
17	но все это	1	2
18	в этом отношении	3	2
19	в большинстве случаев	5	2
20	слов и выражений	1	2
21	том числе и	1	2
22	в значительной степени	6	2
23	как и в	1	2
24	в его целом	1	2
25	в себе все	1	2
26	и в сущности	2	1
27	и может быть	1	1
28	пространстве и времени	1	1
29	но в нем	1	1
30	и связанные с	2	1
31	имеет дело с	1	1
32	же время это	2	1
33	от него и	1	1
34	в чем же	1	1
35	мы уже сказали	1	1
36	же время и	1	1
37	в нем для	1	1
38	на первый план	1	1
39	в мировой литературе	2	1
40	а также в	1	1
41	в той же	1	1
42	таким образом на	1	1
43	но и в	1	1
44	до некоторой степени	1	1
45	со всех сторон	1	1
46	и не в	1	1
47	например в речах	1	1
48	средние века и	1	1
49	в применении к	1	1
50	как мы сказали	2	1
51	в себя момент	1	1
52	не только в	2	1
53	человеку и его	1	1
54	не приходится однако	1	1
55	а также и	2	1
56	говорить не приходится	1	1
57	xiv и xv	1	1
58	о том что	1	1
59	и в историческом	1	1
60	в связи с	2	1
61	и в романе	2	1
62	дошедшие до нас	1	1
63	есть не только	1	1
64	все эти формы	3	1
65	хотя и в	1	1
66	в романе и	2	1
67	неразрывно связано с	1	1
68	по ту сторону	1	1
69	проявляется в том	1	1
70	таким образом в	1	1
71	вместе с ним	1	1
72	во всяком случае	2	1
73	все эти явления	1	1
74	в них и	1	1
75	к нему и	1	1
76	с самого начала	1	1
77	как мы уже	2	1
78	нужно сказать что	1	1
79	в другом случае	1	1
80	мы не знаем	1	1
81	в сущности как	1	1
82	мы увидим что	1	1
