1	в том что	6	11
2	не может быть	1	5
3	с точки зрения	3	4
4	во всяком случае	1	4
5	в этом отношении	3	4
6	с другой стороны	1	4
7	не только в	1	3
8	в связи с	1	3
9	в то же	1	3
10	то же время	1	3
11	но это не	1	3
12	в мировой литературе	1	3
13	но и в	2	2
14	до сих пор	4	2
15	все более и	1	2
16	в эту эпоху	1	2
17	во всех этих	2	2
18	и др но	2	2
19	с одной стороны	2	2
20	и пр в	1	2
21	мы имеем в	1	2
22	потому что он	1	2
23	такие выражения как	1	2
24	но все же	2	2
25	более и более	1	2
26	и в частности	2	1
27	и в некоторых	1	1
28	в самом начале	1	1
29	в той или	5	1
30	там где они	1	1
31	но одновременно и	1	1
32	одной стороны он	1	1
33	прежде всего необходимо	1	1
34	на протяжении всего	2	1
35	в новую фазу	1	1
36	можно сопоставить с	1	1
37	именно в этих	1	1
38	в применении к	3	1
39	в виду его	1	1
40	же объясняется и	1	1
41	ни на что	1	1
42	место в жизни	1	1
43	вместе со своим	1	1
44	том что он	1	1
45	во всей мировой	1	1
46	о которых можно	1	1
47	на самом деле	2	1
48	всегда в той	2	1
49	и может быть	1	1
50	то есть с	1	1
51	в собственном смысле	1	1
52	всей мировой литературе	1	1
53	и так сказать	1	1
54	и в других	2	1
55	для того чтобы	1	1
56	смотреть на него	1	1
57	а как бы	1	1
58	до наших дней	1	1
59	без всякого отношения	1	1
60	несколько слов о	1	1
61	ни для кого	1	1
62	как раз в	1	1
63	в известном смысле	1	1
64	той или иной	5	1
65	вовсе не является	2	1
66	в свое время	2	1
67	и пр но	1	1
68	в самом деле	1	1
69	в значительной мере	2	1
70	новую фазу своего	1	1
71	несколько приближается к	1	1
72	можно сказать что	1	1
73	и не является	1	1
74	не укладывается в	1	1
75	и на этой	1	1
76	них как бы	1	1
77	не потому что	1	1
78	в чем же	1	1
79	в них как	1	1
80	находилась в состоянии	1	1
81	свое отражение в	1	1
82	их связь с	1	1
83	в одном из	1	1
