N	3gram	Propp_Russ_2	FransuaR
1	но и в	1	4
2	не может быть	3	4
3	в этом отношении	1	3
4	все же в	1	3
5	с одной стороны	2	3
6	о том что	4	3
7	с другой стороны	1	3
8	как мы уже	1	3
9	можно сказать что	1	2
10	в другом месте	1	2
11	в день св	1	2
12	в своей книге	2	2
13	во всяком случае	1	2
14	как мы видели	1	2
15	на новый год	3	2
16	во всех других	1	2
17	подобно тому как	3	2
18	мы здесь имеем	1	1
19	еще далеко не	1	1
20	же в этой	1	1
21	потому что в	1	1
22	дело в том	1	1
23	в настоящее время	1	1
24	в том же	1	1
25	тех случаях когда	1	1
26	в царстве мертвых	1	1
27	не входит в	1	1
28	в первую очередь	1	1
29	на самом же	2	1
30	таким образом в	1	1
31	но все это	1	1
32	то что в	1	1
33	как можно больше	2	1
34	в том чтобы	2	1
35	прежде всего как	1	1
36	одно из наиболее	1	1
37	и других праздников	1	1
38	своей книге о	1	1
39	в иванов день	1	1
40	в какой степени	1	1
41	до некоторой степени	1	1
42	не только как	1	1
43	в разные сроки	1	1
44	но не только	1	1
45	мы видели что	4	1
46	влияние и на	1	1
47	в тех случаях	1	1
48	веселье и смех	1	1
49	на тот же	1	1
50	в этом случае	6	1
51	не только на	1	1
52	самом же деле	2	1
53	уже в xix	1	1
54	имели место в	1	1
55	или во всяком	1	1
56	на то что	1	1
57	которые имели место	1	1
58	после того как	2	1
59	новый год в	1	1
60	для того чтобы	6	1
61	входит в нашу	1	1
62	в том что	18	1
63	и все это	1	1
64	веселья и смеха	1	1
65	как и в	1	1
66	только тогда когда	3	1
67	можно понимать как	1	1
68	в нашу задачу	1	1
