N	2gram	Potebnia_M_2	Formalny
1	и в	24	38
2	в этом	8	27
3	может быть	23	23
4	и его	2	21
5	таким образом	11	20
6	и не	19	20
7	в самом	4	16
8	не в	13	15
9	прежде всего	7	15
10	и т	6	14
11	не может	12	14
12	в нем	9	13
13	связи с	6	13
14	но и	9	13
15	языка и	3	12
16	с его	2	11
17	с тем	4	11
18	в том	18	11
19	языка как	1	11
20	вовсе не	9	11
21	с другими	5	10
22	в его	2	10
23	в связи	2	10
24	не только	15	9
25	при этом	13	9
26	и с	1	9
27	как и	7	9
28	т п	3	9
29	в процессе	1	9
30	самом деле	2	8
31	все же	5	8
32	так и	5	8
33	что и	11	8
34	тем что	7	8
35	как мы	1	7
36	лишь в	1	7
37	по себе	15	7
38	для него	10	7
39	с точки	1	7
40	язык и	1	7
41	во втором	1	7
42	уже не	4	7
43	в других	4	7
44	не могут	7	7
45	слова и	3	7
46	что в	16	7
47	в ней	3	6
48	в истории	1	6
49	все эти	2	6
50	то же	12	6
51	было бы	13	6
52	он не	1	6
53	в их	1	6
54	могут быть	8	6
55	в языке	3	6
56	только в	11	6
57	то что	20	6
58	не было	6	6
59	вместе с	11	6
60	а не	18	6
61	хотя бы	2	6
62	а в	8	6
63	должна быть	1	5
64	во всех	7	5
65	в общем	2	5
66	звука и	10	5
67	т д	3	5
68	в слове	13	5
69	звуком и	3	5
70	между звуком	2	5
71	в то	6	5
72	же время	2	5
73	если бы	11	5
74	и только	6	5
75	что он	4	5
76	всяком случае	7	5
77	если мы	3	5
78	звука в	1	5
79	именно в	1	5
80	с этим	7	5
81	что же	1	5
82	и для	3	5
83	бы в	2	5
84	во всяком	7	5
85	одним словом	4	4
86	что оно	4	4
87	в сторону	1	4
88	что они	5	4
89	независимо от	9	4
90	как в	10	4
91	и наконец	1	4
92	не следует	1	4
93	не как	3	4
94	его от	1	4
95	как они	1	4
96	входит в	1	4
97	мы видели	1	4
98	восприятия и	2	4
99	не столько	2	4
100	раз и	1	4
101	ничего не	1	4
102	к тому	1	4
103	здесь не	1	4
104	но в	4	4
105	в большинстве	1	4
106	что не	5	4
107	из них	5	4
108	так как	10	4
109	не о	1	4
110	даже и	2	4
111	в особенности	1	4
112	в некоторых	4	4
113	другой стороны	2	4
114	там где	4	4
115	мы говорим	3	4
116	как бы	9	4
117	известной степени	1	4
118	оно не	3	4
119	к этому	2	4
120	они не	4	4
121	например в	3	3
