N	2gram	Bakhtin_Pr_3	Literetu
1	и не	29	22
2	в мире	4	16
3	и в	34	16
4	при этом	4	15
5	в этом	16	14
6	не только	10	14
7	но и	12	14
8	в том	3	12
9	может быть	19	12
10	а не	9	12
11	то что	11	12
12	я и	2	10
13	своего рода	2	10
14	не в	9	10
15	то же	14	9
16	так и	6	9
17	в то	12	9
18	того что	5	9
19	в этой	1	8
20	в жизни	2	8
21	том что	3	8
22	не может	19	8
23	к себе	17	8
24	как бы	27	8
25	в своей	3	7
26	же время	12	7
27	только в	6	7
28	себя в	1	7
29	точки зрения	8	7
30	я в	4	7
31	еще не	4	6
32	с его	6	6
33	в себе	6	6
34	в другом	8	6
35	о том	2	6
36	и его	16	6
37	в его	22	6
38	с другой	4	6
39	к тому	5	6
40	причастности к	1	6
41	в отличие	2	5
42	отличие от	2	5
43	как в	4	5
44	в целом	5	5
45	тому же	2	5
46	то есть	1	5
47	лишь в	5	5
48	это не	5	5
49	как и	18	5
50	что я	15	5
51	в основе	1	5
52	этом отношении	1	5
53	в ее	3	5
54	что он	23	5
55	вместе с	4	5
56	а в	5	5
57	одним из	1	4
58	но не	4	4
59	по отношению	5	4
60	хотя и	3	4
61	и если	2	4
62	входит в	2	4
63	должно быть	3	4
64	однако в	2	4
65	даже в	5	4
66	не говоря	1	4
67	никогда не	8	4
68	данном случае	1	4
69	другого в	2	4
70	с одной	1	4
71	в начале	4	4
72	из них	5	4
73	в одном	5	4
74	как будто	7	4
75	до конца	3	4
76	в данном	1	4
77	и для	8	4
78	я как	2	4
79	отношению к	6	4
80	отношения к	1	3
81	например в	2	3
82	самом деле	13	3
83	той же	2	3
84	с ее	3	3
85	но уже	1	3
86	разумеется не	1	3
87	в сторону	2	3
88	отнюдь не	2	3
89	и как	3	3
90	и наконец	5	3
91	и к	12	3
92	но в	16	3
93	то в	2	3
94	бы и	4	3
95	на его	4	3
96	а затем	1	3
97	самим собой	6	3
98	в слове	5	3
99	в г	1	3
100	с точки	4	3
101	только для	1	3
102	себе самому	18	3
103	по своей	1	3
104	потому что	12	3
105	для его	2	3
106	все еще	1	3
107	еще в	3	3
108	не случайно	1	3
109	обратим внимание	1	3
110	прежде всего	15	3
111	между тем	3	3
112	все время	5	3
113	уже не	2	3
114	в самом	8	3
115	наконец в	3	3
116	более того	2	3
117	о чем	2	3
118	тому как	2	3
119	там где	7	3
120	я с	1	3
121	это как	3	3
122	в романе	1	3
123	жизни и	3	3
124	как на	2	3
125	а я	10	3
126	полемика с	4	2
127	того же	2	2
128	которой она	1	2
129	в первом	1	2
130	как мы	7	2
131	вопрос о	2	2
132	так чтобы	3	2
133	на себя	1	2
134	я не	7	2
135	мы и	2	2
136	то это	1	2
137	и на	6	2
138	бы то	4	2
139	не могу	3	2
140	во всех	2	2
141	сказать и	1	2
142	с первой	1	2
143	отказ от	1	2
144	я я	1	2
145	а и	1	2
146	отношение к	6	2
147	я только	1	2
148	все же	7	2
149	когда он	2	2
150	могли бы	1	2
151	я к	2	2
152	еще на	1	2
153	не знает	6	2
154	все мое	1	2
155	жизнь как	1	2
156	он в	4	2
157	раз в	2	2
158	им в	1	2
159	особое место	1	2
160	на то	1	2
161	вследствие этого	2	2
162	все они	1	2
163	в нем	19	2
164	чтобы он	1	2
165	он все	3	2
166	не как	3	2
167	и вот	5	2
168	на жизнь	1	2
169	подобно тому	2	2
170	человека в	1	2
171	то ни	4	2
172	и с	15	2
173	в глубине	1	2
174	его в	4	2
175	знает что	3	2
176	было бы	2	2
177	и даже	7	2
178	лишь на	2	2
179	здесь это	1	2
180	той или	2	2
181	она и	1	2
182	далеко не	3	2
183	со своими	1	2
184	он и	5	2
185	несмотря на	1	2
186	еще раз	1	2
187	и при	1	2
188	как ты	3	2
189	и ее	2	2
190	от себя	6	2
191	и другого	3	2
192	ни было	4	2
193	в конце	5	2
194	по себе	3	2
195	нас к	1	2
196	не менее	3	2
197	для меня	1	2
198	от жизни	1	2
199	того чтобы	1	2
200	как раз	4	2
201	другой стороны	3	2
202	вот в	1	2
203	для такого	1	2
204	для себя	6	2
205	диалог с	3	2
206	и сам	5	2
207	что у	6	2
208	не с	2	2
209	если бы	4	2
210	о нем	2	2
211	из рассказа	1	2
212	можно сказать	1	2
213	что и	5	2
214	во всей	1	2
215	и только	2	2
216	в ту	1	2
217	и об	2	2
218	как например	1	2
219	но с	2	2
220	здесь не	1	2
221	вне себя	2	2
222	с ними	6	2
223	со всеми	2	2
224	связи с	1	2
225	за ним	2	2
226	для него	13	2
227	других но	1	2
228	тем что	4	2
229	и вместе	1	2
230	для того	1	2
231	один в	2	2
232	или иной	2	2
233	на свое	1	2
234	себя и	8	2
235	что не	7	2
236	с ней	1	2
237	выше и	1	2
238	него не	1	2
239	не знаю	2	2
240	если не	3	2
241	все более	1	2
242	в полном	1	2
243	так же	8	2
244	и потому	2	2
245	какого бы	1	2
246	а так	2	2
247	быть не	1	2
248	с этой	2	2
249	художественное произведение	1	2
250	один из	2	2
251	это последнее	1	2
252	сознания и	3	2
253	что в	7	2
254	в каждой	1	2
255	внимание на	1	2
256	со второй	1	2
257	не я	2	2
258	отношением к	4	2
259	а со	1	2
260	найти себя	2	2
261	в свою	1	2
262	оно не	1	2
263	эти слова	3	2
264	еще и	1	2
265	в своих	1	2
266	героя как	1	2
267	вдруг и	2	1
268	от этой	2	1
269	и т	8	1
