N	3gram	Losev_Prob_3	Russkaja
1	в то же	4	10
2	с точки зрения	2	9
3	в том что	9	7
4	на самом деле	2	6
5	во всяком случае	6	6
6	для того чтобы	1	6
7	до сих пор	2	5
8	более или менее	1	4
9	на то что	1	4
10	бы то ни	4	4
11	не может быть	5	4
12	то ни стало	1	3
13	во что бы	1	3
14	в этом случае	5	3
15	можно было бы	3	3
16	и то что	7	3
17	что бы то	1	3
18	в данном случае	7	3
19	к вопросу о	1	3
20	в конце концов	3	3
21	той или иной	8	3
22	жизни и деятельности	1	2
23	точно так же	3	2
24	в настоящее время	2	2
25	в том и	1	2
26	только в том	1	2
27	что он не	1	2
28	тот факт что	1	2
29	не могут не	1	2
30	и во всяком	1	2
31	того или иного	3	2
32	о том что	3	2
33	и тем самым	2	2
34	друг от друга	2	2
35	к тому что	1	2
36	сама по себе	8	2
37	но и к	1	2
38	язык да и	1	1
39	и того же	1	1
40	в том виде	2	1
41	отнюдь не всякий	1	1
42	для которой она	2	1
43	что вся эта	2	1
44	том виде как	2	1
45	из всего этого	1	1
46	заключается не в	1	1
47	дело в том	3	1
48	так же и	1	1
49	в самом деле	1	1
50	но даже и	4	1
51	то же самое	7	1
52	является не только	1	1
53	точки зрения в	1	1
54	и не только	1	1
55	и то и	1	1
56	том что вся	2	1
57	и не к	1	1
58	только то что	2	1
59	то естественно что	1	1
60	что не только	1	1
61	нас и не	1	1
62	именно так как	1	1
63	перед нами не	1	1
64	на этот вопрос	1	1
65	не просто в	1	1
66	по крайней мере	5	1
67	то и другое	1	1
68	только для того	1	1
69	есть то что	1	1
70	отнюдь не является	2	1
71	не есть только	1	1
72	вот это и	2	1
73	и в частности	2	1
74	и в своем	1	1
75	в том чтобы	1	1
76	тем что он	1	1
77	то ни было	3	1
78	ни к какому	2	1
79	которых идет речь	1	1
80	смысле этого слова	1	1
81	только в виде	1	1
82	но при этом	1	1
83	и в этом	6	1
84	того что не	1	1
85	во всех этих	1	1
86	и как бы	2	1
87	всяком случае не	1	1
88	указывает на то	1	1
89	жизни и тем	1	1
90	в связи с	7	1
91	также и то	4	1
92	мы говорили выше	1	1
93	друг к другу	1	1
94	сих пор мы	1	1
95	так же как	1	1
96	потому что они	2	1
97	потому что и	1	1
98	что он есть	2	1
99	само собой разумеется	1	1
100	и все же	1	1
101	того и другого	1	1
102	собой разумеется что	1	1
103	что оно есть	1	1
104	от того что	1	1
105	заключается в том	3	1
106	говорить о том	1	1
107	даже и в	2	1
108	тех или иных	4	1
109	это и есть	1	1
110	содержат в себе	1	1
111	и не исключает	1	1
112	то это есть	1	1
113	как бы ни	1	1
114	речь идет о	1	1
115	в результате этого	1	1
116	одного и того	1	1
117	являются не просто	1	1
118	и во всем	1	1
119	тем не менее	10	1
120	нечего и говорить	1	1
121	не было а	1	1
122	на первый взгляд	2	1
123	к тому же	1	1
124	себе представить как	1	1
125	и вопрос о	1	1
126	и только в	2	1
