N	2gram	Medvedev_F_2	Tvorches
1	и в	38	21
2	как бы	4	17
3	в то	5	15
4	то же	6	13
5	в его	10	13
6	как и	9	12
7	же время	5	12
8	что в	7	12
9	с его	11	11
10	том что	2	11
11	все это	3	10
12	как в	4	8
13	он не	6	8
14	то что	6	8
15	и на	3	7
16	но в	4	7
17	не только	9	7
18	при этом	9	7
19	тем самым	2	7
20	во многом	1	7
21	и не	20	7
22	в том	11	7
23	в свою	1	7
24	в этом	27	6
25	в котором	2	6
26	не менее	1	6
27	и его	21	6
28	о том	1	6
29	и все	3	6
30	что он	5	6
31	для него	7	6
32	а в	6	6
33	отнюдь не	8	5
34	все же	8	5
35	в этой	6	5
36	таким образом	20	5
37	вовсе не	11	5
38	в своих	1	5
39	потому что	2	5
40	как будто	1	5
41	только в	6	5
42	может быть	23	5
43	а не	6	5
44	но это	2	5
45	хотя бы	6	5
46	в своем	1	4
47	и как	3	4
48	та же	2	4
49	в целом	3	4
50	самим собой	1	4
51	это не	2	4
52	в своей	7	4
53	времени и	2	4
54	одной из	1	4
55	прежде всего	15	4
56	на эту	1	4
57	не может	14	4
58	и от	2	4
59	один из	2	4
60	одним из	1	4
61	и т	14	3
62	на самом	3	3
63	это и	5	3
64	той же	1	3
65	время в	1	3
66	хотя и	3	3
67	в самом	16	3
68	в нем	13	3
69	в россии	1	3
70	и по	2	3
71	в каждом	1	3
72	и с	9	3
73	и других	2	3
74	достоевский и	1	3
75	далеко не	1	3
76	в их	6	3
77	место в	3	3
78	представление о	2	3
79	даже в	2	3
80	самого начала	2	3
81	дело в	1	3
82	не по	2	3
83	никогда не	2	3
84	вот почему	1	3
85	стремится к	1	3
86	и другие	2	3
87	с самого	2	3
88	в дальнейшем	4	3
89	с ним	2	3
90	того что	3	3
91	уже не	7	3
92	уже в	2	3
93	в виде	1	3
94	говорит о	1	3
95	не так	2	3
96	так как	4	3
97	в которой	2	3
98	и даже	4	3
99	с другой	3	3
100	но и	13	3
101	ни на	2	3
102	подхода к	2	3
103	но не	2	3
104	в книге	1	3
105	не существует	1	3
106	утверждал что	1	3
107	но если	1	3
108	жизни и	3	3
109	ее в	2	3
110	так же	1	3
111	вряд ли	2	2
112	того же	1	2
113	самом деле	8	2
114	на деле	1	2
115	в первом	7	2
116	по преимуществу	5	2
117	мировоззрения и	1	2
118	а как	3	2
119	есть не	1	2
120	но она	1	2
121	социальной действительности	1	2
122	в ней	6	2
123	в отличие	2	2
124	в чем	2	2
125	не то	3	2
126	если в	3	2
127	отличие от	2	2
128	и достоевский	1	2
129	в одной	2	2
130	как к	3	2
131	и наконец	4	2
132	то в	2	2
133	отчасти и	1	2
134	в себе	1	2
135	по самому	1	2
136	тем не	1	2
137	так сказать	3	2
138	в принципе	1	2
139	же самая	1	2
140	не будет	2	2
141	действительности в	1	2
142	этом романе	1	2
143	и тем	2	2
144	в данном	1	2
145	ведет к	1	2
146	такой же	3	2
147	в этих	2	2
148	не столько	4	2
149	не в	15	2
150	но он	1	2
151	по крайней	1	2
152	т п	9	2
153	между людьми	1	2
154	и против	1	2
155	и притом	1	2
156	в основе	5	2
157	к ней	1	2
158	в направлении	1	2
159	могут быть	6	2
160	является одним	1	2
161	к тому	4	2
162	это время	2	2
163	в виду	2	2
164	данном случае	1	2
165	в в	2	2
166	в средневековой	1	2
167	во главе	1	2
168	приводит к	2	2
169	так и	8	2
170	во второй	2	2
171	стремление к	1	2
172	можно сказать	1	2
173	слова из	1	2
174	и та	1	2
175	настоящее время	1	2
176	одного из	3	2
177	что его	1	2
178	что и	8	2
179	во всей	2	2
180	крайней мере	1	2
181	в литературе	1	2
182	тот же	1	2
183	в качестве	2	2
184	так что	1	2
185	же и	2	2
186	от других	1	2
187	при помощи	2	2
188	из них	4	2
189	был бы	1	2
190	только на	3	2
191	именно в	5	2
192	что не	4	2
193	что для	2	2
194	до конца	2	2
195	зависит от	1	2
196	его как	2	2
197	было в	2	2
198	все более	2	2
199	вместе с	6	2
200	русской литературы	1	2
201	надо было	1	2
202	еще более	5	2
203	в первой	1	2
204	время не	1	2
205	перед нами	2	2
206	на эти	1	2
207	или в	3	2
208	не отрицал	1	2
209	который является	1	2
210	ее и	2	2
211	из себя	1	2
212	л п	1	2
213	сказать что	2	2
214	к этому	4	2
215	гораздо более	1	2
216	это неверно	1	1
217	литературы а	1	1
218	как известно	1	1
219	от этой	1	1
220	ли можно	1	1
221	говорили уже	1	1
222	к их	1	1
223	же как	3	1
224	совершенно справедливо	1	1
225	и через	1	1
226	они представляют	1	1
227	связана с	1	1
228	с исторической	1	1
229	этом пункте	2	1
230	к своей	1	1
231	но тем	1	1
232	и есть	1	1
233	нам кажется	1	1
234	эта теория	1	1
235	вот его	1	1
236	и до	3	1
237	оно было	1	1
238	и романом	1	1
239	места в	1	1
240	был и	2	1
241	и этот	1	1
242	их и	1	1
243	всей ее	1	1
244	мы имеем	1	1
245	что если	1	1
246	и тут	1	1
247	по-разному в	1	1
248	в сущности	4	1
249	говорить о	5	1
250	что иное	1	1
