N	2gram	Berdyaev_M_2	Komedia
1	и в	46	22
2	т е	4	13
3	том что	4	12
4	но и	15	11
5	в том	3	11
6	не только	18	10
7	как и	13	9
8	может быть	21	9
9	должны были	1	8
10	о том	3	8
11	и его	5	8
12	и не	18	8
13	в этой	7	7
14	и других	2	7
15	то же	5	6
16	не в	9	6
17	в отношении	5	6
18	ни в	3	6
19	в конце	5	6
20	что он	7	6
21	такого рода	2	6
22	к тому	5	6
23	а в	2	6
24	в которой	2	6
25	что в	4	6
26	как в	7	5
27	на его	2	5
28	потому что	12	5
29	со своим	2	5
30	так и	4	5
31	еще в	2	5
32	между тем	2	5
33	один из	5	5
34	уже в	2	5
35	в его	5	5
36	прежде всего	12	5
37	с другой	1	5
38	все это	1	5
39	что они	3	4
40	но в	10	4
41	в нем	22	4
42	и вот	5	4
43	в другом	1	4
44	на протяжении	1	4
45	точки зрения	2	4
46	в котором	1	4
47	одном из	1	4
48	так как	8	4
49	а также	1	4
50	что и	4	4
51	тем что	3	4
52	конце концов	1	4
53	по поводу	1	4
54	к этому	1	4
55	же как	3	3
56	перед лицом	1	3
57	мы не	1	3
58	х годов	1	3
59	и на	3	3
60	в чем	3	3
61	в этом	20	3
62	хотя и	2	3
63	и как	1	3
64	в целом	1	3
65	на то	1	3
66	да и	2	3
67	он не	10	3
68	и с	3	3
69	его в	3	3
70	в них	3	3
71	и ее	1	3
72	место в	2	3
73	вопрос о	6	3
74	по отношению	2	3
75	того как	3	3
76	к этим	1	3
77	ничего не	2	3
78	в сознании	1	3
79	этом отношении	1	3
80	у нас	11	3
81	и сам	1	3
82	во второй	1	3
83	после того	2	3
84	в образе	3	3
85	тот же	2	3
86	только в	3	3
87	и у	1	3
88	отношение к	8	3
89	у него	22	3
90	в свои	1	3
91	к которому	3	3
92	так же	6	3
93	по своему	1	3
94	не мог	3	3
95	в более	2	3
96	и все	5	3
97	все остальные	1	3
98	отношению к	2	3
99	того же	1	2
100	почти всегда	1	2
101	в сущности	2	2
102	принадлежит к	2	2
103	на себя	1	2
104	слова о	1	2
105	он был	9	2
106	тем как	1	2
107	совсем не	5	2
108	за пределы	1	2
109	независимо от	1	2
110	со своей	1	2
111	в самом	5	2
112	право на	1	2
113	раз в	1	2
114	в себе	10	2
115	только один	1	2
116	не к	2	2
117	на этом	2	2
118	на все	3	2
119	было бы	1	2
120	и тем	1	2
121	для них	1	2
122	которую он	1	2
123	и без	1	2
124	и самого	3	2
125	но он	11	2
126	правда в	2	2
127	к ней	2	2
128	по своей	3	2
129	ему и	1	2
130	и теперь	1	2
131	как будто	2	2
132	а мы	1	2
133	в трагедии	3	2
134	протяжении всего	1	2
135	для себя	1	2
136	вывод что	1	2
137	всего этого	1	2
138	что у	4	2
139	мог бы	1	2
140	для этого	4	2
141	находится в	1	2
142	именно потому	1	2
143	и здесь	6	2
144	нас в	2	2
145	и во	3	2
146	и можно	3	2
147	путь к	1	2
148	также в	1	2
149	и мир	2	2
150	могли быть	1	2
151	в финале	1	2
152	до сих	3	2
153	хоть и	1	2
154	вслед за	1	2
155	на которые	1	2
156	был человеком	1	2
157	до конца	4	2
158	у других	1	2
159	не может	15	2
160	вместе с	2	2
161	к нему	2	2
162	сих пор	3	2
163	но это	8	2
164	а к	1	2
165	как теперь	1	2
166	только что	1	2
167	то что	5	2
168	е в	2	2
169	для исследования	1	2
170	в свою	4	2
171	в действительности	2	2
172	ее в	2	2
173	в своих	3	2
174	все что	4	2
175	о спасении	1	1
176	которых не	1	1
177	а между	1	1
178	народ в	3	1
179	к полному	1	1
180	также и	4	1
181	чтобы не	3	1
182	сам по	2	1
183	на самом	1	1
184	не что	3	1
185	народа но	1	1
186	такое же	1	1
187	между двумя	1	1
188	из самых	1	1
189	поэтому он	2	1
190	от которых	1	1
191	высшей степени	3	1
192	и за	2	1
193	попали в	1	1
194	той же	3	1
195	которым он	1	1
196	ни у	1	1
197	ответить на	1	1
198	который был	2	1
199	что иное	3	1
200	это отношение	1	1
201	одного или	1	1
202	хотел сказать	1	1
203	по замыслу	1	1
204	в мире	7	1
205	и он	11	1
206	в судьбах	3	1
207	в ней	11	1
208	иное как	3	1
209	быть в	1	1
210	во всех	2	1
211	как у	2	1
212	он может	1	1
213	дано было	1	1
214	к которой	3	1
215	друг на	1	1
216	не все	1	1
217	есть по	2	1
218	поскольку в	1	1
219	находящая себе	1	1
220	своего сына	1	1
221	основная мысль	1	1
222	государства и	1	1
223	под его	2	1
224	с этим	1	1
225	мира в	1	1
226	с собой	2	1
227	в своем	8	1
228	есть что-то	4	1
229	смысле этого	1	1
230	когда он	1	1
231	целый ряд	1	1
232	говорит что	2	1
233	его к	1	1
234	и к	7	1
235	вот на	1	1
236	то в	2	1
237	и этим	2	1
238	всего лишь	1	1
239	из жизни	1	1
240	жизни эта	1	1
241	культуры и	1	1
242	что это	6	1
243	он в	3	1
244	что же	2	1
245	бы не	2	1
246	но без	1	1
247	приводит к	1	1
248	и тот	2	1
249	бы только	1	1
250	роль в	1	1
251	чем его	1	1
252	очень существенное	1	1
253	и те	2	1
254	ее как	1	1
255	о других	1	1
256	как он	3	1
257	в братьях	2	1
258	к миру	1	1
259	к одному	1	1
260	европейской культуры	1	1
261	не могли	1	1
262	подобно тому	2	1
263	людей и	3	1
264	что она	5	1
265	но все	1	1
266	человека в	14	1
267	значительной степени	1	1
268	своей земли	2	1
269	что все	5	1
270	же не	1	1
271	то чтобы	1	1
272	они должны	1	1
273	им как	1	1
274	об этом	1	1
275	собственного мнения	2	1
276	на путь	4	1
277	цивилизации и	1	1
278	начала и	1	1
279	любовь к	8	1
280	после этого	1	1
281	то остается	1	1
282	в жизни	4	1
283	и каждый	1	1
284	нет в	4	1
285	а с	1	1
286	все равно	3	1
287	к которым	1	1
288	две стихии	1	1
289	с тем	1	1
290	всю жизнь	3	1
291	и уже	1	1
292	которой он	1	1
293	с такой	1	1
294	в этих	2	1
295	не так	3	1
296	но если	1	1
297	чьей стороне	1	1
298	нас не	2	1
299	можно найти	1	1
300	человека хотя	1	1
301	никто не	1	1
302	во времена	1	1
303	в которых	1	1
304	стало быть	1	1
305	которые в	2	1
306	земле и	1	1
307	и более	1	1
308	его до	2	1
309	по себе	2	1
310	не была	1	1
311	чувствовала себя	1	1
312	тому что	4	1
313	и против	3	1
314	но они	1	1
315	принимает все	1	1
316	не знающих	1	1
317	для каждого	1	1
318	в русской	6	1
319	царства в	2	1
320	если в	1	1
321	не по	1	1
322	а может	1	1
323	в самых	1	1
324	того чтобы	4	1
325	чем не	2	1
326	он с	1	1
327	следовательно и	1	1
328	до самой	1	1
329	к концу	1	1
330	во всем	5	1
331	до того	1	1
332	что на	1	1
333	сомневаться в	1	1
334	действует в	1	1
335	и для	7	1
336	к себе	2	1
337	не могут	1	1
338	мало чем	1	1
339	что отец	1	1
340	общественное мнение	1	1
341	и другим	1	1
342	его с	2	1
343	этом они	1	1
344	в каждом	3	1
345	и это	5	1
346	он совершает	1	1
347	говорили что	1	1
348	говорить о	1	1
349	можно было	2	1
350	те же	5	1
351	в борьбе	1	1
352	когда в	1	1
353	стороне от	1	1
354	в изображении	1	1
355	мира и	1	1
356	жизнь и	4	1
357	в последней	2	1
358	от начала	1	1
359	с ним	3	1
360	означает что	4	1
361	с человеком	1	1
362	до последних	2	1
363	на вопрос	1	1
364	не означает	2	1
365	и что	2	1
366	с целью	1	1
367	в значительной	1	1
368	это была	2	1
369	мире для	1	1
370	жизни он	3	1
371	и обнаруживает	2	1
372	природы в	2	1
373	ибо и	1	1
374	и только	1	1
375	но нельзя	1	1
376	наконец в	1	1
377	того что	6	1
378	понять на	1	1
379	доходит до	6	1
380	не находящая	1	1
381	природой и	3	1
382	но ни	1	1
383	его для	1	1
384	хотя бы	7	1
385	в стороне	1	1
386	начало в	1	1
387	бы ни	1	1
388	об их	1	1
389	за ней	1	1
390	и сравнительно	1	1
391	себя в	4	1
392	так что	2	1
393	человеческой личности	7	1
394	к земле	1	1
395	которому он	1	1
396	а напротив	1	1
397	ни одного	2	1
398	на чьей	1	1
399	не принимает	1	1
400	не дает	1	1
401	вступили на	1	1
402	на эту	1	1
403	в я	1	1
404	мир в	1	1
405	себе в	2	1
406	в судьбе	2	1
407	перед собой	1	1
408	друг друга	12	1
409	не случайно	2	1
410	от того	3	1
411	ее на	1	1
412	конца в	1	1
413	для того	5	1
414	он претендует	1	1
415	и толстой	1	1
416	ты не	1	1
417	возможно что	1	1
418	в высшей	3	1
419	миру и	1	1
420	даже самого	1	1
421	в соревновании	1	1
422	и прежде	1	1
423	в пути	1	1
424	человек может	1	1
425	он считал	1	1
426	к более	1	1
427	к человеку	12	1
428	превращается в	2	1
429	идеи в	1	1
430	человек есть	1	1
431	о чем	1	1
432	и своим	2	1
433	первые два	1	1
434	так страшно	1	1
435	него не	1	1
436	не осталось	1	1
437	связь с	1	1
438	и она	3	1
439	и потому	7	1
440	даже до	1	1
441	легко понять	1	1
442	в разговоре	1	1
443	к своему	2	1
444	что теперь	1	1
445	могущество и	1	1
446	героев которые	1	1
447	в той	1	1
448	он становится	1	1
449	тому как	2	1
450	как бы	8	1
451	а потом	1	1
452	средство для	2	1
453	сам не	2	1
454	как две	1	1
455	этого слова	1	1
456	с этой	1	1
457	что нет	3	1
458	человеку вне	1	1
459	которые были	1	1
460	за его	1	1
461	не достигает	1	1
462	формы и	1	1
463	идею социального	1	1
464	народа это	1	1
465	у них	4	1
466	на такой	1	1
467	в духе	5	1
468	бы в	2	1
469	еще более	2	1
470	я даже	2	1
471	бы на	1	1
472	отношении к	3	1
473	с ней	1	1
474	не знает	9	1
475	сказать что	3	1
476	в тридцать	1	1
477	связей и	1	1
478	остается на	1	1
479	ко всему	1	1
480	культуры в	1	1
481	всего как	1	1
482	ли он	1	1
483	этим объясняется	1	1
484	жизни и	6	1
485	лишь они	1	1
486	человека к	8	1
487	к этой	1	1
488	и эта	2	1
489	это в	1	1
490	как на	1	1
491	они не	4	1
