1	в том что	3	5
2	для того чтобы	3	4
3	так или иначе	1	3
4	в том числе	2	3
5	то же время	3	3
6	в связи с	7	3
7	в то же	3	3
8	по отношению к	2	3
9	до тех пор	2	3
10	до сих пор	8	2
11	к тому что	1	2
12	с их точки	1	2
13	то ни было	8	2
14	в этом смысле	2	2
15	в отличие от	5	2
16	можно было бы	2	2
17	здесь в этом	1	2
18	во всяком случае	2	2
19	в одной из	1	2
20	их точки зрения	1	2
21	независимо от того	1	2
22	с одной стороны	1	2
23	друг с другом	1	2
24	бы то ни	8	2
25	чуть ли не	1	2
26	так и в	1	1
27	времени мы можем	1	1
28	но и в	1	1
29	там и здесь	1	1
30	таким образом и	1	1
31	как мы знаем	5	1
32	с самого начала	4	1
33	той или иной	1	1
34	определенным углом зрения	1	1
35	и во всяком	1	1
36	сводится к тому	2	1
37	что в каждом	1	1
38	тем не менее	2	1
39	друг от друга	1	1
40	и та же	1	1
41	и не без	1	1
42	одна и та	1	1
43	правда и здесь	1	1
44	имеется в виду	1	1
45	как и во	1	1
46	с точки зрения	20	1
47	не только в	1	1
48	во всех случаях	1	1
49	с другом и	1	1
50	в первом случае	3	1
51	она могла бы	1	1
52	не может быть	13	1
53	том числе и	2	1
54	более или менее	1	1
55	философии и в	1	1
56	в достаточной степени	2	1
57	и вовсе не	1	1
58	дополняющих друг друга	1	1
59	вместо того чтобы	1	1
60	тех пор пока	2	1
61	но уже в	1	1
62	в каждом высказывании	2	1
63	под определенным углом	1	1
64	ни в один	1	1
65	во всех других	1	1
66	в самом деле	9	1
67	в свою очередь	2	1
68	сих пор не	1	1
69	но все же	3	1
70	связи с этим	3	1
71	и в самом	1	1
72	не было бы	1	1
73	и всех остальных	1	1
74	само по себе	1	1
75	с другой стороны	5	1
76	в чем же	2	1
77	в пределах одного	2	1
78	на первый план	2	1
79	и не менее	1	1
80	в большинстве случаев	3	1
81	в наше время	1	1
82	в целом ряде	1	1
83	как мы видели	1	1
