N	2gram	Voloshinov_1	Vladivir
1	и в	12	31
2	не только	4	24
3	а к	2	22
4	но и	3	19
5	то что	5	18
6	и не	10	17
7	у него	1	15
8	в этом	4	14
9	том что	5	14
10	и с	3	14
11	что в	2	14
12	там же	1	13
13	но в	5	12
14	в его	2	12
15	с его	2	11
16	о том	3	11
17	в том	6	11
18	и то	2	10
19	он не	2	10
20	как мы	1	9
21	никогда не	5	9
22	только в	6	9
23	даже и	1	9
24	и по	3	8
25	в то	2	8
26	так как	9	8
27	кроме того	2	7
28	мы уже	1	7
29	как это	2	7
30	и его	13	7
31	для него	3	7
32	в эти	1	7
33	уже в	2	7
34	сказать что	7	7
35	то же	5	6
36	то он	1	6
37	и к	4	6
38	в котором	3	6
39	у нас	1	6
40	так и	4	6
41	и что	2	6
42	можно сказать	5	6
43	в качестве	1	6
44	может быть	14	6
45	и потому	2	6
46	не может	16	6
47	к этому	2	6
48	когда он	3	5
49	которой он	1	5
50	не в	4	5
51	что и	2	5
52	вовсе не	1	5
53	не было	1	5
54	а с	1	5
55	все это	3	5
56	с ним	3	5
57	жизни и	4	5
58	из его	1	4
59	в истории	1	4
60	в своем	2	4
61	хотя и	1	4
62	в нашем	11	4
63	в себе	3	4
64	в нем	6	4
65	этом смысле	1	4
66	как и	5	4
67	несмотря на	1	4
68	в своей	3	4
69	и вообще	3	4
70	дело в	4	4
71	же время	1	4
72	да и	3	4
73	к нему	4	4
74	по своей	1	4
75	себя в	1	4
76	в особенности	2	4
77	что для	1	4
78	и все	2	4
79	для нас	7	4
80	он как	1	3
81	на себя	1	3
82	и он	1	3
83	и на	4	3
84	то мы	1	3
85	но не	2	3
86	в общем	1	3
87	отношение к	4	3
88	за пределы	4	3
89	что они	1	3
90	отнюдь не	5	3
91	как в	5	3
92	характеристики и	1	3
93	все же	4	3
94	более или	1	3
95	первого же	1	3
96	в целом	1	3
97	все эти	3	3
98	едва ли	2	3
99	и вот	1	3
100	здесь мы	1	3
101	то есть	1	3
102	или менее	1	3
103	но это	2	3
104	в отношении	2	3
105	в науке	1	3
106	и притом	2	3
107	на него	2	3
108	ничего не	2	3
109	всей жизни	1	3
110	таким образом	12	3
111	к тому	1	3
112	в жизни	5	3
113	здесь не	3	3
114	к его	2	3
115	жизнь и	1	3
116	и здесь	2	3
117	тот же	1	3
118	мы увидим	1	3
119	и так	2	3
120	уже не	4	3
121	только на	3	3
122	в виде	1	3
123	но что	2	3
124	и из	1	3
125	с другой	4	3
126	только к	1	3
127	него не	1	3
128	вместе с	2	3
129	другой стороны	2	3
130	но этот	2	3
131	это и	1	2
132	лет и	1	2
133	хотя бы	5	2
134	еще не	3	2
135	в чем	2	2
136	в свои	1	2
137	один и	1	2
138	как к	3	2
139	кто не	1	2
140	его к	2	2
141	конечно не	3	2
142	более подробно	1	2
143	и тот	1	2
144	тому же	2	2
145	всей его	1	2
146	что она	1	2
147	при этом	6	2
148	на этом	1	2
149	от нее	1	2
150	что все	1	2
151	было бы	1	2
152	кажется что	1	2
153	ни в	3	2
154	в них	3	2
155	точки зрения	14	2
156	и сейчас	1	2
157	это делает	1	2
158	место в	2	2
159	что я	1	2
160	тем не	3	2
161	уже сказали	1	2
162	и почти	1	2
163	для нее	1	2
164	не менее	3	2
165	того чтобы	1	2
166	уже и	1	2
167	в каком	3	2
168	в момент	2	2
169	на это	2	2
170	и о	1	2
171	то время	1	2
172	это мы	1	2
173	однако эта	1	2
174	ясно что	3	2
175	на все	2	2
176	но мы	2	2
177	на что	1	2
178	и который	1	2
179	и можно	1	2
180	того в	1	2
181	знания и	1	2
182	и мы	1	2
183	того что	3	2
184	всяком случае	1	2
185	не из	1	2
186	или о	1	2
187	что мы	5	2
188	и глубоко	1	2
189	чем не	1	2
190	с первого	1	2
191	он будет	1	2
192	тем кто	1	2
193	и для	3	2
194	в результате	1	2
195	речи с	1	2
196	особого рода	1	2
197	от него	1	2
198	тем более	1	2
199	мы должны	1	2
200	но зато	2	2
201	из этого	3	2
202	в самом	4	2
203	и это	1	2
204	в частности	1	2
205	как на	2	2
206	во всяком	1	2
207	отношении к	3	1
208	а из	1	1
209	на самом	4	1
210	нам кажется	1	1
211	то в	1	1
212	когда человек	1	1
213	моменты его	1	1
214	не имеют	1	1
215	ведь и	3	1
216	и больше	1	1
217	выдвигает на	1	1
218	хорошо и	1	1
219	слово было	1	1
220	сторона дела	1	1
221	что уже	1	1
222	время как	1	1
223	не вполне	1	1
224	что можно	1	1
225	не способен	2	1
226	мы здесь	1	1
227	с большим	1	1
228	в ней	6	1
229	может дать	1	1
230	литературы и	4	1
231	не нужно	1	1
232	на них	1	1
233	из особенностей	1	1
234	ней как	2	1
235	столь же	1	1
236	бы то	3	1
237	во всех	1	1
238	поскольку они	2	1
239	и всего	1	1
240	для других	2	1
241	значение и	1	1
242	по отношению	11	1
243	себе и	1	1
244	относится к	2	1
245	уверенность в	1	1
246	с чисто	2	1
247	пути в	1	1
248	нас за	1	1
249	как уже	2	1
250	может получить	1	1
251	себе не	1	1
252	близости к	1	1
253	нами и	1	1
254	им в	1	1
255	с такою	1	1
256	и те	2	1
257	по мнению	1	1
258	жизнью и	2	1
259	в переводе	1	1
260	не к	3	1
261	однако он	1	1
262	близости с	1	1
263	из него	2	1
264	ним на	1	1
265	одно и	2	1
266	но все	2	1
267	том же	1	1
268	те же	2	1
269	на протяжении	1	1
270	с другими	2	1
271	который и	1	1
272	и непосредственное	1	1
273	это не	2	1
274	так называемую	1	1
275	и тем	1	1
276	для них	1	1
277	но уже	1	1
278	ни одной	1	1
279	творца и	7	1
280	в высшей	1	1
281	мы имеем	2	1
282	и уже	3	1
283	мы не	3	1
284	выражение в	2	1
285	и тогда	1	1
286	остается в	1	1
287	в этих	2	1
288	как часто	1	1
289	и без	1	1
290	она в	1	1
291	бы мы	3	1
292	от его	1	1
293	но эта	1	1
294	ни было	4	1
295	и относительно	1	1
296	том и	1	1
297	ним в	1	1
298	вместе со	2	1
299	и вся	1	1
300	она не	2	1
301	в атмосфере	2	1
302	с которой	1	1
303	деле это	1	1
304	как о	1	1
305	и искусство	1	1
306	он еще	1	1
307	эта сторона	1	1
308	имеем дело	1	1
309	вне человеческого	1	1
310	этих двух	2	1
311	с этих	1	1
312	поэт и	1	1
313	этого что	1	1
314	же этот	1	1
315	убедиться в	1	1
316	связи с	1	1
317	весь этот	1	1
318	этом отношении	1	1
319	вполне понятно	1	1
320	в области	1	1
321	больше того	1	1
322	в стиле	1	1
323	все то	1	1
324	не могут	1	1
325	свою связь	1	1
326	есть только	1	1
327	же самое	2	1
328	то из	1	1
329	в окончательном	1	1
330	слова с	1	1
331	то ни	3	1
332	с ее	1	1
333	свою очередь	1	1
334	нами выше	1	1
335	только то	1	1
336	в произведении	1	1
337	с самого	1	1
338	и совершенно	2	1
339	а этот	1	1
340	было в	1	1
341	и которые	1	1
342	в строгой	2	1
343	найти в	1	1
344	можно только	1	1
345	если бы	9	1
346	в настоящее	2	1
347	но отнюдь	2	1
348	сводится к	1	1
349	в порядке	1	1
350	слова из	1	1
351	искусства и	2	1
352	настоящее время	2	1
353	и являются	1	1
354	в значительной	1	1
355	жизни если	2	1
356	все в	1	1
357	которые мы	2	1
358	и во	1	1
359	и мир	1	1
360	в литературе	4	1
361	в формах	2	1
362	на которой	1	1
363	не как	1	1
364	ли он	1	1
365	как нечто	1	1
366	в обществе	1	1
367	это же	1	1
368	с одной	2	1
369	к которой	1	1
370	самом деле	3	1
371	или не	3	1
372	что не	4	1
373	слова не	1	1
374	зрения нельзя	1	1
375	сказано в	1	1
376	менее всего	1	1
377	одно из	1	1
378	ту же	1	1
379	в одном	1	1
380	у нее	1	1
381	друг друга	1	1
382	мы можем	2	1
383	как его	1	1
384	бытия и	1	1
385	от того	4	1
386	и только	1	1
387	же деле	1	1
388	это человек	1	1
389	без того	1	1
390	не хочет	1	1
391	влияние на	2	1
392	в неразрывное	1	1
393	именно в	1	1
394	далеко не	1	1
395	в свою	1	1
396	мы еще	1	1
397	себя и	2	1
398	говорит о	1	1
399	физические и	1	1
400	прежде всего	8	1
401	и пр	3	1
402	самом же	1	1
403	одной стороны	2	1
404	до конца	2	1
405	а не	5	1
406	в руках	1	1
407	если этот	1	1
408	конечно на	1	1
409	человек но	1	1
410	о чем	1	1
411	бы по	1	1
412	на эту	1	1
413	в изучении	1	1
414	его как	2	1
415	нее не	1	1
416	с помощью	6	1
417	на который	1	1
418	так же	3	1
419	в одной	1	1
420	этом достаточно	1	1
421	только его	1	1
422	так мы	1	1
423	поэтому не	1	1
424	только об	1	1
425	в данном	2	1
426	чувства от	1	1
427	и вполне	2	1
428	из этой	1	1
429	и более	3	1
430	с этой	2	1
431	что здесь	1	1
432	в основном	2	1
433	нас главным	1	1
434	в который	1	1
435	и того	1	1
436	протяжении всей	1	1
437	за его	2	1
438	известной степени	2	1
439	уже на	1	1
440	не существует	1	1
441	человек и	1	1
442	это уже	1	1
443	это часто	1	1
444	на одно	1	1
445	не есть	2	1
446	связь с	2	1
447	гораздо больше	1	1
448	жизни в	1	1
449	но если	1	1
450	между ними	2	1
451	с ней	1	1
452	дело с	2	1
453	выходят за	2	1
454	время не	1	1
455	со всей	1	1
456	к другим	1	1
457	и другие	2	1
458	которые в	1	1
459	и эта	1	1
460	в таком	1	1
