N	3gram	Bakhtin_Pr_4	Myslijsy
1	в том что	2	16
2	и то же	1	5
3	по отношению к	5	5
4	сам по себе	3	5
5	одно и то	1	5
6	то же время	5	5
7	в то же	5	5
8	с другой стороны	3	4
9	но и в	2	4
10	слово может быть	2	4
11	не только в	1	4
12	более или менее	3	3
13	по мере того	1	3
14	до сих пор	8	3
15	одним и тем	1	3
16	и тем же	1	3
17	с одной стороны	1	3
18	над всеми остальными	1	3
19	мере того как	1	3
20	не может быть	8	3
21	то есть к	1	3
22	а между тем	1	2
23	в этом последнем	1	2
24	том что он	1	2
25	в том же	1	2
26	в сознании и	1	2
27	в собственном смысле	1	2
28	мы не знаем	1	2
29	так и в	1	2
30	то что мы	1	2
31	как и в	3	2
32	можно сказать что	2	2
33	этого слова и	1	2
34	к тому что	1	2
35	сама по себе	2	2
36	и в поэзии	1	1
37	одной стороны и	1	1
38	и в словах	2	1
39	представим себе что	1	1
40	в свое время	2	1
41	в одном слове	3	1
42	их в наглядный	1	1
43	мы уже сказали	2	1
44	с большим количеством	1	1
45	в себе самом	2	1
46	в самом деле	4	1
47	но именно эти	1	1
48	образов и по	1	1
49	те же самые	1	1
50	нам кажется что	3	1
51	друг в друге	2	1
52	живет только в	1	1
53	но это значение	1	1
54	и в других	2	1
55	сами по себе	2	1
56	бы ни было	1	1
57	в строгом смысле	2	1
58	лишь тогда когда	1	1
59	а может быть	1	1
60	того и другого	2	1
61	между этими суждениями	1	1
62	человеческой мысли не	1	1
63	нет но на	1	1
64	то уже в	1	1
65	рано или поздно	1	1
66	более глубокое и	1	1
67	предмет о котором	1	1
68	в данном случае	1	1
69	себе не только	1	1
70	если мы не	1	1
71	людей и на	1	1
72	а не как	1	1
73	так или иначе	1	1
74	по себе еще	2	1
75	к отдельному слову	1	1
76	он уже не	1	1
77	один из его	1	1
78	самом деле в	1	1
79	гораздо сложнее и	1	1
80	здесь не только	1	1
81	у него в	1	1
82	его жизни и	1	1
83	определенное место в	1	1
84	понимают друг друга	1	1
85	о том что	2	1
86	друг от друга	1	1
87	как мы уже	2	1
88	после того как	1	1
89	таким образом и	1	1
90	и следовательно к	1	1
91	друг с другом	5	1
92	вместе с нею	1	1
93	и все что	1	1
94	с первым и	1	1
95	к тому же	1	1
96	точек зрения и	2	1
97	себе еще не	2	1
