N	2gram	Bakhtin_Fr_8	Formalny
1	и не	9	30
2	вовсе не	6	28
3	и в	56	27
4	может быть	3	25
5	не может	2	24
6	так и	13	21
7	и его	12	19
8	в этом	14	18
9	таким образом	17	18
10	а не	2	17
11	самом деле	2	16
12	точки зрения	6	16
13	то же	11	15
14	в нем	8	15
15	в процессе	5	15
16	между ними	2	15
17	на самом	2	14
18	как и	5	14
19	с точки	2	14
20	не в	3	12
21	если бы	2	12
22	в самом	9	11
23	и от	1	11
24	не могут	1	10
25	место в	1	10
26	но и	9	10
27	в действительности	2	9
28	не только	8	9
29	лишь в	1	9
30	как его	1	9
31	так как	4	9
32	так же	2	9
33	с помощью	3	8
34	как бы	11	8
35	при этом	4	8
36	ни в	2	8
37	как мы	7	8
38	в пределах	5	8
39	только в	9	8
40	как раз	2	8
41	то что	3	8
42	и все	6	8
43	что в	5	8
44	тем же	1	7
45	с тем	2	7
46	же время	10	7
47	потому что	6	7
48	его в	2	7
49	между тем	3	7
50	в его	18	7
51	в том	13	7
52	там где	3	7
53	все это	8	7
54	в то	12	7
55	действительности и	2	6
56	еще не	10	6
57	но в	6	6
58	все эти	15	6
59	в своей	2	6
60	и ее	4	6
61	было бы	2	6
62	в литературе	3	6
63	что он	2	6
64	с другой	2	6
65	более того	3	6
66	вместе с	2	6
67	в данном	2	6
68	оценки и	1	6
69	все же	2	6
70	и для	2	6
71	бы в	3	6
72	в своих	4	6
73	становится в	1	5
74	совсем не	2	5
75	но не	5	5
76	в одной	1	5
77	независимо от	1	5
78	так сказать	5	5
79	без исключения	1	5
80	войти в	1	5
81	ни было	2	5
82	того чтобы	4	5
83	если же	1	5
84	в ней	4	5
85	что они	2	5
86	никогда не	5	5
87	связи с	6	5
88	большинстве случаев	6	5
89	и их	8	5
90	тем что	1	5
91	и потому	4	5
92	тому как	1	5
93	в результате	5	5
94	другой стороны	2	5
95	мы не	2	4
96	смысл и	1	4
97	он был	12	4
98	бы то	2	4
99	как в	1	4
100	и как	2	4
101	и те	2	4
102	но ведь	1	4
103	бы ни	1	4
104	подобно тому	1	4
105	то ни	2	4
106	данном случае	2	4
107	в ее	6	4
108	в слове	2	4
109	мы знаем	1	4
110	том что	8	4
111	тогда когда	1	4
112	мы можем	1	4
113	и является	1	4
114	могут быть	1	4
115	к тому	1	4
116	роль в	5	4
117	следовательно и	1	4
118	о том	4	4
119	слов и	3	4
120	конечно не	4	4
121	уже в	2	4
122	в большинстве	7	4
123	только на	2	4
124	для того	2	4
125	прежде всего	6	4
126	до конца	11	4
127	в связи	3	4
128	мы видели	5	4
129	слова и	3	4
130	между собой	1	4
131	обстоит дело	1	4
132	в романе	21	4
133	от всех	2	4
134	из этого	1	4
135	жизни и	1	4
136	они не	5	4
137	одним из	5	3
138	того же	1	3
139	мы уже	10	3
140	той же	6	3
141	в виду	1	3
142	литературы и	1	3
143	и на	7	3
144	в которых	2	3
145	время в	3	3
146	во всех	8	3
147	то он	1	3
148	нового и	1	3
149	бы и	2	3
150	что это	4	3
151	в себе	4	3
152	сливаются в	3	3
153	этот процесс	1	3
154	не следует	1	3
155	и с	8	3
156	те же	1	3
157	это не	2	3
158	действительности в	1	3
159	и тем	1	3
160	ее в	1	3
161	он и	2	3
162	в этих	11	3
163	и более	4	3
164	по отношению	1	3
165	тому что	1	3
166	между людьми	2	3
167	в основе	4	3
168	для нас	1	3
169	все без	1	3
170	ничто не	2	3
171	исторического процесса	1	3
172	этом отношении	1	3
173	же самое	1	3
174	они и	1	3
175	совершается в	1	3
176	реальной действительности	1	3
177	только то	1	3
