N	4gram	Vinokur_Ku_3	Problema
1	т д и т	1	4
2	д и т д	1	4
3	и т д и	1	4
4	и тем не менее	3	3
5	и в этом случае	1	3
6	в том смысле что	1	3
7	в той или иной	2	2
8	заключается в том что	1	2
9	мы должны сказать что	1	2
10	только для того чтобы	1	1
11	одного и того же	2	1
12	уже по одному тому	1	1
13	в нашем смысле слова	1	1
14	но если это так	1	1
15	в собственном смысле слова	1	1
16	в войне и мире	1	1
17	с этой точки зрения	1	1
18	по одному тому что	1	1
19	то это вовсе не	1	1
20	во что бы то	1	1
21	который в данном случае	1	1
22	здесь можно было бы	2	1
23	тем не менее по	1	1
24	что бы то ни	1	1
25	или несколько или даже	1	1
26	когда имеется в виду	1	1
27	бы то ни стало	1	1
28	если это так то	1	1
29	только тогда когда мы	1	1
30	которое мы находим в	1	1
31	когда мы говорим что	1	1
32	одним и тем же	2	1
33	в тех случаях когда	1	1
