N	4gram	Losev_Vlad_3	Problema
1	в то же самое	1	4
2	то же самое время	1	4
3	с одной стороны и	2	3
4	не что иное как	1	3
5	не имеет ничего общего	2	2
6	а тем не менее	1	2
7	также и то что	2	2
8	только в том случае	3	2
9	то это значит что	4	2
10	заключается в том что	1	2
11	имеет ничего общего с	2	2
12	то во всяком случае	1	2
13	и тем не менее	1	1
14	с такой точки зрения	1	1
15	а это значит что	1	1
16	что бы то ни	2	1
17	этому поводу необходимо сказать	1	1
18	какой бы то ни	1	1
19	точно так же и	1	1
20	а с другой стороны	2	1
21	по себе уже не	1	1
22	но вот оказывается что	1	1
23	в буквальном смысле слова	1	1
24	есть прежде всего система	1	1
25	если иметь в виду	1	1
26	он не был бы	1	1
27	тем не менее он	1	1
28	в то время как	2	1
29	на самом же деле	2	1
30	в том случае если	2	1
31	так или иначе но	1	1
32	поводу необходимо сказать что	1	1
33	речь идет только о	1	1
34	это вовсе не есть	1	1
35	тоже никуда не годится	1	1
36	бы то ни было	1	1
37	возможно только в том	1	1
38	и в данном случае	1	1
39	взятое само по себе	1	1
40	по этому поводу необходимо	1	1
41	ни в каком смысле	1	1
42	тем не менее и	1	1
43	а иной раз и	1	1
44	в настоящем пункте нашего	1	1
45	этим мы уже встречались	1	1
46	свидетельствует о том что	2	1
47	во что бы то	2	1
48	так же как и	1	1
49	никуда не годится если	1	1
50	мышление если оно не	1	1
51	мы пользуемся не только	1	1
52	он тоже не имел	1	1
53	так как иначе он	1	1
54	мы должны сказать что	1	1
55	в каком смысле не	1	1
56	бы то ни стало	2	1
57	и в то же	2	1
58	в том что в	3	1
59	еще и еще раз	2	1
60	и ни в каком	1	1
61	в том случае когда	1	1
62	с этим мы уже	1	1
63	и то что в	1	1
