N	3gram	Potebnia_M_1	FransuaR
1	то же время	3	6
2	в то же	3	6
3	до сих пор	1	4
4	в связи с	1	4
5	на самом деле	1	3
6	видно что в	1	3
7	его связь с	1	3
8	для того чтобы	2	3
9	по отношению к	13	2
10	но и в	4	2
11	в этом отношении	1	2
12	переходят друг в	1	2
13	можно было бы	1	2
14	одной и той	3	2
15	и во всей	1	2
16	и той же	3	2
17	не может быть	9	2
18	все то что	2	2
19	о том что	1	2
20	друг в друга	1	2
21	как и в	2	2
22	как мы видели	1	2
23	смысле этого слова	1	1
24	и в более	1	1
25	на том что	1	1
26	что иное как	2	1
27	не только ход	1	1
28	имея в виду	1	1
29	и его связь	1	1
30	но и самого	1	1
31	дело в том	2	1
32	так как в	2	1
33	подобно тому как	3	1
34	потому что не	4	1
35	может быть только	1	1
36	с точки зрения	3	1
37	бы то ни	2	1
38	сказать несколько слов	1	1
39	он говорит если	1	1
40	в собственном смысле	1	1
41	что в нем	1	1
42	только там где	1	1
43	таким образом то	1	1
44	и потому не	1	1
45	в применении к	2	1
46	не что иное	2	1
47	там где он	1	1
48	в первом случае	1	1
49	то ни было	1	1
50	и в одном	2	1
51	и в этом	6	1
52	и в этой	1	1
53	притом не только	2	1
54	не только для	2	1
55	во всяком случае	1	1
56	же время не	1	1
57	с другой стороны	5	1
58	само по себе	4	1
59	мы видели что	1	1
60	во всем своем	1	1
61	только то что	1	1
62	между этими двумя	1	1
63	между тем как	1	1
64	заключается в том	1	1
65	в свою очередь	4	1
66	в одном из	1	1
67	но и для	2	1
68	с самого начала	3	1
69	как мы видим	1	1
70	но все же	1	1
71	в них не	2	1
72	в том что	13	1
73	с нею в	1	1
74	что и в	3	1
75	не нуждается в	2	1
76	не так как	1	1
77	при известных условиях	2	1
