N	2gram	Voloshinov_1	Narrotol
1	не только	7	31
2	но и	4	27
3	и не	4	23
4	при этом	6	19
5	может быть	17	15
6	в качестве	1	14
7	в частности	2	14
8	как и	2	13
9	а не	1	13
10	а в	3	13
11	в этом	9	12
12	только в	4	12
13	и в	16	11
14	в данном	1	11
15	и его	8	10
16	времени и	1	9
17	то что	3	9
18	то же	2	8
19	не может	8	8
20	данном случае	1	8
21	в том	3	8
22	уже не	1	8
23	со стороны	1	8
24	и т.п	2	8
25	но в	4	7
26	том что	3	7
27	если бы	1	7
28	на протяжении	2	7
29	у него	2	7
30	в самом	2	6
31	в этой	4	6
32	к тому	1	6
33	и т.д	1	6
34	в его	4	6
35	как бы	5	6
36	один из	2	6
37	как раз	1	6
38	жизни и	3	6
39	и на	4	5
40	той или	1	5
41	так и	4	5
42	точки зрения	8	5
43	в своей	2	5
44	на другой	1	5
45	можно сказать	4	5
46	столь же	1	5
47	еще не	5	4
48	с его	7	4
49	но не	1	4
50	все же	1	4
51	хотя и	1	4
52	из этих	2	4
53	в нем	4	4
54	в мире	1	4
55	в одном	3	4
56	одна из	1	4
57	того чтобы	1	4
58	никогда не	2	4
59	в сознании	1	4
60	что на	2	4
61	к себе	3	4
62	в ней	1	4
63	о том	2	4
64	внимание на	1	4
65	а во	1	4
66	к нему	1	4
67	для него	6	4
68	или иной	1	4
69	прежде всего	9	4
70	матери и	3	4
71	этом и	1	4
72	как известно	1	3
73	и то	1	3
74	самом деле	6	3
75	едва ли	3	3
76	мы имеем	1	3
77	мы не	2	3
78	а для	1	3
79	но как	2	3
80	в центре	1	3
81	и как	3	3
82	к чему	1	3
83	в нашем	1	3
84	но именно	1	3
85	он не	2	3
86	для того	1	3
87	подобно тому	1	3
88	и с	8	3
89	в жизни	2	3
90	не всегда	1	3
91	и ее	4	3
92	их в	3	3
93	однако в	1	3
94	не менее	2	3
95	этом отношении	1	3
96	у нас	1	3
97	и о	2	3
98	еще в	1	3
99	о ней	1	3
100	сводится к	2	3
101	о нем	1	3
102	его жизни	1	3
103	лишь в	1	3
104	в конечном	3	3
105	что он	2	3
106	не говорит	1	3
107	при всей	2	3
108	как это	3	3
109	тому как	1	3
110	быть не	1	3
111	в начале	2	3
112	это уже	1	3
113	не существует	2	3
114	и все	4	3
115	что в	3	3
116	и через	2	2
117	иным как	1	2
118	всех его	2	2
119	и для	2	2
120	в сущности	1	2
121	зависимости от	1	2
122	и самого	1	2
123	между собой	2	2
124	в чем	5	2
125	чем это	1	2
126	друг на	2	2
127	во сне	2	2
128	отнюдь не	4	2
129	та же	1	2
130	роль в	1	2
131	на две	3	2
132	о смерти	1	2
133	и еще	1	2
134	и вот	3	2
135	человека в	1	2
136	не будет	2	2
137	входит в	1	2
138	это было	1	2
139	я в	1	2
140	для них	1	2
141	на друга	2	2
142	жизни но	1	2
143	и того	1	2
144	в этих	3	2
145	сих пор	3	2
146	она не	1	2
147	не имеет	1	2
148	дело в	1	2
149	ничего не	1	2
150	этих двух	1	2
151	связи с	1	2
152	т.п и	1	2
153	же самое	1	2
154	оно не	2	2
155	как мы	4	2
156	с ее	4	2
157	в пределах	2	2
158	что может	1	2
159	с ним	2	2
160	местах и	1	2
161	имеем дело	1	2
162	до сих	3	2
163	с другой	1	2
164	нас в	1	2
165	и только	9	2
166	же в	1	2
167	с ними	4	2
168	дело с	1	2
169	сознания ни	1	2
170	всяком случае	3	2
171	себя в	1	2
172	только на	3	2
173	его и	1	2
174	в конце	1	2
175	к ним	2	2
176	мы можем	9	2
177	и даже	4	2
178	в области	3	2
179	на ее	1	2
180	и притом	3	2
181	что не	2	2
182	а на	2	2
183	зависит от	1	2
184	что мы	2	2
185	позволяет нам	1	2
186	вместе с	3	2
187	и столь	1	2
188	по своему	2	2
189	человека который	1	2
190	о его	1	2
191	и действия	1	2
192	в связи	1	2
193	она может	1	2
194	не подлежит	1	2
195	в году	1	2
196	которая в	1	2
197	но зато	2	2
198	хотя бы	4	2
199	только что	1	2
200	к ее	1	2
201	жизни в	1	2
202	между ними	3	2
203	сказать что	7	2
204	в свою	1	2
205	чем иным	1	2
206	все что	4	2
207	во всяком	3	2
208	постель к	1	1
209	жизнь человека	1	1
210	если б	3	1
211	говоря о	1	1
212	же как	2	1
213	в следующем	1	1
214	на самом	4	1
215	это и	1	1
216	другому человеку	1	1
217	опираясь на	1	1
218	и есть	3	1
219	и которому	1	1
220	по его	1	1
221	мы уже	2	1
222	полагает что	1	1
223	что между	1	1
224	мир не	1	1
225	пока только	1	1
226	то и	1	1
227	из сказанного	2	1
228	привести к	1	1
229	что иное	1	1
230	из того	1	1
231	но даже	1	1
232	мы и	1	1
233	не совсем	1	1
234	первого и	1	1
235	о роли	1	1
236	он был	1	1
237	иное как	1	1
238	бы то	1	1
239	и три	1	1
240	достаточно для	1	1
241	дело обстоит	1	1
242	не входит	1	1
243	тех же	3	1
244	значение и	1	1
245	отношение к	5	1
246	как со	1	1
247	в м	1	1
248	в особом	1	1
249	с этим	2	1
250	и лишь	2	1
251	в полном	1	1
252	когда он	1	1
253	и наконец	4	1
254	и к	6	1
255	что это	2	1
256	ни один	1	1
257	то я	1	1
258	во многих	1	1
259	кажется уже	1	1
260	приводит к	1	1
261	видим и	1	1
262	но ведь	2	1
263	как он	1	1
264	всей его	1	1
265	человек не	1	1
266	что она	1	1
267	главным образом	1	1
268	оно в	1	1
269	как с	2	1
270	в корне	1	1
271	друг с	1	1
272	и по	2	1
273	существенным моментом	1	1
274	таким образом	9	1
275	то ни	1	1
276	во внешнем	1	1
277	уже знаем	1	1
278	той же	1	1
279	его в	4	1
280	с другими	3	1
281	деле в	1	1
282	в итоге	2	1
283	он является	1	1
284	с тем	1	1
285	даже чисто	1	1
286	одна и	1	1
287	в один	4	1
288	здесь она	1	1
289	во время	3	1
290	для больного	1	1
291	с точки	6	1
292	и благодаря	1	1
293	отождествление с	1	1
294	что я	1	1
295	и они	1	1
296	рождение и	2	1
297	точку зрения	1	1
298	что было	1	1
299	жизни является	1	1
300	по крайней	3	1
301	на языке	1	1
302	ни было	2	1
303	человеческое сознание	1	1
304	не слишком	1	1
305	как видим	1	1
306	любовь к	1	1
307	вернемся к	1	1
308	можно ли	1	1
309	возникает в	2	1
310	так как	4	1
311	освободиться от	1	1
312	для всех	4	1
313	обратим внимание	1	1
314	они являются	1	1
315	только когда	1	1
316	во всем	1	1
317	как не	2	1
318	взрослой жизни	1	1
319	так называемый	2	1
320	и делает	1	1
321	него уже	1	1
322	с другом	1	1
323	и со	1	1
324	именно оно	1	1
325	в момент	1	1
326	что хотела	1	1
327	не давая	1	1
328	а три	1	1
329	мы узнаем	1	1
330	могут быть	3	1
331	отличается от	1	1
332	матерью в	1	1
333	узнаем о	1	1
334	эмпирических фактов	1	1
335	для его	1	1
336	пор еще	1	1
337	в виду	1	1
338	говорит и	1	1
339	для всего	1	1
340	только то	2	1
341	говорили что	1	1
342	в более	1	1
343	различие между	1	1
344	сознании а	1	1
345	и сам	1	1
346	в другом	1	1
347	по аналогии	2	1
348	каждого из	1	1
349	мог бы	1	1
350	его времени	1	1
351	из одного	1	1
352	и вообще	2	1
353	остановимся на	1	1
354	похожим на	2	1
355	и вся	2	1
356	не существовало	2	1
357	и здесь	1	1
358	и та	1	1
359	в постель	2	1
360	для нас	2	1
361	или наконец	1	1
362	во всех	3	1
363	с нами	1	1
364	а потому	4	1
365	нуждается в	5	1
366	на одном	1	1
367	что и	2	1
368	крайней мере	3	1
369	не более	1	1
370	все время	1	1
371	человека как	1	1
372	в него	5	1
373	и мы	2	1
374	повторяющееся в	1	1
375	она служит	1	1
376	оно и	2	1
377	тот же	1	1
378	мы увидим	1	1
379	бы из	1	1
380	смерти как	1	1
381	по мнению	1	1
382	бы ни	1	1
383	об их	1	1
384	с одной	1	1
385	со всеми	2	1
386	того же	2	1
387	уже в	1	1
388	в душе	2	1
389	конечном счете	2	1
390	плана в	1	1
391	а то	1	1
392	наше ощущение	1	1
393	не случайно	1	1
394	случае не	1	1
395	них мы	1	1
396	момент в	2	1
397	по смыслу	1	1
398	даже не	3	1
399	и братьев	1	1
400	его смерти	1	1
401	для этого	2	1
402	на чем	1	1
403	наконец в	1	1
404	а с	1	1
405	мы еще	1	1
406	что для	1	1
407	говорит о	1	1
408	связано с	1	1
409	одной стороны	1	1
410	на этот	1	1
411	не на	2	1
412	обращение с	1	1
413	он даже	1	1
414	в комнате	1	1
415	но никогда	1	1
416	потока на	1	1
417	разных местах	1	1
418	с помощью	2	1
419	связь с	1	1
420	так же	2	1
421	из мира	1	1
422	и потому	3	1
423	в рамках	1	1
424	не удается	2	1
425	в историю	2	1
426	в человеке	1	1
427	центральный пункт	1	1
428	не можем	2	1
429	матери а	1	1
430	на ранних	2	1
431	как один	1	1
432	своей жизни	2	1
433	но это	2	1
434	все это	4	1
435	в культуре	1	1
436	и собственно	1	1
437	и борьба	1	1
438	сам же	1	1
439	одного и	1	1
440	известной степени	1	1
441	мышления в	1	1
442	при таком	1	1
443	матери если	1	1
444	не он	1	1
445	это первое	1	1
446	моей жизни	2	1
447	сознания и	2	1
448	в голову	2	1
449	интерес к	1	1
450	еще более	1	1
451	ключом к	1	1
452	сон в	1	1
453	в период	1	1
454	не знает	2	1
455	совершенно не	8	1
456	взгляда на	1	1
457	и мышления	1	1
458	в свое	2	1
459	на свет	1	1
460	жизни мы	1	1
461	себе но	1	1
462	по поводу	1	1
463	ли признать	1	1
464	к этому	2	1
465	они не	2	1
