N	3gram	Propp_Isto_7	Narrotol
1	в том что	4	8
2	с одной стороны	4	7
3	о том что	5	6
4	по отношению к	1	6
5	не может быть	3	5
6	и не в	1	4
7	в данном случае	3	4
8	все же не	1	4
9	с другой стороны	8	4
10	но все же	2	4
11	состоит в том	1	3
12	бы то ни	1	3
13	обращает на себя	1	3
14	то ни было	1	3
15	тем не менее	4	3
16	а не в	1	2
17	более или менее	1	2
18	с точки зрения	1	2
19	можно было бы	1	2
20	не отличается от	1	2
21	точно так же	2	2
22	ту или иную	1	2
23	тогда как в	1	2
24	так же как	4	2
25	не только в	5	2
26	на первый взгляд	4	2
27	в связи с	1	2
28	этой точки зрения	3	2
29	на том свете	1	2
30	не в состоянии	1	1
31	в чистом виде	1	1
32	только потому что	1	1
33	а не с	1	1
34	в самом деле	1	1
35	и в особенности	1	1
36	то же самое	1	1
37	же как и	1	1
38	он не может	1	1
39	ничем не отличается	1	1
40	но далеко не	1	1
41	до сих пор	2	1
42	не входит в	1	1
43	независимо от того	1	1
44	том что именно	1	1
45	но это не	2	1
46	от отца к	3	1
47	а иногда и	1	1
48	он не мог	1	1
49	до наших дней	1	1
50	с этой точки	3	1
51	на передний план	1	1
52	один из них	1	1
53	в первый раз	1	1
54	к сыну а	1	1
55	и тот же	1	1
56	это не так	1	1
57	имеем дело с	1	1
58	отца к сыну	3	1
59	то что он	1	1
60	она все же	1	1
61	как мы увидим	1	1
62	один и тот	1	1
63	но не может	1	1
64	но уже в	1	1
65	не имеет значения	1	1
66	от тестя к	2	1
67	и когда он	1	1
68	так и в	2	1
69	в том чтобы	2	1
70	уже в качестве	1	1
71	не в его	1	1
72	и тем более	1	1
73	мысль о том	1	1
74	в мировом фольклоре	1	1
75	или может быть	1	1
76	совершенно очевидно что	1	1
77	как мы уже	1	1
78	легко может быть	1	1
79	как и в	2	1
80	тестя к зятю	2	1
81	как мы видели	1	1
