N	2gram	Propp_Isto_1	NovoeSre
1	а не	15	17
2	и в	28	16
3	не может	15	16
4	совсем не	1	12
5	и не	9	11
6	и есть	1	10
7	в эпоху	2	9
8	что в	12	9
9	в том	9	8
10	он не	2	8
11	в этом	8	7
12	может быть	25	7
13	как и	4	7
14	средние века	1	7
15	не в	9	6
16	никогда не	14	6
17	но это	4	6
18	не знает	5	6
19	должен быть	3	5
20	мы живем	1	5
21	в ней	7	5
22	и к	1	5
23	живем в	1	5
24	не только	12	5
25	в жизни	1	5
26	xix века	2	5
27	все это	4	5
28	в нем	2	5
29	большую роль	2	4
30	о том	9	4
31	и мы	2	4
32	в них	1	4
33	то что	9	4
34	это не	7	4
35	прежде всего	10	4
36	не было	1	4
37	должно быть	2	4
38	и потому	2	4
39	значит что	1	4
40	не менее	6	4
41	и для	4	4
42	и все	1	4
43	потому что	4	4
44	с другой	6	3
45	в ее	2	3
46	в средние	1	3
47	должна быть	5	3
48	вопрос о	5	3
49	еще не	7	3
50	во всех	2	3
51	в истории	1	3
52	наряду с	3	3
53	как в	2	3
54	конечно не	2	3
55	не значит	1	3
56	к ним	4	3
57	подобно тому	1	3
58	но и	10	3
59	это было	2	3
60	не есть	2	3
61	и пр	4	3
62	не означает	2	3
63	с тем	4	3
64	я ищу	1	3
65	в своей	1	3
66	к жизни	1	3
67	тому как	1	3
68	в прошлом	1	3
69	она не	1	3
70	эти формы	3	3
71	что такое	2	3
72	не существует	2	3
73	в основе	4	3
74	истории не	1	3
75	к тому	6	3
76	сказать что	5	3
77	которых не	1	2
78	и это	1	2
79	же как	2	2
80	связана с	1	2
81	это и	1	2
82	время как	3	2
83	ведь и	1	2
84	можно было	5	2
85	так и	9	2
86	природе и	1	2
87	времени и	1	2
88	мы не	10	2
89	и с	4	2
90	для этого	3	2
91	стремление к	1	2
92	но она	1	2
93	я не	3	2
94	и должно	3	2
95	вот почему	1	2
96	и что	10	2
97	и на	4	2
98	стоят на	1	2
99	должно было	1	2
100	но не	5	2
101	века и	1	2
102	с этим	4	2
103	помнить что	1	2
104	ни к	2	2
105	хотя и	1	2
106	не хотят	1	2
107	но в	8	2
108	который в	1	2
109	все эти	4	2
110	с одной	4	2
111	себя в	2	2
112	в себе	2	2
113	уже не	3	2
114	не будут	1	2
115	том чтобы	2	2
116	у него	1	2
117	люди не	1	2
118	что она	5	2
119	и даже	4	2
120	этом смысле	1	2
121	зависит от	2	2
122	для чего	1	2
123	том что	7	2
124	вместе с	6	2
125	так же	7	2
126	одной стороны	4	2
127	центр тяжести	1	2
128	такого рода	1	2
129	другой стороны	5	2
130	по существу	5	2
131	не могли	1	2
132	как будто	4	2
133	как это	3	2
134	равно как	1	2
135	в то	3	2
136	одна из	2	2
137	того чтобы	1	2
138	и от	2	2
139	хотя бы	4	2
140	а в	7	2
141	когда мы	2	2
142	могут быть	4	2
143	можно назвать	2	2
144	и народы	2	1
145	также что	1	1
146	оно может	2	1
147	ограничен и	1	1
148	обращена к	1	1
149	что образ	1	1
150	он может	1	1
151	он находится	1	1
152	приводит к	2	1
153	слова а	1	1
154	и этот	1	1
155	в образе	3	1
156	с собой	1	1
157	на нее	2	1
158	мы уже	1	1
159	очень долго	1	1
160	не с	3	1
161	еще в	2	1
162	к тем	1	1
163	героя но	1	1
164	это делали	1	1
165	с ним	2	1
166	говорить о	1	1
167	царь или	1	1
168	в дальний	1	1
169	на себя	1	1
170	эпохи в	1	1
171	путь на	1	1
172	мы всегда	1	1
173	то это	3	1
174	в виду	1	1
175	зависимости от	2	1
176	что религия	1	1
177	это время	2	1
178	на формальной	1	1
179	более высокой	1	1
180	на них	2	1
181	все в	1	1
182	не могут	2	1
183	своего рода	1	1
184	в которую	3	1
185	сами могут	1	1
186	то он	2	1
187	древнего египта	1	1
188	также еще	1	1
189	по небу	1	1
190	значение и	2	1
191	в его	5	1
192	отличие от	2	1
193	и только	2	1
194	начала xix	1	1
195	и она	2	1
196	к ложным	1	1
197	в значительной	1	1
198	к которому	5	1
199	в своем	5	1
200	в формах	1	1
201	было думать	1	1
202	глубже чем	1	1
203	что он	10	1
204	только в	11	1
205	во всем	3	1
206	по своей	2	1
207	от этого	2	1
208	в этот	1	1
209	к чему	3	1
210	он действует	1	1
211	а во-вторых	1	1
212	то время	3	1
213	он в	2	1
214	и жизни	1	1
215	из этих	1	1
216	тоже не	2	1
217	же и	1	1
218	для всех	2	1
219	и у	1	1
220	в большинстве	4	1
221	дальше и	1	1
222	духовной культуры	1	1
223	существу своему	1	1
224	раньше чем	4	1
225	от других	1	1
226	доля истины	1	1
227	большинстве случаев	4	1
228	своем развитии	1	1
229	народы в	1	1
230	из них	3	1
231	бы к	1	1
232	все еще	1	1
233	для того	1	1
234	земли и	1	1
235	и их	3	1
236	этого нельзя	1	1
237	и когда	2	1
238	слова в	1	1
239	сами по	1	1
240	в конце	1	1
241	но ведь	1	1
242	они сами	1	1
243	часто не	1	1
244	не ставится	1	1
245	друг друга	1	1
246	уже оказывается	2	1
247	которые могут	3	1
248	тем что	3	1
249	в основу	1	1
250	но все	4	1
251	это конечно	3	1
252	значительной степени	1	1
253	от нее	1	1
254	формы к	1	1
255	культуры но	1	1
256	этом он	1	1
257	том случае	1	1
258	до начала	1	1
259	возможно что	1	1
260	ней и	1	1
261	в глубине	2	1
262	из всех	2	1
263	них не	1	1
264	а по	2	1
265	знает что	1	1
266	всех народов	1	1
267	было бы	7	1
268	труд и	1	1
269	было и	1	1
270	в отличие	2	1
271	что не	2	1
272	но оно	4	1
273	социальной жизни	4	1
274	обратиться к	1	1
275	связано с	2	1
276	их не	2	1
277	превращается в	4	1
278	нет в	2	1
279	они не	4	1
280	в этой	6	1
281	с большей	1	1
282	быть понят	1	1
283	еще достаточно	1	1
284	ничем не	1	1
285	не на	2	1
286	этого не	1	1
287	не всегда	8	1
288	отказаться от	2	1
289	когда ей	1	1
290	изнутри а	1	1
291	ее на	1	1
292	когда она	1	1
293	что мы	7	1
294	посвящения в	1	1
295	перед собой	1	1
296	и еще	1	1
297	в эту	1	1
298	в этих	7	1
299	может иметь	1	1
300	во время	3	1
301	уже давно	1	1
302	но если	2	1
303	и сейчас	1	1
304	в такой	2	1
305	на это	2	1
306	и всеми	1	1
307	в котором	3	1
308	в советской	1	1
309	только для	2	1
310	ничего нет	1	1
311	установить что	4	1
312	мы в	2	1
313	одна сторона	1	1
314	власть над	1	1
315	у нас	1	1
316	переходит от	1	1
317	в зависимости	2	1
318	другой же	1	1
319	в силу	5	1
320	но он	1	1
321	о человеке	1	1
322	будет поставлен	1	1
323	быть только	1	1
324	а живой	1	1
325	мы должны	13	1
326	и более	1	1
327	есть еще	2	1
328	их в	5	1
329	что этот	2	1
330	получает свое	1	1
331	быть не	1	1
332	по себе	3	1
333	в это	1	1
334	нас к	1	1
335	и вся	1	1
336	будто бы	3	1
337	нет никакого	1	1
338	в политических	1	1
339	сих пор	5	1
340	так как	6	1
341	и развивается	1	1
342	противоположен принципу	1	1
343	природу и	1	1
344	в познании	1	1
345	жизни народа	1	1
346	истории но	1	1
347	должны быть	4	1
348	в более	1	1
349	не по	2	1
350	до сих	5	1
351	глядит из	1	1
352	же стороны	1	1
353	так много	1	1
354	формах и	1	1
355	о природе	1	1
356	которая в	1	1
357	чтобы понять	1	1
358	всего что	1	1
359	бы он	1	1
360	или нет	1	1
361	явление в	1	1
362	которое можно	1	1
363	к этой	1	1
364	внутреннему содержанию	1	1
365	к ней	1	1
366	социальное значение	1	1
367	и его	3	1
368	а также	1	1
369	или не	1	1
370	все более	1	1
371	замечательно что	1	1
372	они будут	1	1
373	жизни отдельных	1	1
374	сам собой	1	1
375	вступает в	2	1
376	в области	2	1
377	только одна	1	1
378	нет ничего	1	1
379	в каком	1	1
380	ему не	1	1
381	должны помнить	1	1
382	и оно	1	1
383	совсем нет	2	1
384	но можно	1	1
385	прогресса в	1	1
386	жизни а	1	1
387	есть только	3	1
388	есть признак	1	1
389	и всех	1	1
390	ли он	3	1
391	в которой	1	1
392	всегда есть	1	1
393	огромное значение	1	1
394	жизни мы	1	1
395	эти слова	1	1
396	быть признана	1	1
397	во всяком	1	1
398	верований но	1	1
399	оно не	1	1
400	него как	1	1
401	он часто	1	1
