N	3gram	Tiupa_Vved_1	Hudozhes
1	в том что	3	11
2	по отношению к	7	7
3	о том что	4	7
4	так и не	1	4
5	подобно тому как	2	4
6	то же время	3	4
7	в то же	4	4
8	но при этом	2	3
9	не может быть	3	3
10	как и в	2	3
11	в конечном счете	1	3
12	с одной стороны	5	3
13	тем не менее	3	3
14	в соответствии с	6	3
15	состоит в том	2	2
16	а не в	1	2
17	о том как	1	2
18	что у нее	1	2
19	и в этом	1	2
20	и в то	1	2
21	можно было бы	2	2
22	как он сам	1	2
23	тогда как в	1	2
24	в данном случае	6	2
25	то же самое	1	2
26	как будто бы	3	2
27	в этом и	1	2
28	не в духе	1	2
29	не только в	2	2
30	к тому же	4	2
31	той или иной	2	1
32	точки над i	1	1
33	по воле автора	1	1
34	мы пока еще	1	1
35	этом и состоит	1	1
36	строгом значении этого	1	1
37	мы узнаем что	1	1
38	двух или нескольких	2	1
39	в котором он	1	1
40	в настоящее время	1	1
41	и все же	4	1
42	именно то что	1	1
43	принимает на себя	1	1
44	в контексте рассказа	1	1
45	а о чем	1	1
46	при этом он	1	1
47	в этом отношении	4	1
48	присутствия в мире	2	1
49	том числе и	1	1
50	если бы она	1	1
51	а с другой	2	1
52	как будто он	1	1
53	мы не вправе	1	1
54	тому же в	1	1
55	в таком случае	1	1
56	в значительной степени	1	1
57	едва ли не	2	1
58	в строгом значении	1	1
59	или иначе в	1	1
60	утра до вечера	1	1
61	с детьми а	1	1
62	мы тем не	1	1
63	имеем дело с	2	1
64	а не как	1	1
65	все же не	1	1
66	на фоне его	1	1
67	и в жизни	2	1
68	во втором эпизоде	1	1
69	с другой стороны	1	1
70	и становится свидетелем	1	1
71	и т.п в	1	1
72	на этом пути	1	1
73	об этом и	1	1
74	места времени и	1	1
75	содержит в себе	1	1
76	а в том	1	1
77	не могло быть	1	1
78	к такого рода	1	1
79	на наших глазах	1	1
80	том что без	1	1
81	в первом случае	1	1
82	в этом случае	1	1
83	может быть реализована	1	1
84	и в самом	1	1
85	с того что	1	1
86	по сути дела	1	1
87	можно сказать что	1	1
88	друг от друга	1	1
89	как бы в	1	1
90	в том числе	1	1
91	значении этого термина	1	1
92	и в конечном	1	1
93	рассказываемой жизни и	1	1
94	в ответ на	1	1
95	мы имеем дело	3	1
96	в своем воображении	1	1
97	здесь не в	1	1
98	с утра до	1	1
99	в художественном тексте	1	1
100	обратим внимание на	1	1
101	пока еще не	3	1
102	в пределах одного	1	1
103	в чеховском рассказе	1	1
