N	3gram	Bakhtin_fo_1	Analitik
1	о том что	1	6
2	в том что	2	6
3	в данном случае	1	5
4	по отношению к	3	4
5	с одной стороны	2	4
6	и в этом	1	4
7	в этом случае	1	4
8	к тому же	2	4
9	в этом отношении	3	3
10	в самом начале	1	3
11	той или иной	2	3
12	как и в	2	3
13	в соответствии с	2	2
14	с точки зрения	2	2
15	в то же	6	2
16	то есть в	1	2
17	в значительной степени	1	2
18	не только в	2	2
19	в отличие от	2	2
20	по природе своей	2	2
21	то же время	9	2
22	и в самом	1	2
23	жизни но и	1	1
24	примет в осмысленном	1	1
25	одних и тех	2	1
26	в данный момент	1	1
27	в тех случаях	1	1
28	почти вовсе не	1	1
29	как мы это	1	1
30	как раз не	1	1
31	во времени и	1	1
32	в осмысленном и	1	1
33	как раз и	2	1
34	которые могут быть	1	1
35	и во всех	1	1
36	с одной из	1	1
37	сами по себе	1	1
38	но и на	1	1
39	из того же	1	1
40	но и в	2	1
41	во всех этих	1	1
42	на себе и	1	1
43	с самим собою	3	1
44	со всех сторон	1	1
45	и временных примет	1	1
46	вместе с ними	1	1
47	и тех же	2	1
48	и конкретном целом	1	1
49	в конкретное единство	1	1
50	до известной степени	1	1
51	и тогда когда	1	1
52	имеет место слияние	1	1
53	и все его	1	1
54	и то же	3	1
55	в нашем случае	1	1
56	ни к какой	1	1
57	в свою очередь	1	1
58	в связи с	5	1
59	одно и то	3	1
60	прежде всего в	1	1
61	не оставляет места	1	1
62	место слияние пространственных	1	1
63	и в словах	1	1
64	нашем случае в	1	1
65	пространственных и временных	2	1
66	не может быть	3	1
67	в этом ряду	1	1
68	сюжетного и композиционного	1	1
69	не только на	1	1
70	времени и пространстве	1	1
71	при сопоставлении с	1	1
72	в самом деле	1	1
73	тех случаях когда	1	1
74	но отнюдь не	1	1
75	сама по себе	1	1
76	друг с другом	1	1
77	борьбе с собой	1	1
78	временных примет в	1	1
79	но в качестве	1	1
80	в себе не	1	1
81	осмысленном и конкретном	1	1
82	слияние пространственных и	1	1
83	с самим собой	2	1
