N	2gram	Bakhtin_Pr_2	Poddanst
1	не только	11	17
2	и в	43	14
3	и не	29	12
4	в этом	13	10
5	в отношении	3	10
6	в качестве	1	9
7	но в	10	9
8	то же	8	9
9	в том	6	9
10	в пределах	16	8
11	хотя бы	2	8
12	только в	4	7
13	в то	7	7
14	же время	5	7
15	было бы	5	6
16	но и	14	6
17	в смысле	1	6
18	отношении к	2	5
19	в которых	2	5
20	с другой	4	5
21	может быть	23	5
22	и пр	2	5
23	а я	1	5
24	не в	11	5
25	и о	2	5
26	если бы	3	4
27	в своем	4	4
28	и к	3	4
29	как бы	22	4
30	и если	1	4
31	том что	2	4
32	не может	18	4
33	и потому	1	4
34	в котором	6	4
35	по себе	11	4
36	что в	4	4
37	же в	1	4
38	а в	5	4
39	то что	7	4
40	и т	13	3
41	мы не	4	3
42	между тем	3	3
43	это не	3	3
44	хотя и	5	3
45	и как	2	3
46	тот же	3	3
47	с ними	2	3
48	с одной	1	3
49	в себе	5	3
50	в нем	12	3
51	сами по	1	3
52	прежде всего	10	3
53	одной стороны	1	3
54	и без	2	3
55	с точки	8	3
56	но не	5	3
57	могут быть	3	3
58	т е	26	3
59	точки зрения	13	3
60	я и	2	3
61	и это	4	2
62	отношения к	2	2
63	например в	2	2
64	в ее	1	2
65	и есть	1	2
66	в мире	1	2
67	есть не	1	2
68	которую мы	1	2
69	является в	1	2
70	есть нечто	1	2
71	но к	2	2
72	никак не	5	2
73	не нужно	2	2
74	в значительной	1	2
75	во всех	4	2
76	ценности в	1	2
77	если в	1	2
78	в общем	1	2
79	во всей	1	2
80	из важнейших	1	2
81	с этим	2	2
82	того что	2	2
83	стороны и	3	2
84	и весьма	1	2
85	к чему	1	2
86	бы ни	2	2
87	теперь в	3	2
88	есть в	3	2
89	но о	1	2
90	и резко	1	2
91	в начале	1	2
92	в его	10	2
93	из них	2	2
94	в виде	3	2
95	не к	1	2
96	в выборе	1	2
97	как раз	4	2
98	именно как	2	2
99	и с	5	2
100	точек зрения	4	2
101	и мы	1	2
102	и тем	1	2
