N	2gram	Vygotskiy__2	Dialekti
1	не есть	1	40
2	и не	7	30
3	по себе	7	25
4	и в	15	18
5	точки зрения	26	17
6	ничего не	3	17
7	может быть	9	17
8	и есть	2	16
9	в нем	1	16
10	ни в	2	15
11	не имеет	4	15
12	так что	1	15
13	потому что	7	14
14	а не	3	14
15	не только	15	13
16	и даже	5	13
17	то что	20	13
18	что в	14	13
19	в этом	19	12
20	было бы	10	12
21	с точки	18	12
22	если бы	8	12
23	и что	8	12
24	не может	9	12
25	что это	6	11
26	учение о	1	11
27	в себе	2	11
28	что он	12	11
29	так как	4	11
30	как бы	7	11
31	все это	4	11
32	то же	5	10
33	есть нечто	2	10
34	несмотря на	4	10
35	что такое	1	10
36	прежде всего	4	10
37	сказать что	6	10
38	и то	1	9
39	отнюдь не	2	9
40	стало быть	2	9
41	так и	8	9
42	это не	5	9
43	том что	27	9
44	никогда не	8	9
45	это есть	2	9
46	в том	33	9
47	сама по	2	8
48	но это	1	8
49	к нему	1	8
50	также и	2	7
51	и как	2	7
52	что она	3	7
53	что не	1	7
54	как она	1	7
55	той или	2	7
56	не существует	3	7
57	мы находим	6	7
58	вовсе не	6	7
59	но и	10	7
60	сам по	1	6
61	хотя бы	4	6
62	в чем	1	6
63	не то	2	6
64	но в	6	6
65	с другой	6	6
66	и вот	1	6
67	не в	8	6
68	она не	1	6
69	с ним	3	6
70	можно сказать	2	6
71	ни с	1	6
72	да и	1	6
73	говорить о	2	5
74	я не	1	5
75	и он	1	5
76	общего с	2	5
77	в своем	9	5
78	все же	4	5
79	себе не	1	5
80	в противоположность	2	5
81	на то	6	5
82	и с	4	5
83	что оно	4	5
84	и мы	2	5
85	в этих	2	5
86	но если	2	5
87	в отношении	6	5
88	в виду	6	5
89	в дальнейшем	1	5
90	можно было	5	5
91	мы должны	6	5
92	он сам	3	5
93	само по	2	5
94	в особенности	1	5
95	об отношении	3	5
96	или не	1	5
97	а в	4	5
98	это и	1	4
99	мы говорим	1	4
100	то это	1	4
101	как он	6	4
102	одно и	1	4
103	об этом	3	4
104	нисколько не	2	4
105	а есть	1	4
106	и более	2	4
107	на всю	1	4
108	что эта	6	4
109	и притом	1	4
110	только и	1	4
111	к ней	2	4
112	к тому	7	4
113	ничего общего	1	4
114	как мы	6	4
115	только то	1	4
116	быть может	2	4
117	и вообще	2	4
118	о том	9	4
119	от него	1	4
120	мы видим	4	4
121	но не	3	4
122	в котором	2	4
123	мы можем	10	4
124	не говорит	1	4
125	как раз	4	4
126	больше того	3	4
127	как это	6	4
128	или другой	1	4
129	так же	4	4
130	другой стороны	1	4
131	во всяком	7	4
132	самом деле	6	3
133	для науки	1	3
134	от самого	1	3
135	действительности и	3	3
136	есть не	1	3
137	учение об	1	3
138	в ней	1	3
139	мысли и	1	3
140	на самом	3	3
141	все равно	2	3
142	что они	3	3
143	стороны и	2	3
144	говорит что	5	3
145	более или	2	3
146	конечно не	1	3
147	от этого	2	3
148	но эта	3	3
149	в самом	11	3
150	та же	1	3
151	и идея	1	3
152	он не	7	3
153	которой не	1	3
154	и еще	1	3
155	но все	2	3
156	этом смысле	2	3
157	в них	4	3
158	должно быть	2	3
159	или менее	2	3
160	в их	2	3
161	точку зрения	6	3
162	друг другу	1	3
163	даже в	4	3
164	тому что	1	3
165	в основе	3	3
166	случае не	2	3
167	иметь в	1	3
168	в сознании	1	3
169	только с	1	3
170	уже и	2	3
171	могут быть	2	3
172	его с	2	3
173	указывает на	2	3
174	и о	1	3
175	имеет никакого	1	3
176	с наукой	1	3
177	сознания и	1	3
178	что и	2	3
179	один из	1	3
180	но с	2	3
181	только в	4	3
182	только на	1	3
183	но что	2	3
184	же это	2	3
185	или иной	2	3
186	точек зрения	1	3
187	и из	2	3
188	еще и	1	3
189	что для	3	3
190	ничем не	3	3
191	и потому	1	3
192	нет еще	1	3
193	в данном	3	3
194	относиться к	1	3
195	что же	2	3
196	в его	2	3
197	не является	9	3
198	и все	3	3
199	у них	2	3
200	или нет	1	3
201	бы в	1	3
202	еще более	1	3
203	только что	3	3
204	о чем-то	1	3
205	думать что	1	3
206	гораздо более	1	3
207	говоря о	1	2
208	же как	2	2
209	ли оно	1	2
210	вещь не	1	2
211	у гете	1	2
212	деле же	2	2
213	или наоборот	1	2
214	что если	2	2
215	что уже	1	2
216	вопрос о	5	2
217	то мы	1	2
218	друг к	1	2
219	из этих	4	2
220	но как	1	2
221	точка зрения	3	2
222	себе и	1	2
223	что именно	3	2
224	с этим	3	2
225	на деле	5	2
226	что как	3	2
227	и где	1	2
228	он на	3	2
229	бы и	3	2
230	образом и	1	2
231	все эти	3	2
232	тому же	1	2
233	связанные с	1	2
234	в виде	1	2
235	на этом	1	2
236	является не	1	2
237	могла бы	1	2
238	и может	1	2
239	к другу	1	2
240	это было	1	2
241	с другими	3	2
242	мы имеем	3	2
243	с этой	2	2
244	как и	6	2
245	до сих	1	2
246	и тогда	2	2
247	не больше	1	2
248	со всей	4	2
249	и при	1	2
250	в своей	4	2
251	то он	2	2
