N	3gram	Tiupa_Lite_3	Dialekti
1	с точки зрения	3	9
2	в том что	4	9
3	что иное как	1	8
4	не что иное	1	8
5	не может быть	3	6
6	то же время	7	6
7	в то же	7	6
8	сама по себе	1	5
9	для того чтобы	1	5
10	субъекта и объекта	1	4
11	это и есть	1	4
12	подобно тому как	2	4
13	имеется в виду	1	3
14	не говоря уже	4	3
15	говоря уже о	3	3
16	на то что	2	3
17	одних и тех	1	2
18	о том как	1	2
19	хотя бы и	1	2
20	с этой точки	1	2
21	и тех же	1	2
22	ту или иную	1	2
23	ничего общего с	1	2
24	потому что здесь	1	2
25	этой точки зрения	1	2
26	в свою очередь	1	2
27	и в частности	2	2
28	между искусством и	1	2
29	тем не менее	1	2
30	далеко еще не	1	1
31	именно на этот	1	1
32	и вне меня	1	1
33	может быть только	1	1
34	и не только	1	1
35	именно в этом	1	1
36	в отличие от	5	1
37	так как мы	1	1
38	в себе и	1	1
39	всегда так или	1	1
40	то что я	2	1
41	а именно миф	1	1
42	шла речь в	1	1
43	самого по себе	1	1
44	некоторые из них	1	1
45	и тем не	1	1
46	и то что	1	1
47	а не только	1	1
48	содержит в себе	1	1
49	в данном случае	4	1
50	не только в	2	1
51	в нас самих	1	1
52	вслед за ним	1	1
53	он сам не	1	1
54	личности когда он	1	1
55	и при этом	1	1
56	то что было	1	1
57	так или иначе	2	1
58	в связи с	1	1
59	уже не может	1	1
60	а не как	2	1
61	я не могу	1	1
62	как бы в	1	1
63	днем и ночью	1	1
64	а не просто	1	1
65	том что они	1	1
66	о том что	4	1
67	и вместе с	2	1
68	которое может быть	1	1
69	не только не	1	1
70	вопрос о том	1	1
71	может быть выражено	1	1
72	с другой стороны	2	1
73	может и не	1	1
74	друг от друга	1	1
75	это как бы	1	1
76	но это не	1	1
77	и не имеет	1	1
78	легко может быть	1	1
79	в отношении к	1	1
80	может быть в	1	1
81	из того что	2	1
82	той или иной	2	1
