N	2gram	Voloshinov_1	Komedia
1	и в	13	22
2	том что	2	12
3	в г	2	11
4	но и	3	11
5	в том	2	11
6	не только	6	10
7	в то	1	10
8	как и	3	9
9	может быть	8	9
10	таким образом	6	8
11	и его	12	8
12	в одном	3	8
13	и не	8	8
14	едва ли	1	7
15	в этой	1	7
16	и других	1	7
17	то же	4	6
18	не в	3	6
19	в отношении	2	6
20	в конце	1	6
21	что он	1	6
22	и гг	1	6
23	такого рода	1	6
24	к тому	2	6
25	а в	2	6
26	в которой	3	6
27	что в	3	6
28	в истории	1	5
29	как в	2	5
30	при этом	2	5
31	потому что	1	5
32	так и	3	5
33	еще в	2	5
34	между тем	2	5
35	один из	1	5
36	уже в	2	5
37	в его	7	5
38	прежде всего	9	5
39	о которых	1	5
40	с другой	2	5
41	все это	4	5
42	другой стороны	2	5
43	по которым	1	4
44	что они	2	4
45	но в	4	4
46	в нем	2	4
47	и вот	1	4
48	в другом	2	4
49	г в	3	4
50	несмотря на	2	4
51	точки зрения	7	4
52	в их	3	4
53	так как	3	4
54	же время	1	4
55	ли не	1	4
56	так в	1	4
57	а также	2	4
58	мы можем	4	4
59	тем что	2	4
60	и особенно	1	4
61	по поводу	1	4
62	к этому	1	4
63	же как	1	3
64	в тех	2	3
65	мы не	4	3
66	и о	1	3
67	в чем	2	3
68	с одной	2	3
69	в этом	2	3
70	все же	5	3
71	и как	1	3
72	в целом	2	3
73	на то	1	3
74	да и	3	3
75	здесь мы	3	3
76	его в	1	3
77	в них	2	3
78	и ее	2	3
79	вопрос о	1	3
80	не менее	2	3
81	на всю	1	3
82	по отношению	3	3
83	того как	1	3
84	за исключением	1	3
85	в сознании	4	3
86	этом отношении	1	3
87	могут быть	2	3
88	как из	1	3
89	в образе	1	3
90	тот же	2	3
91	одной из	1	3
92	только в	6	3
93	и у	1	3
94	в виде	1	3
95	в начале	1	3
96	отношение к	1	3
97	каждый из	1	3
98	в свои	1	3
99	к которому	1	3
100	так же	2	3
101	как это	1	3
102	одной стороны	2	3
103	в течение	2	3
104	не мог	2	3
105	всего в	1	3
106	и все	3	3
107	отношению к	3	3
108	как известно	1	2
109	того же	1	2
110	здесь и	1	2
111	ту же	1	2
112	на две	2	2
113	на себя	1	2
114	столь же	1	2
115	тем как	1	2
116	совсем не	1	2
117	отличие от	1	2
118	за пределы	3	2
119	к сожалению	2	2
120	чем же	2	2
121	что к	1	2
122	что касается	1	2
123	в самом	2	2
124	в себе	3	2
125	на этом	1	2
126	к г	1	2
127	связанные с	2	2
128	на все	1	2
129	было бы	4	2
130	и тем	2	2
131	для них	1	2
132	такой же	1	2
133	или менее	1	2
134	которую он	1	2
135	тем не	1	2
136	одна из	1	2
137	по своей	1	2
138	в области	2	2
139	же самое	1	2
140	для себя	2	2
141	с ее	1	2
142	на нем	1	2
143	стр и	1	2
144	в себя	1	2
145	мог бы	2	2
146	для этого	1	2
147	и здесь	1	2
148	еще не	1	2
149	который в	1	2
150	для всех	1	2
151	вовсе не	2	2
152	вслед за	2	2
153	еще и	4	2
154	до конца	1	2
155	из наиболее	1	2
156	у других	1	2
157	не может	8	2
158	вместе с	1	2
159	но не	1	2
160	к нему	1	2
161	но это	1	2
162	и художественных	1	2
163	или в	1	2
164	только что	1	2
165	то что	6	2
166	для исследования	2	2
167	греции и	1	2
168	в действительности	2	2
169	ее в	2	2
170	в своих	2	2
171	и наиболее	2	1
172	можно говорить	1	1
173	также и	1	1
174	обычно в	1	1
175	зависимость от	1	1
176	в этот	2	1
177	самое слово	1	1
178	на самом	1	1
179	не что	2	1
180	в нашу	1	1
181	действительного или	1	1
182	в зависимости	2	1
183	одним из	1	1
184	мы уже	2	1
185	темы в	1	1
186	что иное	2	1
187	из того	1	1
188	ему в	1	1
189	то это	1	1
190	зависимости от	2	1
191	как свой	1	1
192	мы здесь	1	1
193	в мире	1	1
194	и он	1	1
195	в ней	2	1
196	иное как	2	1
197	и подобно	1	1
198	стилистических приемов	6	1
199	не входит	1	1
200	отнюдь не	1	1
201	основная мысль	2	1
202	течение всего	1	1
203	с этим	3	1
204	для создания	1	1
205	в своем	1	1
206	тех случаях	1	1
207	в полном	2	1
208	обоснование в	1	1
209	его к	1	1
210	и к	2	1
211	более или	1	1
212	не приходится	1	1
213	платон в	1	1
214	что же	3	1
215	чуть ли	1	1
216	одном случае	1	1
217	только на	1	1
218	остановиться на	1	1
219	и тот	1	1
220	роль в	2	1
221	чем его	1	1
222	века к	1	1
223	в поэтике	3	1
224	состоит в	1	1
225	к одному	3	1
226	сказал что	1	1
227	на службу	1	1
228	из него	1	1
229	подобно тому	1	1
230	людей и	1	1
231	что она	1	1
232	же не	1	1
233	в совершенно	1	1
234	конечно в	2	1
235	об этом	1	1
236	говорить не	1	1
237	свою полную	1	1
238	между отдельными	1	1
239	и находит	1	1
240	все равно	1	1
241	соответствии с	2	1
242	и уже	3	1
243	которой он	1	1
244	представляет себе	2	1
245	слова и	2	1
246	но если	1	1
247	именно та	1	1
248	а как	2	1
249	никто не	1	1
250	однако этот	1	1
251	в отличие	1	1
252	в которых	1	1
253	несомненно что	1	1
254	и один	1	1
255	и более	1	1
256	доступный для	1	1
257	по себе	1	1
258	это особенно	1	1
259	всего его	1	1
260	тому что	1	1
261	творчество поэта	1	1
262	между людьми	1	1
263	на три	1	1
264	вплоть до	1	1
265	и другое	1	1
266	самого начала	2	1
267	к новым	1	1
268	и социальная	1	1
269	в самых	1	1
270	того чтобы	1	1
271	связанное с	1	1
272	которые и	1	1
273	в науке	1	1
274	сложнее и	1	1
275	во всем	2	1
276	этим же	1	1
277	до того	1	1
278	и для	3	1
279	включается в	1	1
280	типа который	1	1
281	что основной	1	1
282	это конечно	1	1
283	даже и	1	1
284	уже на	1	1
285	в каждом	4	1
286	приемов но	2	1
287	и это	1	1
288	но при	1	1
289	данном случае	2	1
290	особенно в	1	1
291	с самого	2	1
292	говорить о	3	1
293	в дальнейшем	1	1
294	можно было	1	1
295	в нескольких	1	1
296	те же	2	1
297	свое мнение	1	1
298	в борьбе	1	1
299	отождествляется с	1	1
300	подойти к	2	1
301	когда в	1	1
302	в каждой	1	1
303	грамматики и	2	1
304	именно с	1	1
305	и являются	1	1
306	и что	1	1
307	почему же	1	1
308	или их	1	1
309	в значительной	1	1
310	жизни он	1	1
311	и своей	1	1
312	состоит не	1	1
313	может и	1	1
314	борьбе с	1	1
315	отметить что	1	1
316	богатство и	1	1
317	даже для	1	1
318	наконец в	2	1
319	и следовательно	2	1
320	которая как	1	1
321	тех пор	4	1
322	в двух	4	1
323	всего не	1	1
324	нуждается в	2	1
325	не боясь	1	1
326	хотя бы	5	1
327	течение всей	1	1
328	писателей и	1	1
329	которое мы	2	1
330	во времени	2	1
331	общественного строя	1	1
332	речь в	1	1
333	на эту	1	1
334	себе в	1	1
335	содержания и	1	1
336	на том	1	1
337	ее на	1	1
338	само собой	1	1
339	для того	1	1
340	в особенности	1	1
341	представление о	1	1
342	с известным	1	1
343	его себе	1	1
344	говорить и	1	1
345	не вспомнить	1	1
346	далеко не	1	1
347	и др	2	1
348	к более	1	1
349	с единым	1	1
350	превращается в	3	1
351	материал в	2	1
352	долгое время	1	1
353	него не	1	1
354	к оценке	1	1
355	материалом для	2	1
356	связь с	1	1
357	и философия	1	1
358	эти слова	1	1
359	ко всем	1	1
360	отсюда и	1	1
361	и столь	1	1
362	предисловии к	1	1
363	в данном	2	1
364	который мы	2	1
365	нашу задачу	1	1
366	тому как	1	1
367	как бы	6	1
368	этого слова	1	1
369	с этой	2	1
370	в условиях	1	1
371	не знаем	1	1
372	со всей	3	1
373	в книге	2	1
374	в предисловии	1	1
375	случаях когда	1	1
376	формы и	1	1
377	от него	1	1
378	бы в	2	1
379	с понятием	1	1
380	которым можно	1	1
381	в общем	2	1
382	были для	1	1
383	слово в	3	1
384	не знает	1	1
385	сказать что	1	1
386	себе на	1	1
387	связей и	1	1
388	вполне понятно	4	1
389	и эта	5	1
390	этой точки	1	1
391	они не	1	1
