N	2gram	Tiupa_Vved_1	Problemy
1	и в	13	34
2	и не	12	29
3	как бы	4	27
4	что он	1	23
5	в его	4	22
6	в нем	5	19
7	может быть	18	19
8	не может	7	19
9	и все	4	19
10	как и	11	18
11	себе самому	1	18
12	к себе	1	17
13	в этом	21	16
14	но в	6	16
15	и его	5	16
16	все это	1	16
17	он не	3	15
18	и с	2	15
19	что я	1	15
20	прежде всего	7	15
21	то же	5	14
22	к нему	1	14
23	самом деле	3	13
24	для него	3	13
25	и к	2	12
26	в то	4	12
27	же время	3	12
28	потому что	5	12
29	но и	19	12
30	на самом	4	11
31	в сущности	1	11
32	вовсе не	1	11
33	то что	6	11
34	не только	20	10
35	слова и	1	10
36	не в	6	9
37	в отношении	1	9
38	героя и	3	9
39	а не	15	9
40	никогда не	4	8
41	с ним	3	8
42	в самом	2	8
43	так же	1	8
44	что же	3	8
45	рассказа в	1	8
46	и для	3	8
47	точки зрения	1	8
48	на него	2	7
49	как будто	4	7
50	как мы	3	7
51	слова в	2	7
52	и даже	1	7
53	что не	1	7
54	все же	6	7
55	отношении к	1	7
56	что в	3	7
57	и на	3	6
58	отношение к	2	6
59	что они	1	6
60	в пределах	2	6
61	что у	1	6
62	от себя	1	6
63	для себя	1	6
64	так и	8	6
65	в себе	5	6
66	только в	6	6
67	не знает	1	6
68	отношению к	7	6
69	он сам	1	5
70	во внутренний	1	5
71	по отношению	7	5
72	чужого слова	3	5
73	и наконец	2	5
74	и у	1	5
75	что это	1	5
76	в целом	3	5
77	и вот	1	5
78	лишь в	2	5
79	на протяжении	1	5
80	с тем	1	5
81	в слове	3	5
82	он и	2	5
83	не мог	1	5
84	в конце	1	5
85	даже в	1	5
86	таким образом	4	5
87	к тому	6	5
88	и сам	1	5
89	и что	1	5
90	что и	2	5
91	это не	6	5
92	того что	6	5
93	обращаться к	1	5
94	и так	1	5
95	так что	1	5
96	из них	1	5
97	всяком случае	1	5
98	в одном	1	5
99	к своему	1	5
100	другого человека	1	5
101	и от	2	5
102	ни одного	1	5
103	мы должны	1	5
104	хотя бы	1	5
105	а в	6	5
106	что ты	1	5
107	героя в	1	5
108	во всяком	1	5
109	он как	1	4
110	еще не	7	4
111	но не	5	4
112	но как	1	4
113	как в	4	4
114	бы и	4	4
115	он в	1	4
116	все эти	1	4
117	но на	2	4
118	на его	1	4
119	при этом	26	4
120	на этом	1	4
121	что все	1	4
122	в мире	8	4
123	с другими	1	4
124	этом смысле	1	4
125	все равно	2	4
126	его слово	1	4
127	но это	3	4
128	меня не	1	4
129	как раз	2	4
130	его с	2	4
131	если бы	7	4
132	он говорил	1	4
133	и прежде	1	4
134	только на	1	4
135	в виде	1	4
136	в начале	3	4
137	не о	2	4
138	у него	1	4
139	с другой	5	4
140	тем что	2	4
141	человека как	1	4
142	вместе с	1	4
143	да и	1	4
144	как к	1	4
145	бы он	1	4
146	за собой	1	3
147	высшей степени	2	3
148	в рассказ	1	3
149	говорить о	2	3
150	в виду	1	3
151	в ней	4	3
152	в одной	2	3
153	хотя и	7	3
154	уже в	1	3
155	как он	2	3
156	героя из	1	3
157	к одному	1	3
158	не как	2	3
159	их в	2	3
160	без исключения	2	3
161	чужого сознания	1	3
162	его и	1	3
163	внутреннем диалоге	1	3
164	в высшей	2	3
165	а что	1	3
166	далеко не	4	3
167	этого не	1	3
168	мы видели	2	3
169	в своей	5	3
170	в котором	8	3
171	не менее	4	3
172	но он	1	3
173	по крайней	1	3
174	по себе	2	3
175	том что	7	3
176	во всем	1	3
177	есть только	1	3
178	с ее	1	3
179	не могу	1	3
180	в ее	1	3
181	характер и	1	3
182	еще в	2	3
183	сводится к	4	3
184	между тем	1	3
185	крайней мере	1	3
186	наконец в	1	3
187	в него	1	3
188	но так	1	3
189	в том	10	3
190	с оглядкой	1	3
191	а с	2	3
192	до конца	3	3
193	по своему	2	3
194	установкой на	2	3
195	слов в	1	3
196	чужой голос	1	3
197	бы в	3	3
198	но зато	1	3
199	только что	1	3
200	только с	1	3
201	другой стороны	2	3
202	жизни и	7	3
203	например в	2	2
204	он может	1	2
205	диалоге с	1	2
206	той же	1	2
207	а как	1	2
208	героя на	1	2
209	для его	1	2
210	та же	1	2
211	во внутреннем	1	2
212	мы и	2	2
213	того же	1	2
214	и он	1	2
215	в которых	1	2
216	столь же	1	2
217	во всех	2	2
218	бы не	2	2
219	друг на	1	2
220	в сторону	1	2
221	отличие от	2	2
222	определяется не	1	2
223	материалом для	1	2
224	в своем	5	2
225	и слова	1	2
226	в этот	2	2
227	к чему	1	2
228	всего романа	1	2
229	чужое слово	1	2
230	тому же	4	2
231	героя к	1	2
232	вследствие этого	3	2
233	так сказать	2	2
234	вообще не	1	2
235	всех этих	1	2
236	пределах одного	1	2
237	и если	1	2
238	подобно тому	2	2
239	же не	1	2
240	те же	2	2
241	входит в	1	2
242	было в	1	2
243	было бы	4	2
244	он есть	1	2
245	уж не	1	2
246	в жизни	4	2
247	мог бы	1	2
248	кажется что	1	2
249	по всему	1	2
250	в них	2	2
251	глаза и	1	2
252	и того	2	2
253	что такое	18	2
254	от времени	1	2
255	в отличие	2	2
256	своего рода	10	2
257	тем не	3	2
258	однако в	4	2
259	тому чтобы	1	2
260	между двумя	3	2
261	в той	4	2
262	тому что	1	2
263	во время	1	2
264	о них	3	2
265	но только	1	2
266	появляется в	2	2
267	все без	1	2
268	этом случае	1	2
269	как она	1	2
270	мире и	1	2
271	ли это	2	2
272	не является	3	2
273	отнюдь не	7	2
274	как для	2	2
275	той или	3	2
276	всей своей	2	2
277	так в	4	2
278	особенно в	1	2
279	с человеком	2	2
280	о том	5	2
281	в форме	1	2
282	и только	1	2
283	другого в	1	2
284	еще более	1	2
285	быть и	2	2
286	один из	3	2
287	но с	1	2
288	тот же	1	2
289	мы увидим	1	2
290	то в	1	2
291	и ее	1	2
292	при всей	2	2
293	не входит	1	2
294	уже не	5	2
295	к слову	1	2
296	него нет	1	2
297	в роман	1	2
298	глаза с	1	2
299	как его	2	2
300	каждый из	1	2
301	или иной	3	2
302	и создает	1	2
303	к которому	2	2
304	им из	1	2
305	было и	1	2
306	не было	2	2
307	которых мы	1	2
308	на друга	1	2
309	и внутренне	1	2
310	точек зрения	2	2
311	о чем	2	2
312	человек в	1	2
313	и потому	1	2
314	с каким-то	1	2
315	ивана и	1	2
316	тому как	2	2
317	рассказ в	2	2
318	благодаря этому	1	2
319	которой он	1	2
320	пока еще	4	2
321	мире а	1	2
322	это уже	1	2
323	в другой	1	2
324	человек и	1	2
325	а к	3	2
326	не с	3	2
327	но именно	1	2
