N	3gram	Tiupa_Hudo_1	Problema
1	по отношению к	9	19
2	в эстетический объект	2	12
3	не может быть	3	11
4	с точки зрения	3	6
5	в отличие от	7	5
6	и прежде всего	1	5
7	не входит в	1	4
8	позицию по отношению	1	4
9	в художественном произведении	1	4
10	с другой стороны	5	4
11	эстетического объекта и	1	4
12	в конечном счете	5	4
13	в противном случае	2	3
14	в этом смысле	3	3
15	в иных случаях	1	3
16	бы то ни	1	3
17	в основе своей	1	3
18	все то что	1	3
19	с одной стороны	2	3
20	то же время	5	3
21	в том что	7	3
22	в то же	5	3
23	тем не менее	3	3
24	не имеет автора-творца	1	2
25	можно сказать что	3	2
26	только в искусстве	1	2
27	то же самое	1	2
28	ни в коем	2	2
29	и др в	1	2
30	то или иное	1	2
31	в коем случае	2	2
32	и в то	1	2
33	то есть его	1	2
34	то ни было	1	2
35	входит в эстетический	1	2
36	не могут быть	1	2
37	мы имеем дело	2	2
38	конститутивный момент художественной	1	2
39	не совпадает с	1	2
40	того или иного	3	2
41	момент художественной формы	1	2
42	в нашем примере	1	2
43	коем случае не	2	2
44	начало и конец	2	2
45	и тем самым	1	2
46	той или иной	4	2
47	в известной степени	1	2
48	для того чтобы	2	2
49	когда для смертного	1	1
50	чего бы то	1	1
51	что иное как	1	1
52	отнюдь не в	1	1
53	то есть как	1	1
54	незаместимое место в	1	1
55	иметь в виду	1	1
56	а не с	1	1
57	в виду что	1	1
58	в свою очередь	2	1
59	осуществляет себя только	1	1
60	бы вбирает в	1	1
61	бы они ни	1	1
62	содержание эстетической деятельности	1	1
63	подобно тому как	1	1
64	в настоящее время	1	1
65	может быть признано	1	1
66	в том и	2	1
67	направленной на произведение	1	1
68	в его эстетической	1	1
69	может быть определен	1	1
70	искусства может быть	2	1
71	до известной степени	2	1
72	в таких случаях	1	1
73	в самом произведении	1	1
74	в одном и	1	1
75	в которой я	1	1
76	как это ни	1	1
77	при этом в	1	1
78	вследствие того что	1	1
79	эстетической деятельности созерцания	1	1
80	лингвистической точки зрения	1	1
81	с самим собою	1	1
82	себя только в	1	1
83	могли бы быть	1	1
84	может быть и	2	1
85	произведения в ее	1	1
86	в значительной степени	1	1
87	не что иное	1	1
88	к чему не	1	1
89	таким образом и	1	1
90	отношению к нему	1	1
91	художественного восприятия как	1	1
92	в равной степени	2	1
93	отношению к которому	1	1
94	отношения к миру	1	1
95	автор-творец конститутивный момент	1	1
96	до того времени	1	1
97	имеем дело с	1	1
98	в связи с	1	1
99	его то есть	1	1
100	тем или иным	1	1
101	и в том	1	1
102	факторов художественного впечатления	3	1
103	а в том	1	1
104	есть не что	1	1
105	эстетическое вполне осуществляет	1	1
106	ни к чему	1	1
107	как совокупность факторов	1	1
108	в то время	1	1
109	не может обладать	1	1
110	человека и его	1	1
111	как бы вбирает	1	1
112	это и есть	1	1
113	та или иная	1	1
114	существенно отличается от	1	1
115	эстетическая деятельность направлена	1	1
116	и в самом	1	1
117	о мире и	1	1
118	созерцания направленной на	1	1
119	они ни были	1	1
120	иметь место в	1	1
121	чего еще нет	1	1
122	к тому что	2	1
123	деятельности созерцания направленной	1	1
124	к вопросу о	1	1
125	совокупность факторов художественного	1	1
126	быть не может	1	1
127	вполне осуществляет себя	1	1
128	как и в	1	1
129	является как бы	1	1
130	вбирает в себя	1	1
