N	2gram	Propp_Isto_5	Myslijsy
1	потому что	7	33
2	то что	7	29
3	может быть	17	26
4	таким образом	9	24
5	в этом	10	23
6	в том	6	23
7	и в	25	23
8	и не	11	18
9	что в	8	17
10	при этом	1	15
11	только в	7	15
12	то же	4	14
13	в себе	1	14
14	как и	7	14
15	того что	2	14
16	так как	11	14
17	для нас	5	14
18	если бы	2	13
19	не было	1	12
20	а не	2	12
21	том что	8	12
22	не в	6	11
23	по себе	2	11
24	но и	13	11
25	не может	6	11
26	по отношению	2	10
27	не только	13	10
28	мы можем	2	10
29	тем что	10	10
30	что мы	2	10
31	и потому	2	10
32	мы не	5	8
33	то это	3	8
34	в своем	1	8
35	но в	1	8
36	было бы	1	8
37	тогда когда	2	8
38	о том	7	8
39	другими словами	1	8
40	сказать что	2	8
41	отношению к	2	8
42	и т	20	7
43	очевидно что	2	7
44	как в	6	7
45	с этим	5	7
46	что это	5	7
47	на то	2	7
48	в нем	7	7
49	в силу	1	7
50	что такое	1	7
51	это не	6	7
52	по мере	2	7
53	и что	8	7
54	что и	6	7
55	вовсе не	2	7
56	с тем	8	7
57	могут быть	6	7
58	и к	1	6
59	в которой	4	6
60	известно что	1	6
61	того как	4	6
62	что не	1	6
63	для того	3	6
64	вместе с	22	6
65	не то	1	5
66	как бы	2	5
67	и мы	2	5
68	не менее	4	5
69	с ним	4	5
70	не имеет	1	5
71	образом в	2	5
72	такие же	1	5
73	находится в	2	5
74	к нему	3	5
75	так что	2	5
76	уже в	2	5
77	только тогда	2	5
78	в его	12	5
79	для него	1	5
80	само по	1	5
81	этом случае	7	5
82	все это	4	5
83	а в	3	5
84	таким же	2	5
85	во всяком	1	5
86	сам по	1	4
87	есть не	1	4
88	и о	1	4
89	в истории	4	4
90	что как	1	4
91	думать что	1	4
92	что все	4	4
93	и с	3	4
94	его в	9	4
95	с другими	4	4
96	и тем	4	4
97	мы имеем	14	4
98	точки зрения	2	4
99	в котором	1	4
100	когда человек	2	4
101	сих пор	2	4
102	тем не	4	4
103	на мысль	1	4
104	и более	1	4
105	в то	3	4
106	на котором	1	4
107	того чтобы	3	4
108	со своим	1	4
109	в сознании	1	4
110	в каком	1	4
111	мере того	1	4
112	на вопрос	1	4
113	можно сказать	2	4
114	что он	22	4
115	хотя бы	1	4
116	то и	1	4
117	в одном	1	4
118	только на	1	4
119	до сих	2	4
120	а именно	4	4
121	как же	1	4
122	но есть	2	4
123	на основании	1	4
124	так же	5	4
125	в данном	3	4
126	и все	3	4
127	есть уже	1	4
128	только как	1	4
129	тем самым	1	4
130	в таком	1	4
131	например в	5	3
132	человека и	2	3
133	самом деле	2	3
134	на самом	1	3
135	переход от	1	3
136	и есть	1	3
137	слова в	1	3
138	мы уже	4	3
139	той же	1	3
140	которое в	1	3
141	еще не	8	3
142	и на	8	3
143	мысль что	1	3
144	то мы	1	3
145	заметим что	1	3
146	там где	6	3
147	по которому	3	3
148	и хотя	4	3
149	в самом	1	3
150	все эти	8	3
151	так в	2	3
