N	3gram	Ircho_Kome_2	Vvedenie
1	для того чтобы	4	20
2	в том что	5	12
3	о том что	4	12
4	в этом смысле	2	8
5	не может быть	1	8
6	тем не менее	1	8
7	до сих пор	2	6
8	до н э	1	6
9	в самом деле	1	6
10	то же время	3	6
11	к выводу что	1	6
12	в то же	3	6
13	и т п	2	5
14	с другой стороны	1	5
15	мере в какой	1	5
16	по отношению к	3	4
17	можно было бы	2	4
18	не только в	1	4
19	по сравнению с	1	4
20	так или иначе	3	4
21	во всяком случае	2	4
22	само по себе	1	4
23	с одной стороны	2	4
24	вместе с тем	4	3
25	и в том	1	3
26	и в самом	1	3
27	но все же	1	3
28	как мы видели	1	3
29	в чем же	1	2
30	не говоря уже	2	2
31	во второй половине	1	2
32	в соответствии с	1	2
33	как будто бы	1	2
34	с точки зрения	1	2
35	что в нем	1	2
36	точно так же	1	2
37	на задний план	1	2
38	iv в до	1	2
39	в связи с	3	2
40	в целом ряде	1	2
41	к этому времени	2	2
42	той или иной	1	2
43	по содержанию и	1	1
44	в принципе же	1	1
45	сплошь да рядом	1	1
46	античного мира в	1	1
47	тех пор пока	1	1
48	только потому что	2	1
49	мы имеем дело	1	1
50	потому что в	1	1
51	более или менее	1	1
52	обычно мы имеем	1	1
53	одной из этих	1	1
54	никак не может	1	1
55	в том же	1	1
56	за ее пределами	1	1
57	как это было	1	1
58	говоря уже о	2	1
59	представление о том	1	1
60	в отличие от	2	1
61	но и в	1	1
62	не было бы	1	1
63	дошедших до нас	1	1
64	только в том	1	1
65	имеем дело с	1	1
66	вв до н	1	1
67	все же это	1	1
68	этой целью он	1	1
69	ему надо было	1	1
70	то что у	1	1
71	о чем они	1	1
72	в первом случае	1	1
73	же ясно что	1	1
74	то ни было	2	1
75	как видно из	1	1
76	одно из двух	1	1
77	не следует забывать	1	1
78	но уже в	1	1
79	в нем не	2	1
80	только после того	1	1
81	сыграть свою роль	1	1
82	бы то ни	2	1
83	дошедшие до нас	1	1
84	с этой целью	2	1
85	к концу iv	1	1
86	концу iv в	1	1
87	если бы и	1	1
88	в частности в	2	1
89	у него в	1	1
90	до тех пор	3	1
91	то обстоятельство что	1	1
92	н э и	1	1
93	в свою очередь	1	1
94	связи с этим	1	1
95	того или иного	1	1
96	с самого начала	1	1
97	на основании сохранившихся	1	1
98	но в этом	1	1
99	в разной степени	1	1
100	и за ее	1	1
101	ближе всего к	1	1
102	каждой из них	1	1
103	после того как	2	1
104	только в начале	1	1
105	к тому что	2	1
106	в каждом из	1	1
107	легко представить себе	1	1
108	это было у	1	1
109	как мы знаем	1	1
110	может быть более	1	1
111	в качестве примера	1	1
