N	2gram	Tiupa_Lite_3	RusskieA
1	и в	16	29
2	том что	8	22
3	в том	12	22
4	что в	2	22
5	как бы	8	18
6	состоит в	6	15
7	так как	1	13
8	может быть	12	13
9	во время	1	12
10	в этом	14	11
11	как и	5	11
12	в этот	1	10
13	не только	14	10
14	и с	2	10
15	все это	1	10
16	а на	2	9
17	о том	6	9
18	а в	5	9
19	его в	2	8
20	а а	1	8
21	но и	14	8
22	ее в	2	8
23	как в	5	7
24	данном случае	4	7
25	за руки	1	7
26	еще не	6	6
27	и на	2	6
28	при этом	15	6
29	того чтобы	2	6
30	на нее	1	6
31	для нас	1	6
32	для того	2	6
33	с тем	1	6
34	вместе с	5	6
35	в данном	4	6
36	же в	2	6
37	и т	1	5
38	но не	4	5
39	но в	3	5
40	это не	5	5
41	не может	8	5
42	потому что	3	5
43	для этого	1	5
44	будто бы	1	5
45	к жизни	2	5
46	то что	12	5
47	с ней	2	5
48	к этому	2	5
49	то же	9	4
50	вопрос о	2	4
51	песни и	2	4
52	что по	1	4
53	уже не	3	4
54	поле и	1	4
55	а затем	3	4
56	в них	1	4
57	далеко не	2	4
58	не в	10	4
59	тогда когда	1	4
60	у нас	2	4
61	а также	4	4
62	к нему	1	4
63	так что	1	4
64	то и	1	4
65	из них	4	4
66	именно в	5	4
67	а не	12	4
68	о чем	3	4
69	так же	2	4
70	как это	3	4
71	по существу	4	4
72	и все	1	4
73	в таком	1	4
74	в году	5	3
75	и о	1	3
76	в xix	1	3
77	в ее	5	3
78	в этой	8	3
79	подобно тому	2	3
80	и других	1	3
81	с другими	1	3
82	не всегда	2	3
83	на первый	1	3
84	в этих	1	3
85	в котором	1	3
86	в отличие	5	3
87	но он	1	3
88	она не	1	3
89	в таких	1	3
90	не имеет	1	3
91	как мы	2	3
92	нас к	2	3
93	во всех	2	3
94	в свете	1	3
95	а именно	5	3
96	того что	9	3
97	что здесь	1	3
98	как например	2	3
99	между тем	3	3
100	в качестве	5	3
101	в последний	1	3
102	или даже	1	3
103	за ним	2	3
104	руки и	1	3
105	друг друга	1	3
106	отличие от	5	3
107	где есть	1	3
108	тем что	2	3
109	в природе	4	3
110	что для	1	3
111	до конца	4	3
112	тому как	3	3
113	и там	1	3
114	и от	1	3
115	было бы	2	3
116	одним из	4	2
117	и то	1	2
118	на самом	1	2
119	в стороне	1	2
120	это и	1	2
121	так чтобы	2	2
122	что иное	1	2
123	на себя	2	2
124	иное как	1	2
125	с одной	4	2
126	очевидно что	1	2
127	тогда как	17	2
128	мертвых и	1	2
129	с этим	1	2
130	она как	1	2
131	ней в	1	2
132	все же	2	2
133	а и	2	2
134	и как	3	2
135	не было	1	2
136	в руках	1	2
137	представляет собой	2	2
138	право на	2	2
139	после чего	1	2
140	не к	1	2
141	том чтобы	2	2
142	людей и	1	2
143	здесь мы	1	2
144	полагает что	1	2
145	в гроб	1	2
146	должно быть	4	2
147	и еще	1	2
148	так в	1	2
149	в своей	7	2
150	нас не	1	2
151	в советской	2	2
152	в их	1	2
153	не столько	1	2
154	тем не	1	2
155	была не	1	2
156	не менее	2	2
157	в то	9	2
158	никогда не	4	2
159	во всем	1	2
160	связи с	2	2
161	начиная с	1	2
162	когда мы	1	2
163	в виду	1	2
164	не с	2	2
165	еще в	3	2
166	жизнь и	1	2
167	чтобы вызвать	1	2
168	влияние на	1	2
169	от земли	1	2
170	с другой	6	2
171	у них	1	2
