N	3gram	Vinokur_Ku_2	Hudozhes
1	о том что	1	9
2	и т п	24	8
3	то же время	3	8
4	в то же	3	8
5	в том что	10	6
6	в самом деле	7	4
7	можно было бы	9	4
8	к тому что	1	4
9	с точки зрения	8	3
10	в этом отношении	3	3
11	в связи с	3	3
12	и в самом	2	3
13	тем не менее	5	3
14	как и в	1	3
15	и т д	14	3
16	том что в	1	2
17	только потому что	6	2
18	того или иного	2	2
19	только в том	2	2
20	что он не	1	2
21	в первую очередь	1	2
22	до сих пор	1	2
23	не только в	4	2
24	в значительной степени	1	2
25	так или иначе	2	2
26	не в том	1	2
27	связи с этим	1	2
28	вместо того чтобы	1	2
29	не может быть	4	2
30	в конечном счете	2	2
31	речь идет о	1	2
32	на то что	2	2
33	потому что он	2	1
34	п все эти	1	1
35	то что я	1	1
36	и там где	1	1
37	потому что оно	1	1
38	все дело в	1	1
39	том смысле как	1	1
40	состоит в том	1	1
41	прежде всего в	1	1
42	в другом отношении	1	1
43	на самом деле	2	1
44	в этом смысле	5	1
45	т п все	1	1
46	здесь прежде всего	1	1
47	точки зрения в	3	1
48	сих пор еще	1	1
49	потому что не	1	1
50	а в иных	1	1
51	может быть только	2	1
52	том случае если	2	1
53	с самого начала	1	1
54	сами по себе	1	1
55	в иных случаях	1	1
56	что все эти	3	1
57	в отличие от	2	1
58	об этом в	1	1
59	мы как правило	1	1
60	к тому чтобы	1	1
61	несмотря на то	2	1
62	с этой точки	2	1
63	в том случае	2	1
64	в узком смысле	2	1
65	не потому что	1	1
66	в первый раз	1	1
67	в конце концов	3	1
68	а также и	1	1
69	и потому что	2	1
70	т п эта	1	1
71	не до конца	1	1
72	не только для	1	1
73	приводит к тому	1	1
74	это своего рода	1	1
75	уже не может	3	1
76	он уже не	1	1
77	как впрочем и	1	1
78	на вопросе о	1	1
79	в том и	1	1
80	во всяком случае	5	1
81	вследствие того что	1	1
82	т п не	1	1
83	в свое время	2	1
84	не только потому	2	1
85	в данном случае	1	1
86	узком смысле слова	1	1
87	то что мы	1	1
88	в свою очередь	2	1
89	ничего общего с	1	1
90	речь в данном	1	1
91	этой точки зрения	2	1
92	но и для	1	1
93	легко заметить что	1	1
94	быть не должно	1	1
95	но все же	2	1
96	мы не знаем	1	1
97	это действительно так	1	1
98	в том смысле	1	1
99	с одной стороны	1	1
100	не только от	1	1
101	между тем не	1	1
