N	2gram	Berdyaev_M_2	Myshleni
1	в том	3	42
2	том что	4	35
3	в развитии	1	25
4	в этом	20	24
5	точки зрения	2	24
6	и в	46	20
7	что в	4	19
8	в основе	2	17
9	то же	5	16
10	не только	18	15
11	то что	5	15
12	что они	3	14
13	может быть	21	12
14	с другой	1	12
15	потому что	12	12
16	с точки	1	11
17	в его	5	11
18	так же	6	11
19	этого слова	1	11
20	в целом	1	11
21	мы должны	1	11
22	и то	1	10
23	в себе	10	10
24	в отношении	5	10
25	того что	6	10
26	мы видим	2	10
27	только в	3	10
28	так как	8	10
29	того же	1	9
30	могли бы	1	9
31	и как	1	9
32	как и	13	9
33	между тем	2	9
34	что и	4	9
35	тот же	2	9
36	но и	15	9
37	и тем	1	8
38	было бы	1	8
39	тогда когда	2	8
40	и что	2	8
41	вместе с	2	8
42	и не	18	8
43	самом деле	1	7
44	и тот	2	7
45	в своей	5	7
46	и более	1	7
47	того чтобы	4	7
48	тем что	3	7
49	этом отношении	1	7
50	а не	13	7
51	смысле этого	1	7
52	как бы	8	7
53	же как	3	6
54	в самом	5	6
55	той же	3	6
56	и на	3	6
57	этот процесс	2	6
58	те же	5	6
59	с тем	1	6
60	к одному	1	6
61	по своей	3	6
62	к тому	5	6
63	можно было	2	6
64	его в	3	6
65	что он	7	6
66	уже в	2	6
67	не может	15	6
68	такого рода	2	6
69	сказать что	3	6
70	друг на	1	5
71	как в	7	5
72	с этим	1	5
73	целый ряд	1	5
74	и к	7	5
75	в действительности	2	5
76	увидим что	2	5
77	все эти	1	5
78	на то	1	5
79	одной и	2	5
80	это не	5	5
81	на друга	1	5
82	и его	5	5
83	никогда не	18	5
84	так и	4	5
85	если бы	3	5
86	о том	3	5
87	раньше чем	1	5
88	для того	5	5
89	что такое	1	5
90	в сущности	2	4
91	в своем	8	4
92	его к	1	4
93	в нашем	7	4
94	и те	2	4
95	как он	3	4
96	и с	3	4
97	с этой	1	4
98	по сравнению	1	4
99	и той	2	4
100	которые в	2	4
101	не в	9	4
102	тому что	4	4
103	представляется нам	1	4
104	роль в	1	4
105	и только	1	4
106	все время	2	4
107	только что	1	4
108	в сознании	1	4
109	друг друга	12	4
110	по своему	1	4
111	и для	7	4
112	между ними	1	4
113	к этому	1	4
114	на деле	4	3
115	почти всегда	1	3
116	не имеют	2	3
117	с таким	2	3
118	приходит к	2	3
119	со словами	1	3
120	в чем	3	3
121	тем как	1	3
122	себе и	2	3
123	когда он	1	3
124	говорит что	2	3
125	но в	10	3
126	в которой	2	3
127	в этой	7	3
128	на его	2	3
129	на этом	2	3
130	что все	5	3
131	со всеми	1	3
132	на все	3	3
133	и других	2	3
134	ни в	3	3
135	чем в	2	3
136	в этих	2	3
137	нас к	1	3
138	во всем	5	3
139	связи с	2	3
140	не могут	1	3
141	приводит к	1	3
142	должно быть	2	3
143	и поэтому	2	3
144	и во	3	3
145	своему значению	1	3
146	один из	5	3
147	в какой	1	3
148	одни и	2	3
149	себя в	4	3
150	так что	2	3
151	не означает	2	3
152	от тех	1	3
153	но что	1	3
154	от того	3	3
155	нас в	2	3
156	к которому	3	3
157	сравнению с	1	3
158	приводит нас	1	3
159	формы и	1	3
160	и от	3	3
161	бы в	2	3
162	связей и	1	3
163	также и	4	2
164	связана с	7	2
165	на высшую	2	2
166	между двумя	1	2
167	должна быть	1	2
168	высшей степени	3	2
169	когда это	1	2
170	что если	1	2
171	место в	2	2
172	в ней	11	2
173	это означает	2	2
174	высшую ступень	1	2
175	и связь	1	2
176	которые не	1	2
177	слова он	1	2
178	к построению	1	2
179	привести к	5	2
180	в мысли	2	2
181	во многих	1	2
182	не есть	13	2
183	дальше и	2	2
184	в нем	22	2
185	все другие	1	2
186	этого вопроса	2	2
187	раз в	1	2
188	подобно тому	2	2
189	не бывает	3	2
190	в каждом	3	2
191	же не	1	2
192	им как	1	2
193	входит в	1	2
194	не соответствует	1	2
195	в высшей	3	2
196	к которым	1	2
197	человека мы	1	2
198	и тогда	3	2
199	которую он	1	2
200	их в	1	2
201	в той	1	2
202	но они	1	2
203	ничего кроме	2	2
204	не имеет	4	2
205	того как	3	2
206	имеют своей	1	2
207	этими двумя	1	2
208	к этим	1	2
209	не по	1	2
210	уже и	1	2
211	что на	1	2
212	отличается от	1	2
213	он видит	1	2
214	и он	11	2
215	и это	5	2
216	и здесь	6	2
217	толстой и	1	2
218	а также	1	2
219	может не	1	2
220	к нему	2	2
221	вслед за	1	2
222	но так	1	2
223	и у	1	2
224	вопроса о	4	2
225	для него	18	2
226	у него	22	2
227	а с	1	2
228	прежде всего	12	2
229	бы назвать	1	2
230	с которым	3	2
231	что это	6	2
232	тому как	2	2
233	самого себя	4	2
234	а потом	1	2
235	но для	2	2
236	на одной	1	2
237	то при	1	2
238	а в	2	2
239	в свою	4	2
240	не знает	9	2
241	должно привести	2	2
242	в свое	1	2
243	видим в	1	2
244	это в	1	2
245	они не	4	2
246	смысле слова	3	1
247	не иначе	1	1
248	в сфере	2	1
249	человека и	7	1
250	на самом	1	1
251	он может	1	1
252	и есть	8	1
253	явления и	1	1
254	это прекрасно	1	1
255	процесс а	1	1
256	его не	2	1
257	мы не	1	1
258	всех его	1	1
259	та же	10	1
260	вопрос о	6	1
261	среды и	1	1
262	на определенный	1	1
263	говорить о	1	1
264	что иное	3	1
265	на практике	1	1
266	я не	5	1
267	же что	2	1
268	и этого	1	1
269	иное как	3	1
270	быть в	1	1
271	во всех	2	1
272	мысль что	4	1
273	друг к	5	1
274	совсем не	5	1
275	то он	2	1
276	не то	1	1
277	в противоречии	1	1
278	значение и	1	1
279	только тогда	1	1
280	не все	1	1
281	если в	1	1
282	по отношению	2	1
283	на смену	3	1
284	этом он	2	1
285	независимо от	1	1
286	неспособности к	1	1
287	кто не	1	1
288	же должно	1	1
289	то в	2	1
290	но эта	2	1
291	не нашли	1	1
292	бы не	2	1
293	не оставляет	1	1
294	к самому	2	1
295	из опыта	1	1
296	отношение между	1	1
297	только один	1	1
298	но на	2	1
299	в первых	1	1
300	приходят к	1	1
301	идет дальше	3	1
302	он не	10	1
303	он должен	1	1
304	не хотел	2	1
305	не могли	1	1
306	в плане	1	1
307	он отвергает	1	1
308	что она	5	1
309	но все	1	1
310	не из	1	1
311	тем в	1	1
312	они должны	1	1
313	к другу	5	1
314	с целью	1	1
315	отношение которое	1	1
316	в единую	2	1
317	должно раскрыться	1	1
318	его личности	1	1
319	то все	2	1
320	характерный для	1	1
321	всю свою	1	1
322	для них	1	1
323	тех которые	3	1
324	самый характер	1	1
325	на что	1	1
326	не всегда	2	1
327	которой он	1	1
328	одна и	3	1
329	нигде не	1	1
330	человека которая	2	1
331	ведет к	13	1
332	что путь	2	1
333	и становится	1	1
334	самого последнего	2	1
335	другим и	2	1
336	из сферы	1	1
337	нас не	2	1
338	этого необходимо	3	1
339	в такой	3	1
340	понимал что	1	1
341	в которых	1	1
342	своего рода	1	1
343	от его	2	1
344	всякий раз	1	1
345	признать что	1	1
346	должны были	1	1
347	значение для	1	1
348	обнаруживается в	1	1
349	нельзя было	2	1
350	но он	11	1
351	есть еще	2	1
352	по себе	2	1
353	что есть	2	1
354	наших глазах	1	1
355	стоит в	2	1
356	есть прежде	5	1
357	как о	1	1
358	означает что	4	1
359	и слишком	1	1
360	к такому	1	1
361	и всегда	3	1
362	ничего не	2	1
363	в разных	2	1
364	в самой	1	1
365	в русском	4	1
366	один путь	1	1
367	раскрыться в	1	1
368	до того	1	1
369	исторического процесса	1	1
370	только с	3	1
371	у нас	11	1
372	действует в	1	1
373	в момент	1	1
374	обнаруживают в	1	1
375	и именно	1	1
376	и часто	1	1
377	лежит в	1	1
378	сомневаться в	1	1
379	и другим	1	1
380	его с	2	1
381	бы он	1	1
382	же его	1	1
383	для себя	1	1
384	на вопрос	1	1
385	и самое	2	1
386	и толстой	1	1
387	совпадают с	1	1
388	но по	1	1
389	еще более	2	1
390	вывод что	1	1
391	и та	2	1
392	говорит об	1	1
393	слова нельзя	1	1
394	говорили что	1	1
395	и характер	1	1
396	и сам	1	1
397	невозможно и	1	1
398	она раскрывает	1	1
399	было в	3	1
400	мог бы	1	1
401	о связи	1	1
402	для этого	4	1
403	связанная с	1	1
404	находится в	1	1
405	средством для	1	1
406	и весь	1	1
407	и исторический	1	1
408	после того	2	1
409	невозможны никакие	1	1
410	стоит и	1	1
411	тот момент	1	1
412	также в	1	1
413	это приводит	1	1
414	происходит в	1	1
415	деле то	1	1
416	только одной	1	1
417	мы увидим	2	1
418	он выступает	1	1
419	должен быть	4	1
420	которое должно	1	1
421	верно и	1	1
422	начало в	1	1
423	одних и	1	1
424	и ее	1	1
425	в голове	1	1
426	друга как	1	1
427	же и	2	1
428	к какому	1	1
429	которому он	1	1
430	своей целью	1	1
431	уже не	4	1
432	и они	1	1
433	нет у	3	1
434	больше и	1	1
435	не будут	2	1
436	в конце	5	1
437	моментов в	1	1
438	это верно	1	1
439	человек как	1	1
440	и делает	1	1
441	пришли к	1	1
442	с другим	3	1
443	до сих	3	1
444	и глубже	2	1
445	как у	2	1
446	все равно	3	1
447	характерно для	1	1
448	же о	1	1
449	на которые	1	1
450	что не	2	1
451	и люди	2	1
452	к более	1	1
453	связано с	3	1
454	его собственной	1	1
455	внешние условия	1	1
456	ни на	1	1
457	и потому	7	1
458	бы заменить	1	1
459	о чем	1	1
460	видит в	1	1
461	это есть	2	1
462	в тот	1	1
463	многих других	1	1
464	распадается на	1	1
465	ребенок знал	1	1
466	сих пор	3	1
467	но это	8	1
468	все это	1	1
469	есть знак	1	1
470	поэтому у	1	1
