N	3gram	Bakhtin_sl_2	FransuaR
1	в том числе	1	10
2	том числе и	1	7
3	мы уже говорили	1	7
4	в том что	4	6
5	в той или	3	5
6	как мы уже	2	5
7	той или иной	5	5
8	большей или меньшей	1	4
9	в средние века	1	4
10	до сих пор	2	4
11	в отличие от	12	4
12	нужно сказать что	1	4
13	мы уже сказали	1	3
14	с точки зрения	3	3
15	в этом отношении	3	3
16	в применении к	1	3
17	века и в	1	3
18	в новое время	2	3
19	и еще не	1	3
20	и др но	1	2
21	но и в	1	2
22	в нем в	3	2
23	в xvii веке	1	2
24	в узком смысле	4	2
25	в основе его	2	2
26	с одной стороны	5	2
27	во всех этих	1	2
28	всегда в той	1	2
29	xvii и xviii	1	2
30	вовсе не в	1	2
31	в значительной степени	6	2
32	так и в	3	2
33	на протяжении всего	1	2
34	но все же	4	2
35	средние века и	1	2
36	в дальнейшем развитии	2	2
37	в большинстве случаев	5	2
38	во всех его	2	2
39	к совершенно иной	1	1
40	но прежде всего	2	1
41	литературного языка но	1	1
42	не стремится к	1	1
43	и может быть	1	1
44	несколько слов о	2	1
45	мироощущение с его	1	1
46	зрения на мир	2	1
47	точки зрения на	1	1
48	и связанные с	2	1
49	конечно и в	1	1
50	еще раз подчеркнуть	1	1
51	в чем же	1	1
52	и xviii веках	1	1
53	по отношению к	4	1
54	там где они	2	1
55	в последующем развитии	1	1
56	и все остальные	1	1
57	том что он	1	1
58	всяком случае не	1	1
59	и не только	1	1
60	на первый план	1	1
61	в мировой литературе	2	1
62	и не может	1	1
63	то есть именно	1	1
64	сами по себе	1	1
65	оно не столько	1	1
66	и не касается	1	1
67	в дон-кихоте в	1	1
68	и др то	1	1
69	но все это	1	1
70	в собственном смысле	3	1
71	как пародия на	1	1
72	все эти типы	1	1
73	или иной степени	3	1
74	языка но и	1	1
75	более глубокое и	1	1
76	для нас в	1	1
77	это как бы	1	1
78	может быть только	1	1
79	его в области	1	1
80	то есть на	2	1
81	во всех областях	4	1
82	в xvii и	1	1
83	до известной степени	1	1
84	и в значительной	1	1
85	всегда включает в	1	1
86	тех или иных	1	1
87	и в них	1	1
88	до конца и	1	1
89	во франции в	2	1
90	но в то	3	1
91	себе никогда не	1	1
92	распространены во всех	1	1
93	в какой мере	1	1
94	по себе никогда	1	1
95	и многообразно переплетаются	1	1
96	не могут быть	2	1
97	во всех существенных	1	1
98	могущественное влияние на	2	1
99	что одним из	1	1
100	др то есть	1	1
101	в связи с	2	1
102	и даже по	1	1
103	все более и	1	1
104	во всяком случае	2	1
105	и в новое	2	1
106	и в романе	2	1
107	в целом ряде	1	1
108	это и не	1	1
109	религиозного мышления и	2	1
110	с другой стороны	1	1
111	все эти формы	3	1
112	в его целом	1	1
113	не может быть	15	1
114	суждения и оценки	1	1
115	по ту сторону	1	1
116	в основе ее	1	1
117	то же время	4	1
118	никогда не могут	1	1
119	в нем нет	1	1
120	и особенно в	1	1
121	никогда не может	2	1
122	включает в себя	2	1
123	более и более	1	1
124	основе его лежит	1	1
125	раз подчеркнуть что	1	1
126	для того чтобы	2	1
127	в то же	4	1
128	эпохи и в	1	1
129	в отношении к	4	1
130	и в нем	1	1
131	не только в	2	1
132	все то что	1	1
133	во всех формах	1	1
