N	2gram	Tiupa_Lite_3	Analitik
1	литературного произведения	1	41
2	в качестве	5	31
3	может быть	12	29
4	в том	12	27
5	не может	8	22
6	и не	22	21
7	в частности	11	19
8	и в	16	18
9	но и	14	17
10	а не	12	17
11	представляет собой	2	16
12	отнюдь не	3	15
13	не только	14	15
14	тогда как	17	14
15	художественного впечатления	1	14
16	не в	10	14
17	коммуникативного события	5	14
18	в этом	14	13
19	как и	5	13
20	в его	6	13
21	при этом	15	12
22	том что	8	12
23	текста в	1	12
24	в себе	6	11
25	то есть	5	11
26	состоит в	6	11
27	произведения в	3	11
28	эстетического объекта	6	11
29	но не	4	10
30	художественного целого	1	10
31	эстетического дискурса	1	10
32	то же	9	9
33	в то	9	9
34	а в	5	9
35	произведение искусства	6	9
36	есть не	1	8
37	в принципе	2	8
38	в мире	16	8
39	эстетического отношения	2	8
40	текста и	2	8
41	но в	3	8
42	нуждается в	1	8
43	в той	1	8
44	не есть	1	8
45	том чтобы	2	7
46	тем самым	7	7
47	к тому	6	7
48	художественного восприятия	1	7
49	особого рода	5	7
50	я и	10	6
51	перед лицом	4	6
52	факторов художественного	1	6
53	по отношению	4	6
54	отличие от	5	6
55	в самом	3	6
56	в случае	2	6
57	наш взгляд	1	6
58	на наш	1	6
59	это не	5	6
60	далеко не	2	6
61	точки зрения	7	6
62	в своей	7	6
63	в отличие	5	6
64	в основе	5	6
65	по своей	3	6
66	эстетический объект	3	6
67	той или	2	6
68	времени и	1	6
69	коммуникативное событие	4	6
70	же время	7	6
71	только в	7	6
72	себя в	7	6
73	то что	12	6
74	или иной	2	6
75	прежде всего	3	6
76	художественного произведения	2	5
77	в их	1	5
78	что иное	1	5
79	и на	2	5
80	иное как	1	5
81	эстетический дискурс	1	5
82	и как	3	5
83	в целом	5	5
84	в этой	8	5
85	лишь в	5	5
86	и его	6	5
87	о том	6	5
88	в тексте	4	5
89	и того	1	5
90	между тем	3	5
91	и т.п	6	5
92	такого рода	10	5
93	как бы	8	5
94	художественное произведение	2	5
95	отношению к	4	5
96	и состоит	1	5
97	что в	2	5
98	того же	2	4
99	не что	1	4
100	всего лишь	5	4
101	из того	2	4
102	е фарино	2	4
103	целого в	1	4
104	столь же	1	4
105	все же	2	4
106	сознания в	1	4
107	тому же	5	4
108	с другими	1	4
109	не всегда	2	4
110	с точки	3	4
111	и другого	2	4
112	и более	1	4
113	по себе	2	4
114	в области	3	4
115	так и	9	4
116	не с	2	4
117	как правило	1	4
118	лишь при	1	4
119	в другом	6	4
120	на вопрос	1	4
121	с другой	6	4
122	в конечном	1	4
123	искусства в	1	4
124	того что	9	4
125	эстетическое переживание	2	4
126	субъекта и	5	4
127	эстетической деятельности	2	4
128	уже не	3	4
129	конечном счете	1	4
130	для того	2	4
131	именно в	5	4
132	себя и	2	4
133	вместе с	5	4
134	в литературе	1	4
135	исходя из	1	4
136	собственно говоря	1	4
137	ни было	2	4
138	художественном тексте	1	4
139	как известно	1	3
140	и т	1	3
141	одним из	4	3
142	и есть	1	3
143	между двумя	1	3
144	место в	4	3
145	внутреннее я	1	3
146	бы то	2	3
147	во внешнем	1	3
148	если в	1	3
149	в рамках	4	3
150	в художественном	1	3
151	однако не	3	3
152	и к	3	3
153	автора и	2	3
154	в нашем	1	3
155	как он	1	3
156	в нем	2	3
157	он не	1	3
158	вследствие этого	2	3
159	в силу	1	3
160	подобно тому	2	3
161	то ни	2	3
162	бы быть	1	3
163	даже в	4	3
