N	2gram	Potebnia_M_4	Literetu
1	не только	10	24
2	при этом	15	19
3	в качестве	1	17
4	но и	11	17
5	в том	23	16
6	а не	12	16
7	в частности	1	15
8	том что	12	14
9	тогда как	4	13
10	может быть	26	13
11	и не	18	12
12	в этом	23	12
13	в своем	8	11
14	состоит в	2	11
15	своего рода	1	11
16	прежде всего	1	11
17	то что	29	10
18	или иначе	2	9
19	так или	2	8
20	не в	11	8
21	и в	23	8
22	только в	15	8
23	как это	1	8
24	я не	2	7
25	как бы	5	7
26	в себе	14	7
27	не менее	5	7
28	в его	5	7
29	уже не	3	7
30	и я	2	6
31	то есть	34	6
32	как и	14	6
33	точки зрения	4	6
34	и сам	1	6
35	того что	14	6
36	связи с	3	6
37	xix века	1	6
38	одним из	1	5
39	то же	14	5
40	отличие от	1	5
41	как в	7	5
42	на наш	1	5
43	в то	4	5
44	казалось бы	1	5
45	а также	1	5
46	же время	3	5
47	же в	1	5
48	что он	4	5
49	уже в	5	5
50	не может	11	5
51	в данном	4	5
52	я в	2	5
53	тем самым	4	5
54	в своей	1	4
55	еще не	3	4
56	столь же	2	4
57	но не	1	4
58	в этой	1	4
59	все же	1	4
60	перестает быть	1	4
61	не как	2	4
62	в силу	7	4
63	лишь в	3	4
64	и его	2	4
65	ведет к	3	4
66	данном случае	2	4
67	никогда не	3	4
68	так и	6	4
69	и тем	4	4
70	из них	1	4
71	друг друга	2	4
72	в связи	1	4
73	со стороны	3	4
74	это не	7	4
75	в своих	2	4
76	например в	3	3
77	в сфере	1	3
78	и есть	3	3
79	тем же	1	3
80	что его	2	3
81	по отношению	10	3
82	более чем	3	3
83	субъекта и	1	3
84	в самом	3	3
85	бы не	3	3
86	таким образом	24	3
87	исходя из	1	3
88	той же	3	3
89	его в	4	3
90	в душе	1	3
91	далеко не	1	3
92	не мог	1	3
93	в их	1	3
94	но в	8	3
95	том же	2	3
96	дело в	1	3
97	в области	2	3
98	говоря словами	2	3
99	в виду	3	3
100	в пределах	1	3
101	другого в	1	3
102	один из	2	3
103	и прежде	2	3
104	сознание в	1	3
105	потому что	33	3
106	этом в	2	3
107	одно из	1	3
108	при всей	1	3
109	у него	1	3
110	и даже	2	3
111	с другой	2	3
112	в сознание	2	3
113	и др	2	3
114	не было	12	3
