N	2gram	Vygotskiy__2	FransuaR
1	и в	15	56
2	в его	2	18
3	таким образом	14	17
4	все эти	3	15
5	в этом	19	14
6	в том	33	13
7	так и	8	13
8	он был	1	12
9	и его	4	12
10	то же	5	11
11	в них	4	11
12	в этих	2	11
13	и т.п	7	11
14	до конца	1	11
15	как бы	7	11
16	и до	3	10
17	мы уже	6	10
18	эпохи в	1	9
19	в самом	11	9
20	и не	7	9
21	только в	4	9
22	но и	10	9
23	в сущности	9	8
24	во всех	2	8
25	не только	15	8
26	в нем	1	8
27	и с	4	8
28	и их	5	8
29	и даже	5	8
30	до сих	1	8
31	и др	5	8
32	сих пор	1	8
33	все это	4	8
34	том что	27	8
35	и на	1	7
36	уже говорили	3	7
37	как мы	6	7
38	у него	2	7
39	в частности	6	7
40	той же	2	6
41	в ее	1	6
42	в этой	6	6
43	но в	6	6
44	точки зрения	26	6
45	языка и	3	6
46	вовсе не	6	6
47	мы видим	4	6
48	связи с	9	6
49	связаны с	1	6
50	прежде всего	4	6
51	в той	1	6
52	и все	3	6
53	потому что	7	6
54	с ее	2	5
55	с его	4	5
56	но не	3	5
57	в пределах	1	5
58	он не	7	5
59	так сказать	1	5
60	мы видели	6	5
61	такой же	1	5
62	во время	3	5
63	в отношении	6	5
64	в процессе	11	5
65	никогда не	8	5
66	в области	1	5
67	говорили что	1	5
68	один из	1	5
69	ни с	1	5
70	как и	6	5
71	это были	1	5
72	в результате	3	5
73	что в	14	5
74	они не	3	5
75	ту же	2	4
76	и потому	1	4
77	но по	1	4
78	в ней	1	4
79	за пределы	2	4
80	и к	6	4
81	в которой	4	4
82	что это	6	4
83	в себе	2	4
84	при этом	3	4
85	их в	4	4
86	что все	4	4
87	и ее	3	4
88	и более	2	4
89	даже в	4	4
90	одна из	1	4
91	того чтобы	12	4
92	по своей	6	4
93	во всем	2	4
94	форм и	1	4
95	в совершенно	4	4
96	и которые	1	4
97	и других	2	4
98	о том	9	4
99	с одной	7	4
100	в качестве	4	4
101	конечно не	1	4
102	так как	4	4
103	в особенности	1	4
104	в основе	3	4
105	в свете	1	4
106	в своих	1	4
107	в их	2	3
108	время в	1	3
109	в своем	9	3
110	перед нами	2	3
111	и наконец	1	3
112	его к	2	3
113	сливаются в	1	3
114	и самый	2	3
115	не в	8	3
116	в таких	1	3
117	казалось бы	8	3
118	можно видеть	1	3
119	во все	2	3
120	другом месте	2	3
121	рядом с	1	3
122	здесь мы	1	3
123	и о	1	3
124	в другом	2	3
125	и здесь	1	3
126	и т.д	12	3
127	а также	2	3
128	между тем	1	3
129	существенную роль	1	3
130	как например	2	3
131	видели что	5	3
132	одной из	3	3
133	здесь с	1	3
134	так что	1	3
135	был бы	1	3
