N	3gram	Losev_Prob_5	SlovoVZh
1	по отношению к	2	11
2	не может быть	2	7
3	можно сказать что	3	5
4	дело в том	2	4
5	в том что	8	4
6	тем не менее	5	3
7	бы то ни	2	3
8	этой точки зрения	1	3
9	до сих пор	2	3
10	и не в	2	3
11	то ни было	1	3
12	это не так	1	2
13	в какой степени	1	2
14	в такой же	1	2
15	зависит от того	1	2
16	на самом деле	1	2
17	с другой стороны	5	2
18	с точки зрения	8	2
19	но тем не	1	2
20	с этой стороны	1	2
21	в данном случае	2	2
22	в настоящее время	3	2
23	с одной стороны	3	2
24	тех или иных	2	1
25	но все же	2	1
26	и в этом	1	1
27	в чем не	1	1
28	с большим трудом	1	1
29	все же не	3	1
30	какой степени не	1	1
31	то время как	3	1
32	одним и тем	1	1
33	во всяком случае	2	1
34	как одно из	1	1
35	в самом деле	1	1
36	в этом смысле	3	1
37	с ним в	1	1
38	между тем как	1	1
39	в нем и	1	1
40	и таким образом	1	1
41	в то время	3	1
42	здесь таким образом	1	1
43	ни в чем	1	1
44	равно как и	2	1
45	сам по себе	1	1
46	таким образом мы	1	1
47	том что поэт	1	1
48	и что она	1	1
49	но и в	2	1
50	о том что	9	1
51	в этом отношении	1	1
52	по аналогии с	1	1
53	с самого начала	1	1
54	то что я	1	1
55	ни в какой	1	1
56	можно было бы	1	1
57	всей жизни в	1	1
58	то же время	1	1
59	в русской литературе	3	1
60	даже тогда когда	1	1
61	может быть только	3	1
62	по крайней мере	4	1
63	здесь вовсе не	1	1
64	в то же	1	1
65	и в частности	3	1
66	сама по себе	1	1
67	является для нас	1	1
68	в нем по	1	1
69	в виду не	1	1
70	для нас не	2	1
71	далеко не всегда	3	1
72	и тем же	1	1
73	к тому же	1	1
74	но в то	1	1
