N	2gram	Propp_Isto_5	Formalny
1	т е	16	32
2	и не	11	30
3	вовсе не	2	28
4	и в	25	27
5	может быть	17	25
6	не может	6	24
7	и его	9	19
8	в этом	10	18
9	таким образом	9	18
10	а не	2	17
11	самом деле	2	16
12	точки зрения	2	16
13	то же	4	15
14	в нем	7	15
15	в процессе	1	15
16	и пр	3	15
17	на самом	1	14
18	как и	7	14
19	с точки	1	14
20	не в	6	12
21	если бы	2	12
22	и т	20	11
23	в самом	1	11
24	в жизни	1	11
25	и от	1	11
26	место в	1	10
27	но и	13	10
28	не только	13	9
29	так как	11	9
30	так же	5	9
31	отнюдь не	1	8
32	как бы	2	8
33	при этом	1	8
34	входит в	5	8
35	как мы	5	8
36	в пределах	4	8
37	только в	7	8
38	то что	7	8
39	и все	3	8
40	что в	8	8
41	тем же	1	7
42	с тем	8	7
43	не менее	4	7
44	же время	1	7
45	потому что	7	7
46	его в	9	7
47	в его	12	7
48	в том	6	7
49	там где	6	7
50	все это	4	7
51	совершенно не	2	7
52	в то	3	7
53	в искусстве	1	7
54	здесь и	1	6
55	еще не	8	6
56	но в	1	6
57	все эти	8	6
58	т д	18	6
59	в своей	2	6
60	и ее	1	6
61	всяком случае	1	6
62	было бы	1	6
63	в литературе	1	6
64	что он	22	6
65	с другой	9	6
66	вместе с	22	6
67	в данном	3	6
68	все же	10	6
69	и для	2	6
70	бы в	1	6
71	хотя бы	1	6
72	в своих	1	6
73	во всяком	1	6
74	в зависимости	1	5
75	зависимости от	1	5
76	совсем не	1	5
77	но не	5	5
78	в истории	4	5
79	в одной	1	5
80	войти в	1	5
81	материала в	1	5
82	того чтобы	3	5
83	сводится к	1	5
84	в ней	5	5
85	что они	1	5
86	в дальнейшем	4	5
87	никогда не	3	5
88	говорит он	1	5
89	связи с	8	5
90	друг друга	3	5
91	тем что	10	5
92	и потому	2	5
93	тому как	1	5
94	другой стороны	8	5
95	мы не	5	4
96	смысл и	1	4
97	как в	6	4
98	и как	3	4
99	в целом	3	4
100	подобно тому	1	4
101	данном случае	2	4
102	в ее	4	4
103	мы знаем	8	4
104	том что	8	4
105	по себе	2	4
106	она не	2	4
107	тогда когда	2	4
108	мы можем	2	4
109	могут быть	6	4
110	к тому	1	4
111	роль в	2	4
112	о том	7	4
113	же и	1	4
114	конечно не	1	4
115	уже в	2	4
116	только на	1	4
117	социальной жизни	2	4
118	следует что	1	4
119	для того	3	4
120	со стороны	2	4
121	прежде всего	6	4
122	в связи	4	4
123	мы видели	7	4
124	как это	1	4
125	из этого	1	4
126	жизни и	2	4
127	они не	3	4
128	формы и	2	3
129	одним из	2	3
130	же как	4	3
131	функции в	1	3
132	того же	2	3
133	должна быть	1	3
134	мы уже	4	3
135	той же	1	3
136	мы и	2	3
137	в виду	1	3
138	и на	8	3
139	в которых	3	3
140	время в	2	3
141	во всех	2	3
142	то мы	1	3
143	то он	1	3
144	а и	1	3
145	что это	5	3
146	в себе	1	3
147	и с	3	3
148	это не	6	3
149	и тем	4	3
150	ее в	2	3
151	как таковой	1	3
152	в этих	6	3
153	от его	1	3
154	и более	1	3
155	по отношению	2	3
156	в основе	1	3
157	для нас	5	3
158	а что	1	3
159	они и	1	3
160	оно не	1	3
161	ясно что	5	3
162	еще в	2	3
163	никак не	1	3
164	и что	8	3
165	можно сказать	2	3
166	единства и	1	3
167	их в	3	3
168	в него	5	3
169	уже не	11	3
170	его и	2	3
171	в конце	1	3
172	к его	2	3
173	того что	2	3
174	отношению к	2	3
175	формы его	1	3
176	является для	1	3
177	о нем	3	3
178	сказать что	2	3
179	равно как	1	3
180	всех других	1	3
181	героя в	9	3
182	ту же	2	2
183	человека и	2	2
184	а иногда	1	2
185	он может	2	2
186	и сюжет	1	2
187	в котором	1	2
188	что уже	1	2
189	же что	1	2
190	видели что	2	2
191	очевидно что	2	2
192	отличие от	1	2
193	чем же	1	2
194	эта связь	2	2
195	пределах одной	1	2
196	в своем	1	2
197	стороны и	1	2
198	увидим что	1	2
199	от этого	4	2
200	то в	2	2
201	это можно	1	2
202	в этой	3	2
203	только один	3	2
204	что она	1	2
205	главным образом	1	2
206	всех этих	1	2
207	пределах одного	1	2
208	не как	4	2
209	на этом	3	2
210	они на	1	2
211	человека в	3	2
212	это значит	2	2
213	уже знаем	1	2
214	на почве	1	2
215	из нее	2	2
216	он является	1	2
217	для чего	1	2
218	такой же	2	2
219	и тогда	1	2
220	что собственно	1	2
221	том как	2	2
222	таким же	2	2
223	художественного творчества	1	2
224	то его	2	2
225	в отличие	1	2
226	знаем что	6	2
227	в основном	4	2
228	важно не	1	2
229	что этот	2	2
230	даже в	2	2
231	виду что	1	2
232	как о	1	2
233	дело не	1	2
234	правда в	1	2
235	одна из	2	2
236	не могло	1	2
237	находятся в	1	2
238	тем не	4	2
239	в каком	1	2
240	и это	4	2
241	здесь не	1	2
242	так в	2	2
243	сам становится	1	2
244	вошел в	2	2
245	можно только	1	2
246	это только	1	2
247	для этого	1	2
248	ничего не	2	2
249	или на	2	2
250	ее и	3	2
251	что и	6	2
252	и только	1	2
253	нем и	3	2
254	может иметь	1	2
255	в формах	2	2
256	но так	2	2
257	мы увидим	5	2
258	и действительно	5	2
259	должен быть	2	2
260	именно на	2	2
261	же он	1	2
262	из них	2	2
263	превращаются в	2	2
264	характерно что	1	2
265	тогда он	2	2
266	для художественного	1	2
267	без всякой	1	2
268	и даже	1	2
269	или иной	1	2
270	и из	3	2
271	в каких	1	2
272	мы еще	1	2
273	и др	3	2
274	связано с	5	2
275	превращается в	7	2
276	а на	2	2
277	одну из	1	2
278	новые формы	1	2
279	нет никаких	1	2
280	но оно	3	2
281	но уже	3	2
282	материал и	1	2
283	но это	7	2
284	но для	2	2
285	от него	1	2
286	у них	1	2
287	мы должны	4	2
288	в целях	3	2
289	одной из	1	2
290	но если	1	2
291	героя и	3	2
292	к этому	2	2
293	в таком	1	2
294	то на	1	1
295	также что	3	1
296	целого и	1	1
297	оно входит	1	1
298	сам по	1	1
299	его здесь	1	1
300	себе путь	1	1
301	тех же	2	1
302	переход от	1	1
303	между двумя	1	1
304	не имеют	1	1
305	есть не	1	1
306	мы имеем	14	1
307	с более	1	1
308	этого нет	1	1
309	теперь мы	1	1
310	из того	1	1
311	ему в	3	1
312	то это	3	1
313	форм в	1	1
314	это время	2	1
315	как таковые	2	1
316	он встречается	1	1
317	служит для	1	1
318	как у	2	1
319	своей работе	1	1
320	находит в	2	1
321	смысле мы	1	1
322	только тогда	2	1
323	должны были	1	1
324	нужно быть	1	1
325	иногда и	1	1
326	себе и	1	1
327	его на	4	1
328	с этим	5	1
329	совершенно очевидно	1	1
330	что как	1	1
331	части в	1	1
332	путь в	1	1
333	не два	1	1
334	следующим образом	1	1
335	как таковое	2	1
336	которых идет	1	1
337	та же	1	1
338	вопрос почему	1	1
339	что так	1	1
340	в иную	1	1
341	остановиться на	1	1
342	и тот	1	1
343	идет речь	1	1
344	на то	2	1
345	и если	1	1
346	положение что	1	1
347	уже тогда	1	1
348	все другие	1	1
349	он не	4	1
350	ключ к	1	1
351	именно из	1	1
352	по существу	2	1
353	героя мало	1	1
354	и по	2	1
355	так например	2	1
356	в нее	6	1
357	но все	5	1
358	его не	3	1
359	знает что	1	1
360	с другими	4	1
361	собой по	1	1
362	случаях особенно	1	1
363	быть не	1	1
364	специфическая особенность	1	1
365	чаще всего	1	1
366	его состав	1	1
367	еще одно	1	1
368	другое то	1	1
369	роль что	1	1
370	нет в	1	1
371	о которых	2	1
372	с этой	2	1
373	очень важное	1	1
374	при которых	1	1
375	в развитии	1	1
376	ведут к	1	1
377	вещи в	1	1
378	дело а	1	1
379	и при	2	1
380	работы в	1	1
381	в их	1	1
382	она в	1	1
383	на место	1	1
384	но он	2	1
385	них является	1	1
386	и эти	1	1
387	всего этот	1	1
388	вместе со	1	1
389	то с	1	1
390	ясно в	1	1
391	нее т	1	1
392	категория в	1	1
393	еще один	2	1
394	с ним	4	1
395	тем самым	1	1
396	что эта	1	1
397	она могла	1	1
398	особенно ярко	1	1
399	случае они	1	1
400	извне и	1	1
401	самого начала	1	1
402	меня не	1	1
403	того как	4	1
404	здесь играет	1	1
405	на него	8	1
406	когда они	2	1
407	иметь в	1	1
408	в стадии	1	1
409	формы эти	1	1
410	говорят что	1	1
411	теперь с	1	1
412	явление в	1	1
413	эти связи	1	1
414	есть она	1	1
415	и связи	1	1
416	развивается в	1	1
417	такой случай	1	1
418	они хотели	1	1
419	связь и	1	1
420	же этот	1	1
421	в сознании	1	1
422	не потому	2	1
423	с другом	2	1
424	в момент	1	1
425	в америке	4	1
426	если он	1	1
427	наконец в	1	1
428	числе и	1	1
429	мере того	1	1
430	всегда есть	1	1
431	что при	3	1
432	утверждать что	1	1
433	нельзя рассматривать	1	1
434	вывод что	1	1
435	на основе	1	1
436	совершенно ясно	4	1
437	чтобы быть	1	1
438	можно сделать	1	1
439	и этим	2	1
440	в себя	3	1
441	на той	1	1
442	с самого	1	1
443	или для	1	1
444	этого они	2	1
445	мы приведем	2	1
446	как герой	2	1
447	для него	1	1
448	и вообще	3	1
449	по мере	2	1
450	об этом	2	1
451	и здесь	7	1
452	не был	1	1
453	это происходит	2	1
454	также уже	1	1
455	язык и	2	1
456	говорит об	1	1
457	за пределами	1	1
458	но мы	3	1
459	одного из	1	1
460	можно утверждать	1	1
461	что его	3	1
462	как форма	1	1
463	может он	1	1
464	где же	1	1
465	является с	1	1
466	от них	2	1
467	в форме	3	1
468	повод к	1	1
469	в ту	1	1
470	не тот	1	1
471	и самые	1	1
472	не так	1	1
473	тело и	1	1
474	один момент	1	1
475	в современной	1	1
476	известно что	1	1
477	но с	1	1
478	словами мы	1	1
479	одного целого	1	1
480	мы видим	8	1
481	тот же	1	1
482	а часто	1	1
483	и так	1	1
484	это же	3	1
485	с одной	7	1
486	в эти	1	1
487	в качестве	7	1
488	себя в	6	1
489	так что	2	1
490	оказывается в	1	1
491	непонятным и	1	1
492	и у	1	1
493	вопроса о	1	1
494	то и	1	1
495	в нашей	1	1
496	же в	2	1
497	здесь же	1	1
498	а то	1	1
499	или даже	1	1
500	и других	2	1
501	или просто	1	1
502	е на	2	1
503	за ним	4	1
504	к каким	1	1
505	одно из	1	1
506	говорит о	2	1
507	себе в	1	1
508	ведь это	1	1
509	слова в	1	1
510	в одном	1	1
511	чтобы она	2	1
512	у этих	1	1
513	него это	1	1
514	в систему	1	1
515	связи в	1	1
516	и вместе	2	1
517	в других	2	1
518	это положение	1	1
519	из двух	2	1
520	ней и	1	1
521	даже не	1	1
522	до сих	2	1
523	другую сторону	1	1
524	что человек	1	1
525	однако это	1	1
526	сюда же	3	1
527	здесь в	1	1
528	и быть	2	1
