N	3gram	Bakhtin_sl_1	Istorich
1	и т д	5	22
2	мы видим что	1	8
3	не может быть	1	7
4	тем не менее	1	6
5	более или менее	3	5
6	с другой стороны	4	5
7	до сих пор	2	5
8	в большинстве случаев	6	4
9	с одной стороны	4	4
10	в том что	1	4
11	дело в том	1	3
12	то время как	2	3
13	в то время	2	3
14	друг с другом	2	3
15	о том что	1	3
16	можно было бы	2	3
17	в зависимости от	3	2
18	бы то ни	1	2
19	но и в	1	2
20	если бы мы	1	2
21	то ни было	1	2
22	только в одном	1	2
23	обстоит дело с	1	2
24	в отличие от	1	2
25	большей или меньшей	4	2
26	с самого начала	1	2
27	за тридевять земель	1	2
28	до наших дней	1	1
29	а иногда и	1	1
30	все дело в	1	1
31	не только по	1	1
32	еще на одной	1	1
33	прежде всего в	1	1
34	это было бы	1	1
35	равно как и	1	1
36	и в особенности	4	1
37	но и по	1	1
38	в этом случае	2	1
39	в нем и	1	1
40	и др а	1	1
41	в своей книге	1	1
42	но оно не	2	1
43	на самом же	1	1
44	к тому или	1	1
45	точку зрения не	1	1
46	и т п	23	1
47	такая точка зрения	1	1
48	в какой степени	1	1
49	в противном случае	1	1
50	может быть только	2	1
51	его но и	2	1
52	в значительной степени	1	1
53	именно потому что	1	1
54	каждый из этих	1	1
55	на смерть и	1	1
56	дело не с	2	1
57	но в то	4	1
58	не только в	2	1
59	в них как	2	1
60	в меньшей степени	1	1
61	своей книге о	1	1
62	а не как	2	1
63	в большей или	3	1
64	там где нет	1	1
65	не могут быть	2	1
66	это не значит	1	1
67	есть только в	1	1
68	самом же деле	1	1
69	в стороне от	1	1
70	ни одной из	1	1
71	что они не	1	1
72	все же и	1	1
73	таким образом в	3	1
74	никогда не может	1	1
75	в первом случае	2	1
76	того или иного	2	1
77	в одном из	1	1
78	не только на	2	1
79	но и здесь	3	1
80	вследствие этого и	1	1
81	уже не только	1	1
82	к тому что	2	1
83	таким образом может	1	1
84	тех или иных	1	1
85	одно без другого	2	1
86	и в этом	2	1
87	для того чтобы	1	1
88	очень велика в	1	1
89	не знает такого	1	1
90	в этом отношении	1	1
91	до известной степени	2	1
