N	2gram	Propp_Morf_1	Myshleni
1	в том	6	42
2	том что	4	35
3	с помощью	1	31
4	таким образом	21	25
5	в этом	14	24
6	точки зрения	2	24
7	в качестве	5	21
8	и в	13	20
9	что в	8	19
10	в основе	1	17
11	то же	7	16
12	не только	4	15
13	то что	8	15
14	что они	2	14
15	как мы	6	13
16	при этом	1	12
17	может быть	52	12
18	с другой	8	12
19	потому что	3	12
20	с точки	2	11
21	в его	1	11
22	так же	3	11
23	в целом	3	11
24	мы должны	3	11
25	и то	1	10
26	в себе	1	10
27	того что	3	10
28	мы видим	13	10
29	только в	2	10
30	если мы	5	10
31	так как	16	10
32	и другие	6	9
33	могли бы	1	9
34	и как	5	9
35	как и	3	9
36	понятия и	1	9
37	между тем	5	9
38	что и	7	9
39	с одной	1	9
40	одной стороны	1	9
41	как это	3	9
42	другой стороны	4	9
43	но и	4	9
44	и тем	2	8
45	было бы	3	8
46	и что	2	8
47	и не	12	8
48	в результате	7	8
49	самом деле	4	7
50	собственном смысле	3	7
51	и тот	1	7
52	в своей	1	7
53	и более	1	7
54	с другом	1	7
55	могут быть	16	7
56	же самое	1	7
57	того чтобы	3	7
58	в собственном	3	7
59	тем что	4	7
60	этом отношении	1	7
61	понятия не	1	7
62	а не	11	7
63	что мы	2	7
64	как бы	3	7
65	друг с	1	7
66	и на	1	6
67	одно и	1	6
68	те же	1	6
69	с тем	2	6
70	к тому	4	6
71	можно было	2	6
72	в силу	1	6
73	его в	2	6
74	что он	4	6
75	не может	14	6
76	и развития	1	6
77	сказать что	2	6
78	мы уже	1	5
79	между собой	4	5
80	друг на	2	5
81	как в	3	5
82	с этим	11	5
83	все же	7	5
84	перед нами	10	5
85	целый ряд	3	5
86	и к	4	5
87	увидим что	1	5
88	все эти	2	5
89	на то	2	5
90	это не	6	5
91	это положение	2	5
92	на друга	2	5
93	и его	1	5
94	не является	3	5
95	так и	6	5
96	если бы	2	5
97	о том	2	5
98	раньше чем	3	5
99	мы можем	2	5
100	для того	2	5
101	в частности	2	5
102	что такое	3	5
103	в сущности	3	4
104	видим таким	1	4
105	как уже	2	4
106	в нашем	3	4
107	нами в	2	4
108	состоит в	2	4
109	как они	1	4
110	и с	1	4
111	с этой	1	4
112	на первый	3	4
113	в ходе	4	4
114	и при	1	4
115	которые в	1	4
116	не в	3	4
117	тому что	4	4
118	что с	1	4
119	только что	2	4
120	из них	3	4
121	друг друга	3	4
122	во всей	1	4
123	образом что	1	4
124	в области	1	4
125	по своему	2	4
126	нами выше	1	4
127	и для	2	4
128	для нас	2	4
129	между ними	1	4
130	к этому	3	4
131	во всяком	2	4
132	почти всегда	1	3
133	приходит к	1	3
134	приводят к	1	3
135	в виду	1	3
136	в чем	1	3
137	тем как	1	3
138	говорит что	1	3
139	следующим образом	3	3
140	но в	2	3
141	в которой	3	3
142	это утверждение	1	3
143	представляет собой	17	3
144	в этой	2	3
145	на его	4	3
146	он пользуется	1	3
147	на этом	3	3
148	в совершенно	1	3
149	со всеми	1	3
150	на все	1	3
151	обоих случаях	2	3
152	ни в	1	3
153	чем в	1	3
154	в один	3	3
155	в этих	13	3
156	к истории	1	3
157	мы говорили	1	3
158	не менее	5	3
159	что эта	2	3
160	в обоих	2	3
161	в другую	2	3
162	во всем	1	3
163	связи с	10	3
164	не могут	4	3
165	с логической	2	3
166	ничего общего	1	3
167	оно может	3	3
168	приводит к	2	3
169	и когда	1	3
170	должно быть	1	3
171	составные части	7	3
172	один из	5	3
173	одной из	1	3
174	но не	4	3
175	в какой	3	3
176	всяком случае	2	3
177	себя в	1	3
178	так что	1	3
179	слова не	1	3
180	не означает	1	3
181	от тех	1	3
182	из одной	1	3
183	от того	3	3
184	со стороны	3	3
185	на этот	1	3
186	в связи	9	3
187	наряду с	5	3
188	одновременно с	1	3
189	по существу	12	3
190	этом случае	8	3
191	иначе чем	2	3
192	совершенно не	1	3
193	по одному	1	3
194	в виде	2	3
195	точно так	1	3
196	ли мы	1	2
197	одним из	1	2
198	также и	4	2
199	что сходные	1	2
200	связана с	3	2
201	относятся к	2	2
202	между двумя	1	2
203	проявляются в	1	2
204	ту же	2	2
205	свое место	1	2
206	что эти	2	2
207	должна быть	1	2
208	высшей степени	1	2
209	момент когда	2	2
210	мы имеем	9	2
211	мы будем	3	2
212	какой степени	1	2
213	отличие от	1	2
214	которые не	1	2
215	более и	1	2
216	по пути	1	2
217	животных и	3	2
218	привести к	1	2
219	из этих	1	2
220	во многих	1	2
221	предметов и	1	2
222	не есть	1	2
223	вообще не	1	2
224	ожидать что	1	2
225	все другие	1	2
226	то как	2	2
227	подобно тому	6	2
228	в основу	2	2
229	в каждом	1	2
230	здесь мы	3	2
231	а затем	4	2
232	же не	1	2
233	затем уже	2	2
234	входит в	2	2
235	мы постараемся	2	2
236	в ином	2	2
237	в высшей	1	2
238	далеко не	5	2
239	оно имеет	1	2
240	такой же	1	2
241	и тогда	1	2
242	нисколько не	1	2
243	момента в	1	2
244	которую он	1	2
245	установить что	1	2
246	собой и	1	2
247	их в	1	2
248	что этот	1	2
249	в той	1	2
250	но они	1	2
251	не имеет	2	2
252	на котором	3	2
253	того как	2	2
254	не по	2	2
255	это мы	1	2
256	под этим	1	2
257	не совсем	1	2
258	очень часто	6	2
259	когда мы	1	2
260	они даны	2	2
261	в наши	1	2
262	что при	2	2
263	здесь не	2	2
264	данном случае	1	2
265	ясно что	5	2
266	еще не	3	2
267	самых различных	2	2
268	даны в	1	2
269	и здесь	5	2
270	настоящее время	3	2
271	а также	4	2
272	может не	1	2
273	к другой	1	2
274	в приведенных	1	2
275	к нему	3	2
276	на одном	1	2
277	в другой	1	2
278	вслед за	5	2
279	в настоящей	1	2
280	в него	1	2
281	видим что	10	2
282	значит что	3	2
283	что здесь	1	2
284	но так	1	2
285	образом как	1	2
286	но как	2	2
287	и у	1	2
288	вопроса о	1	2
289	в нашей	1	2
290	по законам	1	2
291	от других	2	2
292	в данной	1	2
293	он имеет	1	2
294	функции но	1	2
295	для него	1	2
296	тогда как	2	2
297	у него	1	2
