N	2gram	Vygotskiy__6	Narrotol
1	не только	16	31
2	но и	10	27
3	и не	11	23
4	при этом	3	19
5	может быть	13	15
6	в качестве	4	14
7	в частности	4	14
8	как и	6	13
9	а не	3	13
10	а в	2	13
11	в этом	27	12
12	только в	18	12
13	и в	28	11
14	в данном	2	11
15	состоит в	2	10
16	и его	3	10
17	то что	28	9
18	то же	7	8
19	представляет собой	3	8
20	иначе говоря	3	8
21	не может	19	8
22	данном случае	1	8
23	в том	28	8
24	уже не	1	8
25	но в	5	7
26	том что	19	7
27	если бы	7	7
28	у него	2	7
29	и он	1	6
30	в самом	8	6
31	не в	4	6
32	в этой	5	6
33	в себе	4	6
34	об этом	1	6
35	не мог	1	6
36	к тому	10	6
37	и т.д	3	6
38	во втором	3	6
39	в его	3	6
40	как бы	11	6
41	один из	3	6
42	как раз	6	6
43	между двумя	2	5
44	и на	5	5
45	той или	1	5
46	перед нами	1	5
47	так и	6	5
48	точки зрения	13	5
49	в своей	2	5
50	тем самым	8	5
51	потому что	22	5
52	на другой	1	5
53	можно сказать	6	5
54	точка зрения	1	5
55	то в	5	4
56	в первом	4	4
57	еще не	8	4
58	с его	3	4
59	но не	10	4
60	как в	3	4
61	все же	2	4
62	хотя и	3	4
63	из этих	3	4
64	в нем	7	4
65	из них	2	4
66	по себе	3	4
67	и тем	5	4
68	в одном	2	4
69	в то	6	4
70	одна из	1	4
71	не по	3	4
72	того чтобы	10	4
73	никогда не	8	4
74	в сознании	4	4
75	что на	4	4
76	что у	2	4
77	о том	1	4
78	внимание на	2	4
79	к нему	1	4
80	того что	24	4
81	для него	6	4
82	слова в	1	4
83	или иной	1	4
84	прежде всего	2	4
85	из наиболее	1	4
86	о чем	1	4
87	этом и	1	4
88	имеет место	2	4
89	как известно	7	3
90	и то	4	3
91	самом деле	2	3
92	едва ли	1	3
93	мы имеем	4	3
94	мы не	6	3
95	а для	1	3
96	он сам	2	3
97	но как	3	3
98	в центре	1	3
99	в своем	7	3
100	и как	6	3
101	в целом	3	3
102	в нашем	4	3
103	но именно	1	3
104	он не	7	3
105	для того	8	3
106	подобно тому	1	3
107	и с	1	3
108	это не	5	3
109	в современной	1	3
110	в ходе	3	3
111	и ее	1	3
112	тем не	1	3
113	их в	1	3
114	не менее	2	3
115	но они	1	3
116	этом отношении	3	3
117	у нас	2	3
118	начиная с	1	3
119	и о	1	3
120	еще в	2	3
121	между тем	1	3
122	что он	18	3
123	по отношению	10	3
124	не говорит	1	3
125	представляют собой	3	3
126	именно в	4	3
127	как это	3	3
128	тому как	1	3
129	в начале	1	3
130	в следующей	1	3
131	не существует	1	3
132	и все	5	3
133	первом случае	3	3
134	отношению к	10	3
135	что в	17	3
136	а о	1	2
137	в сфере	12	2
138	и через	1	2
139	переход от	4	2
140	тем же	1	2
141	в зависимости	5	2
142	язык как	1	2
143	в сущности	7	2
144	ему в	1	2
145	зависимости от	5	2
146	между собой	9	2
147	в чем	6	2
148	отличие от	1	2
149	один и	1	2
150	отнюдь не	1	2
151	в той	4	2
152	в известном	1	2
153	раз в	3	2
154	нам как	1	2
155	на то	4	2
156	в случае	3	2
157	ключ к	2	2
158	и еще	1	2
159	одно и	1	2
160	человека в	1	2
161	а по	3	2
162	входит в	1	2
163	это было	1	2
164	все равно	1	2
165	он и	1	2
166	для одного	3	2
167	и тогда	1	2
168	и того	4	2
169	в этих	2	2
170	в отличие	1	2
171	сих пор	3	2
172	она не	2	2
173	не имеет	6	2
174	дело в	1	2
175	дело не	1	2
176	не могло	2	2
177	казалось бы	2	2
178	этих двух	1	2
179	как она	1	2
180	и является	2	2
181	связи с	3	2
182	к жизни	4	2
183	ли не	1	2
184	же самое	6	2
185	они и	1	2
186	оно не	4	2
187	состоят в	1	2
188	как мы	10	2
189	свою очередь	1	2
190	другой стороны	2	2
191	в пределах	5	2
192	по мере	3	2
193	с ним	2	2
194	ситуации и	1	2
195	имеем дело	2	2
196	никак не	1	2
197	до сих	3	2
198	с другой	2	2
199	нас в	2	2
200	и только	3	2
201	от этих	1	2
202	детская речь	1	2
203	чем он	2	2
204	идет по	2	2
205	не владеет	1	2
206	с ними	2	2
207	дело с	2	2
208	он уже	1	2
209	который в	1	2
210	где они	2	2
211	только на	2	2
212	до конца	3	2
213	в равной	1	2
214	его и	1	2
215	сами по	1	2
216	в конце	2	2
217	друг друга	4	2
218	мы можем	9	2
219	и даже	1	2
220	в области	6	2
221	в результате	1	2
222	как у	1	2
223	и притом	1	2
224	а на	1	2
225	и составляет	3	2
226	зависит от	3	2
227	что мы	11	2
228	если не	1	2
229	позволяет нам	1	2
230	вместе с	7	2
231	к его	2	2
232	по своему	2	2
233	в связи	2	2
234	и от	2	2
235	только что	2	2
236	между ними	7	2
237	сказать что	13	2
238	в свою	1	2
239	все что	1	2
240	если б	1	1
241	и завершается	2	1
242	одним из	2	1
243	же как	6	1
244	не остается	1	1
245	сам по	1	1
246	а из	2	1
247	связи между	6	1
248	на самом	1	1
249	это и	3	1
250	другому человеку	1	1
251	опираясь на	1	1
252	в приведенном	1	1
253	и до	1	1
254	мы уже	2	1
255	например в	4	1
256	не приходится	1	1
257	смысле можно	1	1
258	в первый	1	1
259	то и	1	1
260	привести к	1	1
261	что иное	1	1
262	принадлежит к	2	1
263	из того	5	1
264	но даже	1	1
265	мы и	4	1
266	из которых	1	1
267	первого и	1	1
268	слово не	2	1
269	и сами	1	1
270	иное как	1	1
271	быть в	1	1
272	в различных	1	1
273	а только	2	1
274	не то	1	1
275	тех же	1	1
276	ответ на	1	1
277	отношение к	7	1
278	до которого	1	1
279	его на	1	1
280	что именно	2	1
281	с этим	4	1
282	не одним	1	1
283	еще и	1	1
284	в полном	1	1
285	когда он	2	1
286	целый ряд	4	1
287	и наконец	2	1
288	в образовании	1	1
289	и к	6	1
290	самом начале	4	1
291	в действительности	1	1
292	за собой	3	1
293	это решение	1	1
294	действия и	3	1
295	в которой	7	1
296	отношения с	1	1
297	что это	1	1
298	в учебниках	1	1
299	лишний раз	1	1
300	приводит к	6	1
301	речи но	1	1
302	отношение между	3	1
303	и тот	1	1
304	свой особый	1	1
305	как он	1	1
306	но на	2	1
307	например как	1	1
308	а более	1	1
309	что она	1	1
310	главным образом	1	1
311	ребенку не	1	1
312	оно в	1	1
313	как с	2	1
314	не как	1	1
315	в силу	17	1
316	структуру в	1	1
317	новое и	1	1
318	содержит в	1	1
319	которое может	1	1
320	друг с	5	1
321	и по	3	1
322	возможно это	1	1
323	в нее	1	1
324	говоря в	1	1
325	таким образом	18	1
326	но все	1	1
327	может остаться	1	1
328	связей в	1	1
329	значение в	1	1
330	чего он	4	1
331	той же	4	1
332	их себе	1	1
333	особенности в	1	1
334	очередь не	1	1
335	его в	6	1
336	с другими	2	1
337	всю свою	2	1
338	в большей	1	1
339	но уже	1	1
340	далеко не	1	1
341	в ее	1	1
342	с тем	5	1
343	первые два	1	1
344	и само	1	1
345	мы видели	8	1
346	основывается на	1	1
347	обозначить как	1	1
348	ведет к	1	1
349	связаны между	1	1
350	мог оказаться	1	1
351	во время	1	1
352	в котором	2	1
353	с точки	10	1
354	в их	3	1
355	фактами и	1	1
356	оказывается что	1	1
357	в которых	2	1
358	что еще	1	1
359	что я	2	1
360	от его	1	1
361	втором случае	2	1
362	точку зрения	2	1
363	обращение к	1	1
364	на языке	1	1
365	и предполагает	1	1
366	и наоборот	1	1
367	необходимо чтобы	2	1
368	даже в	1	1
369	что эта	2	1
370	случае мы	1	1
371	нас к	4	1
372	тому что	11	1
373	раз и	2	1
374	что происходит	1	1
375	ситуации как	1	1
376	возникает в	1	1
377	так как	10	1
378	сущности говоря	4	1
379	непосредственное восприятие	1	1
380	до известной	3	1
381	как можно	1	1
382	для каждого	2	1
383	того как	5	1
384	которые не	1	1
385	достигается не	1	1
386	как следует	1	1
387	одновременно все	1	1
388	это еще	1	1
389	приведенном выше	1	1
390	для всех	2	1
391	по своей	3	1
392	во всем	1	1
393	обратимся в	1	1
394	не принадлежит	1	1
395	только с	1	1
396	образом не	1	1
397	с другом	5	1
398	в четвертом	2	1
399	детей в	1	1
400	в момент	1	1
401	в специальном	1	1
402	могут быть	5	1
403	отличается от	3	1
404	для развития	5	1
405	об одном	2	1
406	содержание в	1	1
407	для его	1	1
408	должен быть	1	1
409	от друга	1	1
410	как по	4	1
411	для всего	1	1
412	только то	3	1
413	говорили что	1	1
414	в более	1	1
415	признаков а	1	1
416	различие между	2	1
417	и когда	1	1
418	в другом	2	1
419	сознании не	1	1
420	к исследованию	2	1
421	по аналогии	1	1
422	переход к	3	1
423	не с	2	1
424	ясно что	4	1
425	мог бы	3	1
426	во второй	2	1
427	том как	2	1
428	еще одного	1	1
429	но у	1	1
430	не исчерпывается	1	1
431	является в	1	1
432	была в	2	1
433	и вообще	2	1
434	подчиняет их	1	1
435	и здесь	3	1
436	зависеть от	1	1
437	для мышления	1	1
438	любое другое	1	1
439	в глаза	1	1
440	свою историю	1	1
441	утверждает что	1	1
442	появляется в	1	1
443	для нас	2	1
444	самому себе	1	1
445	в значительной	2	1
446	не умеет	4	1
447	во всех	4	1
448	а потому	1	1
449	нуждается в	3	1
450	на одном	2	1
451	что и	4	1
452	он его	1	1
453	все время	3	1
454	с той	1	1
455	в новой	2	1
456	в двух	1	1
457	тот же	1	1
458	речь о	1	1
459	что один	2	1
460	мы увидим	1	1
461	по данному	1	1
462	видел как	1	1
463	правда и	1	1
464	это означает	3	1
465	между этими	4	1
466	об их	1	1
467	с одной	1	1
468	с которыми	1	1
469	к одному	2	1
470	которые мы	1	1
471	того же	7	1
472	расчленяет его	1	1
473	внимание что	1	1
474	на всем	1	1
475	понятие которое	1	1
476	и у	1	1
477	ни одного	1	1
478	различия в	2	1
479	у них	2	1
480	не из	2	1
481	всех видов	1	1
482	времени когда	1	1
483	предположение что	1	1
484	в данной	1	1
485	но совершенно	2	1
486	и сознания	1	1
487	этот раз	1	1
488	их как	1	1
489	или даже	1	1
490	представить себе	3	1
491	зрения развития	1	1
492	для другого	1	1
493	и гибель	1	1
494	в ряде	1	1
495	которые могут	1	1
496	в случаях	1	1
497	тем что	8	1
498	и перенос	1	1
499	не просто	1	1
500	на том	2	1
501	друг от	1	1
502	которое мы	2	1
503	к нашему	1	1
504	до этого	1	1
505	которых мы	2	1
506	значения в	1	1
507	для этого	2	1
508	в меньшей	2	1
509	наконец в	1	1
510	а с	1	1
511	говорит о	1	1
512	связано с	3	1
513	по тем	1	1
514	одной стороны	1	1
515	он только	1	1
516	на этот	4	1
517	штаны но	1	1
518	а главное	1	1
519	не на	2	1
520	ребенок относительно	1	1
521	он даже	1	1
522	возвращаясь к	1	1
523	одну из	1	1
524	понятие о	2	1
525	его сознании	1	1
526	там где	7	1
527	которой он	1	1
528	и слово	1	1
529	ближе к	1	1
530	с помощью	13	1
531	именно поэтому	2	1
532	на фоне	3	1
533	необходимо было	1	1
534	так же	15	1
535	опирается на	2	1
536	над ним	1	1
537	центральный пункт	3	1
538	без которых	1	1
539	что за	1	1
540	она есть	1	1
541	перехода от	9	1
542	в ответ	1	1
543	в тех	1	1
544	и всей	1	1
545	не можем	1	1
546	приблизиться к	1	1
547	но это	2	1
548	все это	2	1
549	быть общим	1	1
550	числе и	1	1
551	одного и	4	1
552	известной степени	2	1
553	его собственными	1	1
554	мышления в	5	1
555	при таком	1	1
556	собственно и	1	1
557	на стороне	1	1
558	этой проблемой	1	1
559	интерес к	2	1
560	тем более	1	1
561	в динамике	1	1
562	предмета и	2	1
563	отношении к	3	1
564	это все	1	1
565	первый раз	1	1
566	слова с	1	1
567	наполнения и	1	1
568	не знает	3	1
569	от понимания	1	1
570	гораздо существеннее	1	1
571	была бы	2	1
572	речи и	5	1
573	впервые в	1	1
574	совершенно не	1	1
575	это на	3	1
576	самой своей	4	1
577	и мышления	1	1
578	только о	1	1
579	структуры в	3	1
580	опыта и	3	1
581	вся эта	1	1
582	прежде в	1	1
583	к этому	1	1
584	точно так	1	1
585	том числе	1	1
586	они не	4	1
