N	3gram	Propp_Isto_5	Tvorches
1	и т д	18	11
2	то же время	1	7
3	в то же	1	7
4	в соответствии с	1	4
5	по отношению к	2	3
6	до сих пор	2	3
7	не может быть	3	3
8	если не считать	2	2
9	в самом деле	1	2
10	в отличие от	1	2
11	так же как	3	2
12	во всяком случае	1	2
13	с другой стороны	8	2
14	о том что	4	2
15	в том что	2	2
16	он живет в	2	1
17	мы уже говорили	1	1
18	ничего не говорит	1	1
19	потому что в	1	1
20	и потому что	1	1
21	в том числе	1	1
22	играют большую роль	1	1
23	о том как	2	1
24	т д и	1	1
25	же как и	2	1
26	в нем и	3	1
27	но когда герой	1	1
28	может быть в	1	1
29	мы видим в	1	1
30	точно так же	1	1
31	большую роль в	1	1
32	героя в формах	1	1
33	но уже в	1	1
34	и др мы	1	1
35	в дальнейшем когда	1	1
36	в том смысле	1	1
37	на наших глазах	1	1
38	еще ничего не	1	1
39	тем что он	2	1
40	это одна из	1	1
41	не только для	1	1
42	в свою очередь	1	1
43	в связи с	4	1
44	в виду что	1	1
45	т д все	1	1
46	что у него	1	1
47	в ином мире	2	1
48	т д такое	1	1
49	по себе не	1	1
50	на той же	1	1
51	в то время	1	1
52	д и т	1	1
53	это тем что	1	1
54	с самого начала	1	1
55	том числе и	1	1
56	мы знаем что	4	1
57	в частности с	1	1
58	но это не	2	1
59	как и в	2	1
60	на другой день	1	1
61	и как видно	1	1
