N	3gram	Vygotskiy__5	Dialekti
1	и т д	3	15
2	с точки зрения	2	9
3	в том что	14	9
4	что иное как	2	8
5	не что иное	2	8
6	по крайней мере	1	7
7	не может быть	2	6
8	для того чтобы	19	5
9	в этом смысле	1	4
10	само по себе	2	4
11	и тем более	1	4
12	ни в каком	1	4
13	и той же	2	3
14	то или иное	1	3
15	одной и той	2	3
16	лежит в основе	1	3
17	и в этом	1	3
18	что это есть	2	3
19	на то что	16	3
20	она не есть	1	3
21	как только мы	1	2
22	но только не	1	2
23	равно как и	1	2
24	мы не имеем	1	2
25	сам по себе	3	2
26	в собственном смысле	1	2
27	с этой точки	1	2
28	а стало быть	1	2
29	ничего общего с	1	2
30	по себе вне	1	2
31	потому что мы	1	2
32	этой точки зрения	1	2
33	иметь в виду	3	2
34	по сравнению с	4	2
35	то что мы	2	2
36	в свою очередь	1	2
37	и в частности	1	2
38	мы видим что	3	2
39	в чем не	1	1
40	что в этом	6	1
41	прямо сказать что	1	1
42	только потому что	1	1
43	мы имеем дело	1	1
44	дело в том	1	1
45	не в их	1	1
46	из этих трех	1	1
47	что это не	1	1
48	с тем ни	1	1
49	не только о	1	1
50	если бы было	1	1
51	прекрасно показал как	1	1
52	в силу того	1	1
53	же как и	1	1
54	и есть то	1	1
55	на первый план	2	1
56	уже заранее знаем	1	1
57	что с точки	1	1
58	в лучшем случае	3	1
59	именно в этом	1	1
60	совершенно одинакова везде	1	1
61	в зависимости от	6	1
62	знали что он	1	1
63	в отличие от	2	1
64	сказать что нет	1	1
65	можно сказать что	2	1
66	и именно в	1	1
67	но в сущности	1	1
68	мы видим в	2	1
69	мы уже заранее	1	1
70	с тем что	3	1
71	между собою и	1	1
72	совершенно ясно что	5	1
73	это есть то	1	1
74	в основе своей	1	1
75	и не в	1	1
76	и вовсе не	1	1
77	в том случае	1	1
78	и то что	3	1
79	в жизни и	1	1
80	во внимание что	1	1
81	и для этого	1	1
82	в данном случае	2	1
83	если бы мы	2	1
84	она еще не	1	1
85	не только в	2	1
86	невозможно потому что	1	1
87	в конце концов	2	1
88	и в сущности	1	1
89	и при этом	1	1
90	о чувстве и	2	1
91	ясно что в	2	1
92	и как бы	4	1
93	как и вообще	1	1
94	что это только	1	1
95	в течение всей	1	1
96	а не как	1	1
97	и так как	1	1
98	как бы в	2	1
99	то что тут	1	1
100	так же невозможно	1	1
101	по себе не	2	1
102	в нем нет	1	1
103	из которых каждый	1	1
104	то обстоятельство что	1	1
105	потому что все	2	1
106	вполне совпадает с	1	1
107	лежащая в основе	1	1
108	мы показали что	1	1
109	в этом случае	2	1
110	другой стороны мы	1	1
111	о том что	6	1
112	не только не	4	1
113	но никак не	1	1
114	вопрос о том	2	1
115	лежащее в основе	1	1
116	в себя и	1	1
117	речь идет о	1	1
118	он как бы	1	1
119	отношение как к	1	1
120	ни в чем	1	1
121	с другой стороны	5	1
122	друг от друга	2	1
123	совершенно очевидно что	2	1
124	для этого необходимо	2	1
125	ни одна из	1	1
126	после того как	1	1
127	в каком отношении	2	1
128	течение всей нашей	1	1
129	из того что	3	1
130	той или иной	2	1
131	мы еще не	1	1
