N	2gram	Losev_Vlad_3	KulturaY
1	и в	40	23
2	точки зрения	13	23
3	в том	18	22
4	не только	25	17
5	в этом	16	16
6	было бы	4	16
7	с точки	6	16
8	самом деле	1	14
9	может быть	8	14
10	в самом	4	13
11	что в	17	13
12	не менее	9	12
13	потому что	11	12
14	для того	2	12
15	вопрос о	4	11
16	том что	18	11
17	того чтобы	3	11
18	можно было	5	11
19	в его	14	11
20	того что	7	11
21	а не	8	11
22	можно говорить	1	10
23	у нас	5	10
24	и не	25	10
25	еще не	4	9
26	таким образом	11	9
27	тем не	10	9
28	хотя бы	6	9
29	так как	7	9
30	прежде всего	10	9
31	лишь в	1	8
32	если бы	3	8
33	в виду	3	8
34	уже не	9	8
35	до сих	1	8
36	сих пор	1	8
37	между прочим	5	8
38	как на	3	8
39	как это	4	7
40	все эти	5	7
41	в нашем	2	7
42	должно быть	5	7
43	речи в	1	7
44	того как	1	7
45	если мы	4	7
46	те же	1	7
47	и что	8	7
48	с другой	5	7
49	или иной	1	7
50	в данном	5	7
51	слова и	1	7
52	сказать что	12	7
53	то же	4	6
54	в общем	1	6
55	в силу	2	6
56	только в	13	6
57	так и	6	6
58	при этом	3	6
59	и тем	3	6
60	с тем	7	6
61	в их	2	6
62	ничего не	5	6
63	связи с	2	6
64	не может	14	6
65	по себе	6	6
66	о том	11	6
67	что и	7	6
68	что он	5	6
69	также и	17	5
70	и есть	1	5
71	как мы	8	5
72	я не	3	5
73	в чем	3	5
74	независимо от	3	5
75	все же	4	5
76	хотя и	7	5
77	из этих	3	5
78	как бы	3	5
79	что она	2	5
80	как и	7	5
81	не в	3	5
82	вовсе не	13	5
83	во внимание	1	5
84	от того	4	5
85	не могут	2	5
86	но также	1	5
87	той или	2	5
88	и должно	1	5
89	всякого рода	3	5
90	тем что	5	5
91	далеко не	3	5
92	на которых	1	5
93	в связи	3	5
94	что же	9	5
95	не будем	1	5
96	но это	6	5
97	а в	7	5
98	совершенно не	2	5
99	того же	2	4
100	тех же	1	4
101	в сущности	2	4
102	для нашей	1	4
103	точка зрения	1	4
104	как в	1	4
105	в своем	8	4
106	в целом	2	4
107	том случае	3	4
108	ясно что	1	4
109	этого слова	1	4
110	в своей	9	4
111	не столько	3	4
112	которые в	1	4
113	же мы	1	4
114	тому что	4	4
115	тем самым	2	4
116	учения о	4	4
117	как раз	10	4
118	и о	4	4
119	в ее	1	4
120	данном случае	2	4
121	для нас	5	4
122	а также	8	4
123	заключается в	1	4
124	тех пор	1	4
125	один из	1	4
126	с одной	3	4
127	в нашей	2	4
128	русский язык	1	4
129	не было	5	4
130	однако что	1	4
131	одной стороны	3	4
132	мы говорим	1	4
133	этом случае	1	4
134	то что	28	4
135	только как	1	4
136	в таком	3	4
137	речь идет	1	3
138	я и	1	3
139	на самом	3	3
140	это и	1	3
141	то в	6	3
142	по преимуществу	2	3
143	есть не	2	3
144	мы не	2	3
145	сам по	2	3
146	в ней	5	3
147	то мы	1	3
148	но не	4	3
149	то он	4	3
150	но как	2	3
151	очевидно что	1	3
152	отнюдь не	5	3
153	и к	2	3
154	что слово	1	3
155	бы и	4	3
156	что это	9	3
157	бы не	1	3
158	тому же	5	3
159	но на	2	3
160	он не	8	3
161	в первую	1	3
162	и вот	1	3
163	и с	9	3
164	с этой	2	3
165	мы видели	3	3
166	не так	3	3
167	но если	5	3
168	в которых	1	3
169	не понимает	2	3
170	имеет смысл	1	3
171	и более	2	3
172	что сам	1	3
173	случае когда	1	3
174	в отношении	5	3
175	она не	2	3
176	в то	7	3
177	не имеет	4	3
178	на него	2	3
179	в процессе	1	3
180	должна быть	2	3
181	говорить и	1	3
182	был бы	3	3
183	что на	2	3
184	в каком	4	3
185	не есть	10	3
186	всего этого	1	3
187	только то	2	3
188	не трудно	1	3
189	в результате	4	3
190	на вопрос	1	3
191	но и	18	3
192	отметить что	1	3
193	это не	3	3
194	и только	3	3
195	вообще и	1	3
196	может иметь	1	3
197	в какой	2	3
198	уже в	3	3
199	вопроса о	1	3
200	ни в	10	3
201	могло бы	2	3
202	мы находим	2	3
203	то это	10	3
204	именно в	3	3
205	а именно	12	3
206	а с	4	3
207	первую очередь	1	3
208	я хочу	1	3
209	xix века	6	3
210	когда мы	1	3
211	по существу	4	3
212	но для	3	3
213	к тому	7	3
214	мы должны	4	3
215	другой стороны	2	3
216	по поводу	1	3
217	они не	1	3
218	смысле слова	6	2
219	также что	1	2
220	таком случае	2	2
221	чтобы не	1	2
222	по адресу	1	2
223	мы имеем	3	2
224	в защиту	1	2
225	на себя	2	2
226	и такой	1	2
227	и говорить	1	2
228	быть в	2	2
229	здесь не	3	2
230	чем это	2	2
231	а тем	2	2
232	не то	1	2
233	не все	3	2
234	он пишет	1	2
235	отличие от	3	2
236	не просто	10	2
237	за пределы	3	2
238	что они	1	2
239	сама по	1	2
240	относится к	1	2
241	всю эту	2	2
242	это самое	1	2
243	когда он	1	2
244	и как	7	2
245	более или	5	2
246	но в	4	2
247	еще на	1	2
248	он в	1	2
249	учение о	24	2
250	в известном	1	2
251	как он	1	2
252	так сказать	1	2
253	же это	2	2
254	и если	7	2
255	в корне	1	2
256	в россии	3	2
257	но все	3	2
258	что все	7	2
259	его в	2	2
260	не стану	2	2
261	само собою	1	2
262	как об	1	2
263	чем в	4	2
264	себя внимание	2	2
265	в статье	1	2
266	такой же	4	2
267	смысл и	1	2
268	или менее	5	2
269	в этих	2	2
270	и при	1	2
271	и без	1	2
272	в котором	4	2
273	в отличие	3	2
274	не как	2	2
275	сам же	2	2
276	точку зрения	1	2
277	если это	1	2
278	а вот	2	2
279	раз и	8	2
280	что есть	3	2
281	не о	2	2
282	проблема и	1	2
283	это еще	1	2
284	по своему	1	2
285	которые можно	2	2
286	никак не	4	2
287	своей статье	1	2
288	которое в	3	2
289	и такие	1	2
290	отличается от	3	2
291	говоря уже	1	2
292	могут и	1	2
293	так в	1	2
294	но мы	2	2
295	в дальнейшем	4	2
296	так называемую	1	2
297	мог бы	4	2
298	к его	2	2
299	когда в	1	2
300	она есть	1	2
301	все те	1	2
302	и нужно	1	2
303	и здесь	6	2
304	внимание на	1	2
305	язык и	1	2
306	можно сказать	1	2
307	доходит до	1	2
308	путь к	2	2
309	эти два	1	2
310	а потому	1	2
311	и об	1	2
312	известном смысле	1	2
313	о значении	2	2
314	все они	2	2
315	в качестве	3	2
316	конечно не	1	2
317	этом что	1	2
318	то и	2	2
319	что если	4	2
320	ясно однако	1	2
321	тем чтобы	1	2
322	не исчерпывает	1	2
323	не дает	1	2
324	а то	2	2
325	в одном	5	2
326	в некоторых	1	2
327	говорим о	1	2
328	на русский	1	2
329	еще и	18	2
330	ни на	2	2
