N	3gram	Vinokur_Ku_1	Formalny
1	с точки зрения	9	13
2	в настоящее время	1	10
3	то же время	2	8
4	в то же	2	8
5	и т д	14	8
6	более или менее	3	6
7	на самом деле	2	6
8	до сих пор	4	6
9	в свою очередь	3	6
10	не может быть	3	5
11	по отношению к	8	4
12	с одной стороны	1	4
13	во всяком случае	5	4
14	так и в	2	4
15	и т п	18	4
16	по аналогии с	1	3
17	смысле этого слова	1	3
18	в ее целом	1	3
19	сводится к тому	2	2
20	не могло не	1	2
21	а вовсе не	1	2
22	и не в	1	2
23	в зависимости от	5	2
24	сами по себе	1	2
25	в строгом смысле	1	2
26	в большинстве случаев	1	2
27	в применении к	1	2
28	в том чтобы	8	2
29	не прав когда	1	2
30	главным образом на	1	2
31	в связи с	3	2
32	т е как	4	2
33	и пр и	1	2
34	того или иного	3	2
35	как и всякая	1	2
36	друг от друга	1	2
37	пр и пр	1	2
38	и история литературы	1	1
39	а сам этот	1	1
40	и со всем	1	1
41	в языке в	1	1
42	в истории научного	1	1
43	что было в	1	1
44	состоит в том	3	1
45	как это делается	1	1
46	ничего общего с	1	1
47	т е она	1	1
48	даже и тогда	1	1
49	т е самой	1	1
50	не говоря уже	1	1
51	и может быть	1	1
52	что в данном	1	1
53	хотя и здесь	1	1
54	в этом смысле	3	1
55	в том и	2	1
56	так и не	1	1
57	как раз и	1	1
58	в каждую данную	1	1
59	тот или иной	1	1
60	социальной жизни в	1	1
61	хотя бы и	2	1
62	привести в систему	1	1
63	можно говорить о	1	1
64	в том что	15	1
65	он должен быть	1	1
66	в его действительном	1	1
67	в этом отношении	5	1
68	вместо того чтобы	1	1
69	но для этого	1	1
70	к тому чтобы	1	1
71	в противном случае	1	1
72	с этой точки	1	1
73	это делается в	1	1
74	была бы уже	1	1
75	вместе с тем	3	1
76	отнюдь не является	1	1
77	в это время	1	1
78	роль в истории	1	1
79	в целом и	2	1
80	т е в	2	1
81	бы уже не	1	1
82	но уже совсем	1	1
83	до конца и	1	1
84	по существу это	1	1
85	мы наблюдаем в	1	1
86	целом и в	1	1
87	и в то	1	1
88	не значит еще	1	1
89	в отличие от	1	1
90	значения и смысла	1	1
91	так или иначе	2	1
92	даже и на	1	1
93	это не могло	1	1
94	однако не менее	1	1
95	но и с	1	1
96	с другой стороны	6	1
97	так же как	1	1
98	все то что	1	1
99	роковую роль в	1	1
100	самом деле в	1	1
101	между тем как	1	1
102	именно в том	2	1
103	этой точки зрения	2	1
104	живет и развивается	1	1
105	вовсе не есть	1	1
106	от того что	1	1
107	та или иная	1	1
108	было ясно что	1	1
109	хотя бы в	4	1
110	и тем самым	1	1
111	таким образом не	1	1
112	но все же	2	1
113	и с точки	1	1
114	заключается в том	2	1
115	и не из	1	1
116	что оно не	1	1
117	к тому что	2	1
118	тех или иных	1	1
119	этого слова но	1	1
120	тем не менее	4	1
121	у нас только	1	1
122	в литературе и	1	1
123	т е после	1	1
124	все это не	3	1
125	что и в	1	1
126	мы увидим что	2	1
127	не в этом	1	1
